"timeid","iyear","imonth","iday"
"2112","1981","4","8"
"2113","1981","4","9"
"2114","1981","4","10"
"2115","1981","4","11"
"2116","1981","4","13"
"2117","1981","4","14"
"2118","1981","4","15"
"2119","1981","4","16"
"2120","1981","4","17"
"2121","1981","4","19"
"2122","1981","4","20"
"2123","1981","4","21"
"2124","1981","4","23"
"2125","1981","4","24"
"2126","1981","4","25"
"2127","1981","4","26"
"2128","1981","4","27"
"2129","1981","4","29"
"2130","1981","4","30"
"2131","1981","5","1"
"2132","1981","5","2"
"2133","1981","5","3"
"2134","1981","5","4"
"2135","1981","5","5"
"2136","1981","5","7"
"2137","1981","5","8"
"2138","1981","5","10"
"2139","1981","5","11"
"2140","1981","5","13"
"2141","1981","5","14"
"2142","1981","5","15"
"2143","1981","5","16"
"2144","1981","5","17"
"2145","1981","5","19"
"2146","1981","5","20"
"2147","1981","5","21"
"2148","1981","5","22"
"2149","1981","5","23"
"2150","1981","5","25"
"2151","1981","5","27"
"2152","1981","5","29"
"2153","1981","5","31"
"2154","1981","6","1"
"2155","1981","6","2"
"2156","1981","6","3"
"2157","1981","6","4"
"2158","1981","6","5"
"2159","1981","6","6"
"2160","1981","6","7"
"2161","1981","6","8"
"2162","1981","6","10"
"2163","1981","6","11"
"2164","1981","6","12"
"2165","1981","6","14"
"2166","1981","6","16"
"2167","1981","6","17"
"2168","1981","6","18"
"2169","1981","6","19"
"2170","1981","6","20"
"2171","1981","6","22"
"2172","1981","6","23"
"2173","1981","6","24"
"2174","1981","6","25"
"2175","1981","6","26"
"2176","1981","6","27"
"2177","1981","6","28"
"2178","1981","6","29"
"2179","1981","7","1"
"2180","1981","7","2"
"2181","1981","7","3"
"2182","1981","7","6"
"2183","1981","7","10"
"2184","1981","7","11"
"2185","1981","7","12"
"2186","1981","7","13"
"2187","1981","7","14"
"2188","1981","7","15"
"2189","1981","7","16"
"2190","1981","7","18"
"2191","1981","7","19"
"2192","1981","7","20"
"2193","1981","7","21"
"2194","1981","7","22"
"2195","1981","7","24"
"2196","1981","7","25"
"2197","1981","7","26"
"2198","1981","7","27"
"2199","1981","7","28"
"2200","1981","7","29"
"2201","1981","7","30"
"2202","1981","7","31"
"2203","1981","8","1"
"2204","1981","8","2"
"2205","1981","8","3"
"2206","1981","8","4"
"2207","1981","8","5"
"2208","1981","8","6"
"2209","1981","8","8"
"2210","1981","8","9"
"2211","1981","8","10"
"2212","1981","8","11"
"2213","1981","8","12"
"2214","1981","8","13"
"2215","1981","8","14"
"2216","1981","8","15"
"2217","1981","8","16"
"2218","1981","8","17"
"2219","1981","8","20"
"2220","1981","8","23"
"2221","1981","8","24"
"2222","1981","8","26"
"2223","1981","8","27"
"2224","1981","8","28"
"2225","1981","8","29"
"2226","1981","8","30"
"2227","1981","8","31"
"2228","1981","9","1"
"2229","1981","9","2"
"2230","1981","9","3"
"2231","1981","9","4"
"2232","1981","9","5"
"2233","1981","9","7"
"2234","1981","9","9"
"2235","1981","9","10"
"2236","1981","9","11"
"2237","1981","9","12"
"2238","1981","9","13"
"2239","1981","9","15"
"2240","1981","9","17"
"2241","1981","9","18"
"2242","1981","9","19"
"2243","1981","9","20"
"2244","1981","9","21"
"2245","1981","9","22"
"2246","1981","9","23"
"2247","1981","9","24"
"2248","1981","9","27"
"2249","1981","9","28"
"2250","1981","9","29"
"2251","1981","9","30"
"2252","1981","10","0"
"2253","1981","10","2"
"2254","1981","10","4"
"2255","1981","10","5"
"2256","1981","10","6"
"2257","1981","10","7"
"2258","1981","10","8"
"2259","1981","10","9"
"2260","1981","10","10"
"2261","1981","10","12"
"2262","1981","10","13"
"2263","1981","10","14"
"2264","1981","10","15"
"2265","1981","10","16"
"2266","1981","10","18"
"2267","1981","10","19"
"2268","1981","10","20"
"2269","1981","10","21"
"2270","1981","10","22"
"2271","1981","10","23"
"2272","1981","10","24"
"2273","1981","10","25"
"2274","1981","10","26"
"2275","1981","10","27"
"2276","1981","10","28"
"2277","1981","11","1"
"2278","1981","11","2"
"2279","1981","11","3"
"2280","1981","11","5"
"2281","1981","11","6"
"2282","1981","11","7"
"2283","1981","11","8"
"2284","1981","11","9"
"2285","1981","11","10"
"2286","1981","11","11"
"2287","1981","11","12"
"2288","1981","11","13"
"2289","1981","11","15"
"2290","1981","11","16"
"2291","1981","11","17"
"2292","1981","11","18"
"2293","1981","11","19"
"2294","1981","11","22"
"2295","1981","11","23"
"2296","1981","11","24"
"2297","1981","11","25"
"2298","1981","11","26"
"2299","1981","11","27"
"2300","1981","11","28"
"2301","1981","11","29"
"2302","1981","11","30"
"2303","1981","12","0"
"2304","1981","12","1"
"2305","1981","12","2"
"2306","1981","12","3"
"2307","1981","12","4"
"2308","1981","12","5"
"2309","1981","12","6"
"2310","1981","12","7"
"2311","1981","12","8"
"2312","1981","12","9"
"2313","1981","12","10"
"2314","1981","12","11"
"2315","1981","12","12"
"2316","1981","12","13"
"2317","1981","12","14"
"2318","1981","12","15"
"2319","1981","12","16"
"2320","1981","12","17"
"2321","1981","12","18"
"2322","1981","12","19"
"2323","1981","12","20"
"2324","1981","12","21"
"2325","1981","12","22"
"2326","1981","12","23"
"2327","1981","12","26"
"2328","1981","12","27"
"2329","1981","12","28"
"2330","1981","12","29"
"2331","1981","12","30"
"2332","1982","1","1"
"2333","1982","1","3"
"2334","1982","1","4"
"2335","1982","1","5"
"2336","1982","1","6"
"2337","1982","1","8"
"2338","1982","1","9"
"2339","1982","1","10"
"2340","1982","1","11"
"2341","1982","1","12"
"2342","1982","1","13"
"2343","1982","1","14"
"2344","1982","1","15"
"2345","1982","1","16"
"2346","1982","1","17"
"2347","1982","1","18"
"2348","1982","1","19"
"2349","1982","1","20"
"2350","1982","1","21"
"2351","1982","1","22"
"2352","1982","1","23"
"2353","1982","1","24"
"2354","1982","1","25"
"2355","1982","1","26"
"2356","1982","1","27"
"2357","1982","1","28"
"2358","1982","1","29"
"2359","1982","2","1"
"2360","1982","2","2"
"2361","1982","2","4"
"2362","1982","2","5"
"2363","1982","2","7"
"2364","1982","2","9"
"2365","1982","2","12"
"2366","1982","2","13"
"2367","1982","2","14"
"2368","1982","2","15"
"2369","1982","2","17"
"2370","1982","2","18"
"2371","1982","2","19"
"2372","1982","2","21"
"2373","1982","2","22"
"2374","1982","2","24"
"2375","1982","2","26"
"2376","1982","2","28"
"2377","1982","3","1"
"2378","1982","3","3"
"2379","1982","3","4"
"2380","1982","3","5"
"2381","1982","3","7"
"2382","1982","3","8"
"2383","1982","3","10"
"2384","1982","3","12"
"2385","1982","3","14"
"2386","1982","3","15"
"2387","1982","3","16"
"2388","1982","3","18"
"2389","1982","3","19"
"2390","1982","3","20"
"2391","1982","3","21"
"2392","1982","3","22"
"2393","1982","3","23"
"2394","1982","3","24"
"2395","1982","3","25"
"2396","1982","3","26"
"2397","1982","3","27"
"2398","1982","3","28"
"2399","1982","3","30"
"2400","1982","3","31"
"2401","1982","4","1"
"2402","1982","4","2"
"2403","1982","4","3"
"2404","1982","4","4"
"2405","1982","4","5"
"2406","1982","4","6"
"2407","1982","4","7"
"2408","1982","4","8"
"2409","1982","4","9"
"2410","1982","4","11"
"2411","1982","4","12"
"2412","1982","4","13"
"2413","1982","4","14"
"2414","1982","4","15"
"2415","1982","4","16"
"2416","1982","4","17"
"2417","1982","4","18"
"2418","1982","4","19"
"2419","1982","4","20"
"2420","1982","4","21"
"2421","1982","4","22"
"2422","1982","4","24"
"2423","1982","4","25"
"2424","1982","4","26"
"2425","1982","4","28"
"2426","1982","4","30"
"2427","1982","5","0"
"2428","1982","5","1"
"2429","1982","5","2"
"2430","1982","5","3"
"2431","1982","5","4"
"2432","1982","5","5"
"2433","1982","5","6"
"2434","1982","5","7"
"2435","1982","5","8"
"2436","1982","5","9"
"2437","1982","5","10"
"2438","1982","5","11"
"2439","1982","5","12"
"2440","1982","5","13"
"2441","1982","5","14"
"2442","1982","5","16"
"2443","1982","5","17"
"2444","1982","5","18"
"2445","1982","5","19"
"2446","1982","5","20"
"2447","1982","5","21"
"2448","1982","5","22"
"2449","1982","5","23"
"2450","1982","5","24"
"2451","1982","5","25"
"2452","1982","5","26"
"2453","1982","5","27"
"2454","1982","5","28"
"2455","1982","5","29"
"2456","1982","5","30"
"2457","1982","5","31"
"2458","1982","6","0"
"2459","1982","6","1"
"2460","1982","6","2"
"2461","1982","6","3"
"2462","1982","6","5"
"2463","1982","6","6"
"2464","1982","6","7"
"2465","1982","6","8"
"2466","1982","6","9"
"2467","1982","6","10"
"2468","1982","6","12"
"2469","1982","6","13"
"2470","1982","6","14"
"2471","1982","6","15"
"2472","1982","6","17"
"2473","1982","6","18"
"2474","1982","6","20"
"2475","1982","6","21"
"2476","1982","6","23"
"2477","1982","6","24"
"2478","1982","6","25"
"2479","1982","6","27"
"2480","1982","6","28"
"2481","1982","6","29"
"2482","1982","6","30"
"2483","1982","7","1"
"2484","1982","7","2"
"2485","1982","7","3"
"2486","1982","7","4"
"2487","1982","7","5"
"2488","1982","7","6"
"2489","1982","7","7"
"2490","1982","7","8"
"2491","1982","7","9"
"2492","1982","7","10"
"2493","1982","7","12"
"2494","1982","7","13"
"2495","1982","7","16"
"2496","1982","7","17"
"2497","1982","7","18"
"2498","1982","7","21"
"2499","1982","7","22"
"2500","1982","7","23"
"2501","1982","7","26"
"2502","1982","7","24"
"2503","1982","7","25"
"2504","1982","7","27"
"2505","1982","7","28"
"2506","1982","7","29"
"2507","1982","7","30"
"2508","1982","7","31"
"2509","1982","8","1"
"2510","1982","8","3"
"2511","1982","8","4"
"2512","1982","8","5"
"2513","1982","8","6"
"2514","1982","8","7"
"2515","1982","8","9"
"2516","1982","8","10"
"2517","1982","8","11"
"2518","1982","8","12"
"2519","1982","8","14"
"2520","1982","8","15"
"2521","1982","8","16"
"2522","1982","8","19"
"2523","1982","8","20"
"2524","1982","8","21"
"2525","1982","8","22"
"2526","1982","8","23"
"2527","1982","8","25"
"2528","1982","8","26"
"2529","1982","8","27"
"2530","1982","8","28"
"2531","1982","8","29"
"2532","1982","8","30"
"2533","1982","9","0"
"2534","1982","9","1"
"2535","1982","9","2"
"2536","1982","9","3"
"2537","1982","9","6"
"2538","1982","9","8"
"2539","1982","9","9"
"2540","1982","9","10"
"2541","1982","9","11"
"2542","1982","9","13"
"2543","1982","9","15"
"2544","1982","9","16"
"2545","1982","9","17"
"2546","1982","9","18"
"2547","1982","9","20"
"2548","1982","9","21"
"2549","1982","9","23"
"2550","1982","9","24"
"2551","1982","9","25"
"2552","1982","9","27"
"2553","1982","9","29"
"2554","1982","9","30"
"2555","1982","10","0"
"2556","1982","10","1"
"2557","1982","10","4"
"2558","1982","10","5"
"2559","1982","10","6"
"2560","1982","10","7"
"2561","1982","10","8"
"2562","1982","10","9"
"2563","1982","10","11"
"2564","1982","10","13"
"2565","1982","10","14"
"2566","1982","10","15"
"2567","1982","10","16"
"2568","1982","10","17"
"2569","1982","10","18"
"2570","1982","10","19"
"2571","1982","10","23"
"2572","1982","10","26"
"2573","1982","10","28"
"2574","1982","10","29"
"2575","1982","10","30"
"2576","1982","10","31"
"2577","1982","11","0"
"2578","1982","11","1"
"2579","1982","11","4"
"2580","1982","11","5"
"2581","1982","11","7"
"2582","1982","11","8"
"2583","1982","11","11"
"2584","1982","11","12"
"2585","1982","11","13"
"2586","1982","11","14"
"2587","1982","11","15"
"2588","1982","11","16"
"2589","1982","11","17"
"2590","1982","11","18"
"2591","1982","11","19"
"2592","1982","11","23"
"2593","1982","11","26"
"2594","1982","11","27"
"2595","1982","11","28"
"2596","1982","11","29"
"2597","1982","11","30"
"2598","1982","12","1"
"2599","1982","12","2"
"2600","1982","12","3"
"2601","1982","12","6"
"2602","1982","12","8"
"2603","1982","12","11"
"2604","1982","12","13"
"2605","1982","12","14"
"2606","1982","12","15"
"2607","1982","12","17"
"2608","1982","12","18"
"2609","1982","12","22"
"2610","1982","12","23"
"2611","1982","12","24"
"2612","1982","12","26"
"2613","1982","12","27"
"2614","1982","12","28"
"2615","1982","12","29"
"2616","1982","12","30"
"2617","1982","12","31"
"2618","1983","1","1"
"2619","1983","1","2"
"2620","1983","1","3"
"2621","1983","1","4"
"2622","1983","1","5"
"2623","1983","1","6"
"2624","1983","1","7"
"2625","1983","1","9"
"2626","1983","1","10"
"2627","1983","1","11"
"2628","1983","1","13"
"2629","1983","1","14"
"2630","1983","1","15"
"2631","1983","1","16"
"2632","1983","1","17"
"2633","1983","1","18"
"2634","1983","1","19"
"2635","1983","1","20"
"2636","1983","1","21"
"2637","1983","1","22"
"2638","1983","1","23"
"2639","1983","1","24"
"2640","1983","1","25"
"2641","1983","1","26"
"2642","1983","1","27"
"2643","1983","1","28"
"2644","1983","1","29"
"2645","1983","1","30"
"2646","1983","1","31"
"2647","1983","2","0"
"2648","1983","2","1"
"2649","1983","2","2"
"2650","1983","2","3"
"2651","1983","2","4"
"2652","1983","2","6"
"2653","1983","2","7"
"2654","1983","2","8"
"2655","1983","2","9"
"2656","1983","2","10"
"2657","1983","2","11"
"2658","1983","2","12"
"2659","1983","2","13"
"2660","1983","2","14"
"2661","1983","2","15"
"2662","1983","2","16"
"2663","1983","2","17"
"2664","1983","2","18"
"2665","1983","2","19"
"2666","1983","2","20"
"2667","1983","2","21"
"2668","1983","2","22"
"2669","1983","2","25"
"2670","1983","2","26"
"2671","1983","2","27"
"2672","1983","2","28"
"2673","1983","3","0"
"2674","1983","3","1"
"2675","1983","3","2"
"2676","1983","3","3"
"2677","1983","3","4"
"2678","1983","3","5"
"2679","1983","3","6"
"2680","1983","3","9"
"2681","1983","3","10"
"2682","1983","3","11"
"2683","1983","3","12"
"2684","1983","3","14"
"2685","1983","3","15"
"2686","1983","3","16"
"2687","1983","3","17"
"2688","1983","3","18"
"2689","1983","3","19"
"2690","1983","3","20"
"2691","1983","3","21"
"2692","1983","3","22"
"2693","1983","3","23"
"2694","1983","3","24"
"2695","1983","3","25"
"2696","1983","3","26"
"2697","1983","3","27"
"2698","1983","3","28"
"2699","1983","3","29"
"2700","1983","3","30"
"2701","1983","4","0"
"2702","1983","4","2"
"2703","1983","4","3"
"2704","1983","4","4"
"2705","1983","4","5"
"2706","1983","4","6"
"2707","1983","4","7"
"2708","1983","4","8"
"2709","1983","4","9"
"2710","1983","4","10"
"2711","1983","4","12"
"2712","1983","4","13"
"2713","1983","4","15"
"2714","1983","4","16"
"2715","1983","4","17"
"2716","1983","4","18"
"2717","1983","4","19"
"2718","1983","4","20"
"2719","1983","4","21"
"2720","1983","4","22"
"2721","1983","4","23"
"2722","1983","4","25"
"2723","1983","4","26"
"2724","1983","4","28"
"2725","1983","4","29"
"2726","1983","4","30"
"2727","1983","5","1"
"2728","1983","5","2"
"2729","1983","5","3"
"2730","1983","5","4"
"2731","1983","5","5"
"2732","1983","5","6"
"2733","1983","5","7"
"2734","1983","5","8"
"2735","1983","5","9"
"2736","1983","5","10"
"2737","1983","5","11"
"2738","1983","5","12"
"2739","1983","5","13"
"2740","1983","5","16"
"2741","1983","5","18"
"2742","1983","5","20"
"2743","1983","5","22"
"2744","1983","5","23"
"2745","1983","5","24"
"2746","1983","5","25"
"2747","1983","5","26"
"2748","1983","5","27"
"2749","1983","5","28"
"2750","1983","5","29"
"2751","1983","5","30"
"2752","1983","6","1"
"2753","1983","6","2"
"2754","1983","6","3"
"2755","1983","6","4"
"2756","1983","6","5"
"2757","1983","6","6"
"2758","1983","6","7"
"2759","1983","6","11"
"2760","1983","6","12"
"2761","1983","6","13"
"2762","1983","6","16"
"2763","1983","6","17"
"2764","1983","6","19"
"2765","1983","6","20"
"2766","1983","6","21"
"2767","1983","6","22"
"2768","1983","6","23"
"2769","1983","6","24"
"2770","1983","6","25"
"2771","1983","6","26"
"2772","1983","6","27"
"2773","1983","6","28"
"2774","1983","7","0"
"2775","1983","7","1"
"2776","1983","7","3"
"2777","1983","7","4"
"2778","1983","7","5"
"2779","1983","7","6"
"2780","1983","7","7"
"2781","1983","7","10"
"2782","1983","7","11"
"2783","1983","7","12"
"2784","1983","7","13"
"2785","1983","7","14"
"2786","1983","7","15"
"2787","1983","7","17"
"2788","1983","7","18"
"2789","1983","7","19"
"2790","1983","7","20"
"2791","1983","7","21"
"2792","1983","7","22"
"2793","1983","7","24"
"2794","1983","7","25"
"2795","1983","7","26"
"2796","1983","7","27"
"2797","1983","7","28"
"2798","1983","7","29"
"2799","1983","8","0"
"2800","1983","8","1"
"2801","1983","8","3"
"2802","1983","8","4"
"2803","1983","8","5"
"2804","1983","8","6"
"2805","1983","8","7"
"2806","1983","8","8"
"2807","1983","8","9"
"2808","1983","8","10"
"2809","1983","8","11"
"2810","1983","8","12"
"2811","1983","8","13"
"2812","1983","8","15"
"2813","1983","8","16"
"2814","1983","8","17"
"2815","1983","8","18"
"2816","1983","8","19"
"2817","1983","8","20"
"2818","1983","8","21"
"2819","1983","8","22"
"2820","1983","8","24"
"2821","1983","8","25"
"2822","1983","8","26"
"2823","1983","8","27"
"2824","1983","8","28"
"2825","1983","8","29"
"2826","1983","8","30"
"2827","1983","8","31"
"2828","1983","9","3"
"2829","1983","9","4"
"2830","1983","9","5"
"2831","1983","9","6"
"2832","1983","9","7"
"2833","1983","9","9"
"2834","1983","9","11"
"2835","1983","9","12"
"2836","1983","9","13"
"2837","1983","9","14"
"2838","1983","9","15"
"2839","1983","9","16"
"2840","1983","9","17"
"2841","1983","9","18"
"2842","1983","9","19"
"2843","1983","9","20"
"2844","1983","9","21"
"2845","1983","9","22"
"2846","1983","9","23"
"2847","1983","9","24"
"2848","1983","9","25"
"2849","1983","9","26"
"2850","1983","9","27"
"2851","1983","9","29"
"2852","1983","9","30"
"2853","1983","10","0"
"2854","1983","10","1"
"2855","1983","10","2"
"2856","1983","10","3"
"2857","1983","10","4"
"2858","1983","10","5"
"2859","1983","10","6"
"2860","1983","10","7"
"2861","1983","10","8"
"2862","1983","10","9"
"2863","1983","10","10"
"2864","1983","10","12"
"2865","1983","10","14"
"2866","1983","10","15"
"2867","1983","10","16"
"2868","1983","10","17"
"2869","1983","10","18"
"2870","1983","10","19"
"2871","1983","10","20"
"2872","1983","10","21"
"2873","1983","10","22"
"2874","1983","10","23"
"2875","1983","10","25"
"2876","1983","10","26"
"2877","1983","10","28"
"2878","1983","10","30"
"2879","1983","10","31"
"2880","1983","11","1"
"2881","1983","11","2"
"2882","1983","11","3"
"2883","1983","11","4"
"2884","1983","11","5"
"2885","1983","11","6"
"2886","1983","11","7"
"2887","1983","11","9"
"2888","1983","11","10"
"2889","1983","11","11"
"2890","1983","11","12"
"2891","1983","11","13"
"2892","1983","11","14"
"2893","1983","11","15"
"2894","1983","11","17"
"2895","1983","11","18"
"2896","1983","11","20"
"2897","1983","11","22"
"2898","1983","11","23"
"2899","1983","11","25"
"2900","1983","11","28"
"2901","1983","11","29"
"2902","1983","11","30"
"2903","1983","12","3"
"2904","1983","12","5"
"2905","1983","12","6"
"2906","1983","12","7"
"2907","1983","12","8"
"2908","1983","12","9"
"2909","1983","12","10"
"2910","1983","12","12"
"2911","1983","12","13"
"2912","1983","12","15"
"2913","1983","12","16"
"2914","1983","12","18"
"2915","1983","12","19"
"2916","1983","12","20"
"2917","1983","12","21"
"2918","1983","12","23"
"2919","1983","12","24"
"2920","1983","12","25"
"2921","1983","12","26"
"2922","1983","12","28"
"2923","1983","12","31"
"2924","1984","1","1"
"2925","1984","1","2"
"2926","1984","1","3"
"2927","1984","1","4"
"2928","1984","1","5"
"2929","1984","1","7"
"2930","1984","1","8"
"2931","1984","1","9"
"2932","1984","1","10"
"2933","1984","1","12"
"2934","1984","1","13"
"2935","1984","1","14"
"2936","1984","1","15"
"2937","1984","1","16"
"2938","1984","1","17"
"2939","1984","1","18"
"2940","1984","1","19"
"2941","1984","1","20"
"2942","1984","1","21"
"2943","1984","1","22"
"2944","1984","1","23"
"2945","1984","1","24"
"2946","1984","1","26"
"2947","1984","1","27"
"2948","1984","1","28"
"2949","1984","1","29"
"2950","1984","1","30"
"2951","1984","2","0"
"2952","1984","2","1"
"2953","1984","2","2"
"2954","1984","2","3"
"2955","1984","2","4"
"2956","1984","2","7"
"2957","1984","2","8"
"2958","1984","2","9"
"2959","1984","2","10"
"2960","1984","2","11"
"2961","1984","2","12"
"2962","1984","2","13"
"2963","1984","2","14"
"2964","1984","2","15"
"2965","1984","2","16"
"2966","1984","2","17"
"2967","1984","2","18"
"2968","1984","2","19"
"2969","1984","2","20"
"2970","1984","2","21"
"2971","1984","2","23"
"2972","1984","2","24"
"2973","1984","2","26"
"2974","1984","2","27"
"2975","1984","2","28"
"2976","1984","2","29"
"2977","1984","3","0"
"2978","1984","3","1"
"2979","1984","3","2"
"2980","1984","3","4"
"2981","1984","3","5"
"2982","1984","3","6"
"2983","1984","3","7"
"2984","1984","3","8"
"2985","1984","3","9"
"2986","1984","3","10"
"2987","1984","3","11"
"2988","1984","3","12"
"2989","1984","3","13"
"2990","1984","3","14"
"2991","1984","3","15"
"2992","1984","3","16"
"2993","1984","3","17"
"2994","1984","3","18"
"2995","1984","3","19"
"2996","1984","3","20"
"2997","1984","3","21"
"2998","1984","3","22"
"2999","1984","3","23"
"3000","1984","3","25"
"3001","1984","3","26"
"3002","1984","3","27"
"3003","1984","3","28"
"3004","1984","3","29"
"3005","1984","3","30"
"3006","1984","4","0"
"3007","1984","4","1"
"3008","1984","4","2"
"3009","1984","4","3"
"3010","1984","4","4"
"3011","1984","4","5"
"3012","1984","4","6"
"3013","1984","4","7"
"3014","1984","4","8"
"3015","1984","4","9"
"3016","1984","4","10"
"3017","1984","4","11"
"3018","1984","4","13"
"3019","1984","4","14"
"3020","1984","4","15"
"3021","1984","4","16"
"3022","1984","4","17"
"3023","1984","4","18"
"3024","1984","4","19"
"3025","1984","4","20"
"3026","1984","4","21"
"3027","1984","4","22"
"3028","1984","4","23"
"3029","1984","4","25"
"3030","1984","4","26"
"3031","1984","4","28"
"3032","1984","4","29"
"3033","1984","4","30"
"3034","1984","5","1"
"3035","1984","5","2"
"3036","1984","5","3"
"3037","1984","5","5"
"3038","1984","5","6"
"3039","1984","5","7"
"3040","1984","5","8"
"3041","1984","5","9"
"3042","1984","5","10"
"3043","1984","5","11"
"3044","1984","5","12"
"3045","1984","5","13"
"3046","1984","5","14"
"3047","1984","5","15"
"3048","1984","5","16"
"3049","1984","5","17"
"3050","1984","5","18"
"3051","1984","5","19"
"3052","1984","5","20"
"3053","1984","5","21"
"3054","1984","5","22"
"3055","1984","5","23"
"3056","1984","5","24"
"3057","1984","5","25"
"3058","1984","5","29"
"3059","1984","5","30"
"3060","1984","6","1"
"3061","1984","6","2"
"3062","1984","6","3"
"3063","1984","6","4"
"3064","1984","6","5"
"3065","1984","6","6"
"3066","1984","6","7"
"3067","1984","6","8"
"3068","1984","6","10"
"3069","1984","6","11"
"3070","1984","6","12"
"3071","1984","6","13"
"3072","1984","6","14"
"3073","1984","6","15"
"3074","1984","6","17"
"3075","1984","6","18"
"3076","1984","6","20"
"3077","1984","6","21"
"3078","1984","6","22"
"3079","1984","6","24"
"3080","1984","6","25"
"3081","1984","6","26"
"3082","1984","6","27"
"3083","1984","6","28"
"3084","1984","7","0"
"3085","1984","7","2"
"3086","1984","7","3"
"3087","1984","7","4"
"3088","1984","7","5"
"3089","1984","7","6"
"3090","1984","7","7"
"3091","1984","7","8"
"3092","1984","7","9"
"3093","1984","7","10"
"3094","1984","7","11"
"3095","1984","7","12"
"3096","1984","7","13"
"3097","1984","7","14"
"3098","1984","7","15"
"3099","1984","7","16"
"3100","1984","7","17"
"3101","1984","7","18"
"3102","1984","7","19"
"3103","1984","7","20"
"3104","1984","7","21"
"3105","1984","7","22"
"3106","1984","7","25"
"3107","1984","7","26"
"3108","1984","7","27"
"3109","1984","7","28"
"3110","1984","7","29"
"3111","1984","7","30"
"3112","1984","8","0"
"3113","1984","8","1"
"3114","1984","8","4"
"3115","1984","8","5"
"3116","1984","8","6"
"3117","1984","8","7"
"3118","1984","8","8"
"3119","1984","8","9"
"3120","1984","8","10"
"3121","1984","8","12"
"3122","1984","8","13"
"3123","1984","8","14"
"3124","1984","8","15"
"3125","1984","8","16"
"3126","1984","8","17"
"3127","1984","8","18"
"3128","1984","8","19"
"3129","1984","8","20"
"3130","1984","8","21"
"3131","1984","8","22"
"3132","1984","8","23"
"3133","1984","8","24"
"3134","1984","8","25"
"3135","1984","8","26"
"3136","1984","8","27"
"3137","1984","8","28"
"3138","1984","8","29"
"3139","1984","8","30"
"3140","1984","9","0"
"3141","1984","9","1"
"3142","1984","9","2"
"3143","1984","9","3"
"3144","1984","9","4"
"3145","1984","9","5"
"3146","1984","9","6"
"3147","1984","9","7"
"3148","1984","9","8"
"3149","1984","9","9"
"3150","1984","9","10"
"3151","1984","9","11"
"3152","1984","9","12"
"3153","1984","9","13"
"3154","1984","9","14"
"3155","1984","9","16"
"3156","1984","9","17"
"3157","1984","9","18"
"3158","1984","9","19"
"3159","1984","9","20"
"3160","1984","9","21"
"3161","1984","9","22"
"3162","1984","9","23"
"3163","1984","9","24"
"3164","1984","9","25"
"3165","1984","9","26"
"3166","1984","9","27"
"3167","1984","9","28"
"3168","1984","9","29"
"3169","1984","9","30"
"3170","1984","10","1"
"3171","1984","10","2"
"3172","1984","10","4"
"3173","1984","10","5"
"3174","1984","10","6"
"3175","1984","10","7"
"3176","1984","10","8"
"3177","1984","10","9"
"3178","1984","10","10"
"3179","1984","10","11"
"3180","1984","10","12"
"3181","1984","10","13"
"3182","1984","10","14"
"3183","1984","10","15"
"3184","1984","10","16"
"3185","1984","10","18"
"3186","1984","10","20"
"3187","1984","10","22"
"3188","1984","10","23"
"3189","1984","10","26"
"3190","1984","10","28"
"3191","1984","10","29"
"3192","1984","10","30"
"3193","1984","10","31"
"3194","1984","11","1"
"3195","1984","11","2"
"3196","1984","11","3"
"3197","1984","11","5"
"3198","1984","11","6"
"3199","1984","11","7"
"3200","1984","11","8"
"3201","1984","11","9"
"3202","1984","11","10"
"3203","1984","11","11"
"3204","1984","11","12"
"3205","1984","11","13"
"3206","1984","11","14"
"3207","1984","11","16"
"3208","1984","11","17"
"3209","1984","11","18"
"3210","1984","11","19"
"3211","1984","11","20"
"3212","1984","11","22"
"3213","1984","11","23"
"3214","1984","11","24"
"3215","1984","11","25"
"3216","1984","11","26"
"3217","1984","11","27"
"3218","1984","11","28"
"3219","1984","11","29"
"3220","1984","12","1"
"3221","1984","12","2"
"3222","1984","12","3"
"3223","1984","12","5"
"3224","1984","12","6"
"3225","1984","12","7"
"3226","1984","12","8"
"3227","1984","12","9"
"3228","1984","12","10"
"3229","1984","12","11"
"3230","1984","12","12"
"3231","1984","12","15"
"3232","1984","12","16"
"3233","1984","12","17"
"3234","1984","12","18"
"3235","1984","12","19"
"3236","1984","12","20"
"3237","1984","12","21"
"3238","1984","12","22"
"3239","1984","12","24"
"3240","1984","12","25"
"3241","1984","12","26"
"3242","1984","12","27"
"3243","1984","12","29"
"3244","1984","12","30"
"3245","1984","12","31"
"3246","1985","1","0"
"3247","1985","1","1"
"3248","1985","1","2"
"3249","1985","1","3"
"3250","1985","1","4"
"3251","1985","1","5"
"3252","1985","1","6"
"3253","1985","1","8"
"3254","1985","1","10"
"3255","1985","1","11"
"3256","1985","1","14"
"3257","1985","1","15"
"3258","1985","1","16"
"3259","1985","1","17"
"3260","1985","1","18"
"3261","1985","1","20"
"3262","1985","1","21"
"3263","1985","1","22"
"3264","1985","1","25"
"3265","1985","1","26"
"3266","1985","1","28"
"3267","1985","1","31"
"3268","1985","2","2"
"3269","1985","2","3"
"3270","1985","2","4"
"3271","1985","2","5"
"3272","1985","2","6"
"3273","1985","2","7"
"3274","1985","2","9"
"3275","1985","2","10"
"3276","1985","2","11"
