"timeid","iyear","imonth","iday"
"10165","2008","10","18"
"10166","2008","10","0"
"10167","2008","10","19"
"10168","2008","10","20"
"10169","2008","10","21"
"10170","2008","10","22"
"10171","2008","10","23"
"10172","2008","10","24"
"10173","2008","10","25"
"10174","2008","10","26"
"10175","2008","10","27"
"10176","2008","10","28"
"10177","2008","10","29"
"10178","2008","10","30"
"10179","2008","10","31"
"10180","2008","11","1"
"10181","2008","11","2"
"10182","2008","11","3"
"10183","2008","11","4"
"10184","2008","11","5"
"10185","2008","11","6"
"10186","2008","11","7"
"10187","2008","11","8"
"10188","2008","11","9"
"10189","2008","11","10"
"10190","2008","11","11"
"10191","2008","11","12"
"10192","2008","11","13"
"10193","2008","11","0"
"10194","2008","11","14"
"10195","2008","11","15"
"10196","2008","11","16"
"10197","2008","11","17"
"10198","2008","11","18"
"10199","2008","11","19"
"10200","2008","11","20"
"10201","2008","11","21"
"10202","2008","11","22"
"10203","2008","11","23"
"10204","2008","11","24"
"10205","2008","11","25"
"10206","2008","11","26"
"10207","2008","11","27"
"10208","2008","11","28"
"10209","2008","11","29"
"10210","2008","11","30"
"10211","2008","12","1"
"10212","2008","12","2"
"10213","2008","12","3"
"10214","2008","12","4"
"10215","2008","12","5"
"10216","2008","12","6"
"10217","2008","12","7"
"10218","2008","12","8"
"10219","2008","12","15"
"10220","2008","12","9"
"10221","2008","12","10"
"10222","2008","12","11"
"10223","2008","12","12"
"10224","2008","12","13"
"10225","2008","12","14"
"10226","2008","12","16"
"10227","2008","12","17"
"10228","2008","12","18"
"10229","2008","12","19"
"10230","2008","12","20"
"10231","2008","12","21"
"10232","2008","12","22"
"10233","2008","12","23"
"10234","2008","12","24"
"10235","2008","12","25"
"10236","2008","12","26"
"10237","2008","12","27"
"10238","2008","12","28"
"10239","2008","12","29"
"10240","2008","12","30"
"10241","2008","12","31"
"10242","2009","1","1"
"10243","2009","1","2"
"10244","2009","1","3"
"10245","2009","1","4"
"10246","2009","1","5"
"10247","2009","1","6"
"10248","2009","1","7"
"10249","2009","1","8"
"10250","2009","1","9"
"10251","2009","1","10"
"10252","2009","1","11"
"10253","2009","1","12"
"10254","2009","1","15"
"10255","2009","1","13"
"10256","2009","1","14"
"10257","2009","1","16"
"10258","2009","1","17"
"10259","2009","1","18"
"10260","2009","1","19"
"10261","2009","1","20"
"10262","2009","1","21"
"10263","2009","1","22"
"10264","2009","1","23"
"10265","2009","1","24"
"10266","2009","1","25"
"10267","2009","1","26"
"10268","2009","1","27"
"10269","2009","1","28"
"10270","2009","1","29"
"10271","2009","1","30"
"10272","2009","1","31"
"10273","2009","2","1"
"10274","2009","2","2"
"10275","2009","2","3"
"10276","2009","2","4"
"10277","2009","2","5"
"10278","2009","2","6"
"10279","2009","2","7"
"10280","2009","2","8"
"10281","2009","2","9"
"10282","2009","2","10"
"10283","2009","2","11"
"10284","2009","2","12"
"10285","2009","2","13"
"10286","2009","2","14"
"10287","2009","2","15"
"10288","2009","2","16"
"10289","2009","2","17"
"10290","2009","2","18"
"10291","2009","2","19"
"10292","2009","2","20"
"10293","2009","2","21"
"10294","2009","2","22"
"10295","2009","2","23"
"10296","2009","2","24"
"10297","2009","2","25"
"10298","2009","2","26"
"10299","2009","2","27"
"10300","2009","2","28"
"10301","2009","3","1"
"10302","2009","3","2"
"10303","2009","3","3"
"10304","2009","3","4"
"10305","2009","3","5"
"10306","2009","3","6"
"10307","2009","3","7"
"10308","2009","3","8"
"10309","2009","3","9"
"10310","2009","3","10"
"10311","2009","3","11"
"10312","2009","3","12"
"10313","2009","3","13"
"10314","2009","3","14"
"10315","2009","3","15"
"10316","2009","3","16"
"10317","2009","3","17"
"10318","2009","3","18"
"10319","2009","3","19"
"10320","2009","3","20"
"10321","2009","3","21"
"10322","2009","3","22"
"10323","2009","3","23"
"10324","2009","3","24"
"10325","2009","3","25"
"10326","2009","3","26"
"10327","2009","3","27"
"10328","2009","3","28"
"10329","2009","3","29"
"10330","2009","3","30"
"10331","2009","3","31"
"10332","2009","4","1"
"10333","2009","4","2"
"10334","2009","4","3"
"10335","2009","4","4"
"10336","2009","4","5"
"10337","2009","4","6"
"10338","2009","4","7"
"10339","2009","4","17"
"10340","2009","4","18"
"10341","2009","4","19"
"10342","2009","4","20"
"10343","2009","4","21"
"10344","2009","4","22"
"10345","2009","4","23"
"10346","2009","4","24"
"10347","2009","4","25"
"10348","2009","4","26"
"10349","2009","4","27"
"10350","2009","4","28"
"10351","2009","4","29"
"10352","2009","4","30"
"10353","2009","5","1"
"10354","2009","5","2"
"10355","2009","5","3"
"10356","2009","5","4"
"10357","2009","5","5"
"10358","2009","5","6"
"10359","2009","5","7"
"10360","2009","5","8"
"10361","2009","5","9"
"10362","2009","5","10"
"10363","2009","5","11"
"10364","2009","5","12"
"10365","2009","5","13"
"10366","2009","5","14"
"10367","2009","5","15"
"10368","2009","5","16"
"10369","2009","5","17"
"10370","2009","5","18"
"10371","2009","5","19"
"10372","2009","5","20"
"10373","2009","5","21"
"10374","2009","5","22"
"10375","2009","5","23"
"10376","2009","5","24"
"10377","2009","5","25"
"10378","2009","5","26"
"10379","2009","5","27"
"10380","2009","5","28"
"10381","2009","5","29"
"10382","2009","5","30"
"10383","2009","5","31"
"10384","2009","6","1"
"10385","2009","6","2"
"10386","2009","6","3"
"10387","2009","6","4"
"10388","2009","6","5"
"10389","2009","6","6"
"10390","2009","6","7"
"10391","2009","6","8"
"10392","2009","6","9"
"10393","2009","6","10"
"10394","2009","6","11"
"10395","2009","6","12"
"10396","2009","6","13"
"10397","2009","6","14"
"10398","2009","6","15"
"10399","2009","6","16"
"10400","2009","6","17"
"10401","2009","6","18"
"10402","2009","6","19"
"10403","2009","6","20"
"10404","2009","6","21"
"10405","2009","6","22"
"10406","2009","6","23"
"10407","2009","6","24"
"10408","2009","6","25"
"10409","2009","6","26"
"10410","2009","6","27"
"10411","2009","6","28"
"10412","2009","6","29"
"10413","2009","6","30"
"10414","2009","6","0"
"10415","2009","7","1"
"10416","2009","7","2"
"10417","2009","7","3"
"10418","2009","7","4"
"10419","2009","7","5"
"10420","2009","7","6"
"10421","2009","7","7"
"10422","2009","7","8"
"10423","2009","7","9"
"10424","2009","7","10"
"10425","2009","7","11"
"10426","2009","7","12"
"10427","2009","7","13"
"10428","2009","7","14"
"10429","2009","7","15"
"10430","2009","7","16"
"10431","2009","7","17"
"10432","2009","7","18"
"10433","2009","7","19"
"10434","2009","7","20"
"10435","2009","7","21"
"10436","2009","7","22"
"10437","2009","7","23"
"10438","2009","7","24"
"10439","2009","7","25"
"10440","2009","7","26"
"10441","2009","7","27"
"10442","2009","7","28"
"10443","2009","7","29"
"10444","2009","7","30"
"10445","2009","7","31"
"10446","2009","8","1"
"10447","2009","8","2"
"10448","2009","8","3"
"10449","2009","8","4"
"10450","2009","8","5"
"10451","2009","8","6"
"10452","2009","8","7"
"10453","2009","8","8"
"10454","2009","8","9"
"10455","2009","8","10"
"10456","2009","8","11"
"10457","2009","8","12"
"10458","2009","8","13"
"10459","2009","8","14"
"10460","2009","8","15"
"10461","2009","8","16"
"10462","2009","8","17"
"10463","2009","8","18"
"10464","2009","8","19"
"10465","2009","8","20"
"10466","2009","8","21"
"10467","2009","8","22"
"10468","2009","8","23"
"10469","2009","8","24"
"10470","2009","8","25"
"10471","2009","8","26"
"10472","2009","8","27"
"10473","2009","8","28"
"10474","2009","8","29"
"10475","2009","8","30"
"10476","2009","8","31"
"10477","2009","9","1"
"10478","2009","9","2"
"10479","2009","9","3"
"10480","2009","9","4"
"10481","2009","9","5"
"10482","2009","9","6"
"10483","2009","9","7"
"10484","2009","9","8"
"10485","2009","9","9"
"10486","2009","9","10"
"10487","2009","9","11"
"10488","2009","9","12"
"10489","2009","9","13"
"10490","2009","9","14"
"10491","2009","9","15"
"10492","2009","9","16"
"10493","2009","9","17"
"10494","2009","9","18"
"10495","2009","9","19"
"10496","2009","9","20"
"10497","2009","9","21"
"10498","2009","9","22"
"10499","2009","9","23"
"10500","2009","9","24"
"10501","2009","9","25"
"10502","2009","9","26"
"10503","2009","9","27"
"10504","2009","9","28"
"10505","2009","9","29"
"10506","2009","9","30"
"10507","2009","10","1"
"10508","2009","10","2"
"10509","2009","10","3"
"10510","2009","10","4"
"10511","2009","10","5"
"10512","2009","10","6"
"10513","2009","10","7"
"10514","2009","10","8"
"10515","2009","10","9"
"10516","2009","10","10"
"10517","2009","10","11"
"10518","2009","10","12"
"10519","2009","10","13"
"10520","2009","10","14"
"10521","2009","10","15"
"10522","2009","10","16"
"10523","2009","10","17"
"10524","2009","10","18"
"10525","2009","10","19"
"10526","2009","10","20"
"10527","2009","10","21"
"10528","2009","10","22"
"10529","2009","10","23"
"10530","2009","10","0"
"10531","2009","10","24"
"10532","2009","10","25"
"10533","2009","10","26"
"10534","2009","10","27"
"10535","2009","10","28"
"10536","2009","10","29"
"10537","2009","10","30"
"10538","2009","10","31"
"10539","2009","11","1"
"10540","2009","11","2"
"10541","2009","11","3"
"10542","2009","11","4"
"10543","2009","11","5"
"10544","2009","11","6"
"10545","2009","11","7"
"10546","2009","11","8"
"10547","2009","11","9"
"10548","2009","11","10"
"10549","2009","11","11"
"10550","2009","11","12"
"10551","2009","11","13"
"10552","2009","11","14"
"10553","2009","11","15"
"10554","2009","11","16"
"10555","2009","11","17"
"10556","2009","11","18"
"10557","2009","11","19"
"10558","2009","11","20"
"10559","2009","11","21"
"10560","2009","11","22"
"10561","2009","11","23"
"10562","2009","11","24"
"10563","2009","11","25"
"10564","2009","11","26"
"10565","2009","11","27"
"10566","2009","11","28"
"10567","2009","11","29"
"10568","2009","11","30"
"10569","2009","12","1"
"10570","2009","12","2"
"10571","2009","12","3"
"10572","2009","12","0"
"10573","2009","12","4"
"10574","2009","12","5"
"10575","2009","12","6"
"10576","2009","12","7"
"10577","2009","12","8"
"10578","2009","12","9"
"10579","2009","12","10"
"10580","2009","12","11"
"10581","2009","12","12"
"10582","2009","12","13"
"10583","2009","12","14"
"10584","2009","12","15"
"10585","2009","12","16"
"10586","2009","12","17"
"10587","2009","12","18"
"10588","2009","12","19"
"10589","2009","12","20"
"10590","2009","12","21"
"10591","2009","12","22"
"10592","2009","12","23"
"10593","2009","12","24"
"10594","2009","12","25"
"10595","2009","12","26"
"10596","2009","12","27"
"10597","2009","12","28"
"10598","2009","12","29"
"10599","2009","12","30"
"10600","2009","12","31"
"10601","2010","1","1"
"10602","2010","1","2"
"10603","2010","1","3"
"10604","2010","1","4"
"10605","2010","1","5"
"10606","2010","1","7"
"10607","2010","1","6"
"10608","2010","1","8"
"10609","2010","1","9"
"10610","2010","1","10"
"10611","2010","1","11"
"10612","2010","1","12"
"10613","2010","1","13"
"10614","2010","1","14"
"10615","2010","1","15"
"10616","2010","1","16"
"10617","2010","1","17"
"10618","2010","1","18"
"10619","2010","1","19"
"10620","2010","1","20"
"10621","2010","1","21"
"10622","2010","1","22"
"10623","2010","1","23"
"10624","2010","1","24"
"10625","2010","1","25"
"10626","2010","1","26"
"10627","2010","1","27"
"10628","2010","1","28"
"10629","2010","1","29"
"10630","2010","1","30"
"10631","2010","1","31"
"10632","2010","2","1"
"10633","2010","2","2"
"10634","2010","2","3"
"10635","2010","2","4"
"10636","2010","2","5"
"10637","2010","2","6"
"10638","2010","2","7"
"10639","2010","2","8"
"10640","2010","2","9"
"10641","2010","2","0"
"10642","2010","2","10"
"10643","2010","2","11"
"10644","2010","2","12"
"10645","2010","2","13"
"10646","2010","2","14"
"10647","2010","2","15"
"10648","2010","2","16"
"10649","2010","2","17"
"10650","2010","2","18"
"10651","2010","2","19"
"10652","2010","2","20"
"10653","2010","2","21"
"10654","2010","2","22"
"10655","2010","2","23"
"10656","2010","2","24"
"10657","2010","2","25"
"10658","2010","2","26"
"10659","2010","2","27"
"10660","2010","2","28"
"10661","2010","3","1"
"10662","2010","3","2"
"10663","2010","3","3"
"10664","2010","3","4"
"10665","2010","3","5"
"10666","2010","3","6"
"10667","2010","3","7"
"10668","2010","3","8"
"10669","2010","3","9"
"10670","2010","3","10"
"10671","2010","3","11"
"10672","2010","3","12"
"10673","2010","3","13"
"10674","2010","3","14"
"10675","2010","3","15"
"10676","2010","3","16"
"10677","2010","3","17"
"10678","2010","3","18"
"10679","2010","3","19"
"10680","2010","3","20"
"10681","2010","3","21"
"10682","2010","3","22"
"10683","2010","3","23"
"10684","2010","3","24"
"10685","2010","3","25"
"10686","2010","3","26"
"10687","2010","3","27"
"10688","2010","3","28"
"10689","2010","3","29"
"10690","2010","3","30"
"10691","2010","3","31"
"10692","2010","4","1"
"10693","2010","4","2"
"10694","2010","4","3"
"10695","2010","4","4"
"10696","2010","4","5"
"10697","2010","4","6"
"10698","2010","4","7"
"10699","2010","4","8"
"10700","2010","4","9"
"10701","2010","4","10"
"10702","2010","4","11"
"10703","2010","4","12"
"10704","2010","4","13"
"10705","2010","4","14"
"10706","2010","4","15"
"10707","2010","4","16"
"10708","2010","4","17"
"10709","2010","4","18"
"10710","2010","4","19"
"10711","2010","4","20"
"10712","2010","4","21"
"10713","2010","4","22"
"10714","2010","4","23"
"10715","2010","4","24"
"10716","2010","4","25"
"10717","2010","4","26"
"10718","2010","4","27"
"10719","2010","4","28"
"10720","2010","4","29"
"10721","2010","4","30"
"10722","2010","5","1"
"10723","2010","5","2"
"10724","2010","5","3"
"10725","2010","5","4"
"10726","2010","5","5"
"10727","2010","5","6"
"10728","2010","5","7"
"10729","2010","5","8"
"10730","2010","5","9"
"10731","2010","5","10"
"10732","2010","5","11"
"10733","2010","5","12"
"10734","2010","5","13"
"10735","2010","5","14"
"10736","2010","5","15"
"10737","2010","5","0"
"10738","2010","5","16"
"10739","2010","5","17"
"10740","2010","5","18"
"10741","2010","5","19"
"10742","2010","5","20"
"10743","2010","5","21"
"10744","2010","5","22"
"10745","2010","5","23"
"10746","2010","5","24"
"10747","2010","5","25"
"10748","2010","5","26"
"10749","2010","5","27"
"10750","2010","5","28"
"10751","2010","5","29"
"10752","2010","5","30"
"10753","2010","5","31"
"10754","2010","6","1"
"10755","2010","6","2"
"10756","2010","6","3"
"10757","2010","6","4"
"10758","2010","6","5"
"10759","2010","6","6"
"10760","2010","6","7"
"10761","2010","6","8"
"10762","2010","6","9"
"10763","2010","6","10"
"10764","2010","6","0"
"10765","2010","6","11"
"10766","2010","6","12"
"10767","2010","6","13"
"10768","2010","6","14"
"10769","2010","6","15"
"10770","2010","6","16"
"10771","2010","6","17"
"10772","2010","6","18"
"10773","2010","6","19"
"10774","2010","6","20"
"10775","2010","6","21"
"10776","2010","6","22"
"10777","2010","6","23"
"10778","2010","6","24"
"10779","2010","6","25"
"10780","2010","6","26"
"10781","2010","6","27"
"10782","2010","6","28"
"10783","2010","6","29"
"10784","2010","6","30"
"10785","2010","7","1"
"10786","2010","7","2"
"10787","2010","7","3"
"10788","2010","7","4"
"10789","2010","7","5"
"10790","2010","7","6"
"10791","2010","7","7"
"10792","2010","7","8"
"10793","2010","7","9"
"10794","2010","7","10"
"10795","2010","7","11"
"10796","2010","7","12"
"10797","2010","7","13"
"10798","2010","7","14"
"10799","2010","7","15"
"10800","2010","7","16"
"10801","2010","7","17"
"10802","2010","7","18"
"10803","2010","7","19"
"10804","2010","7","20"
"10805","2010","7","21"
"10806","2010","7","22"
"10807","2010","7","23"
"10808","2010","7","24"
"10809","2010","7","25"
"10810","2010","7","26"
"10811","2010","7","27"
"10812","2010","7","28"
"10813","2010","7","29"
"10814","2010","7","30"
"10815","2010","7","31"
"10816","2010","7","0"
"10817","2010","8","1"
"10818","2010","8","2"
"10819","2010","8","3"
"10820","2010","8","4"
"10821","2010","8","5"
"10822","2010","8","6"
"10823","2010","8","7"
"10824","2010","8","8"
"10825","2010","8","9"
"10826","2010","8","10"
"10827","2010","8","11"
"10828","2010","8","12"
"10829","2010","8","13"
"10830","2010","8","14"
"10831","2010","8","15"
"10832","2010","8","16"
"10833","2010","8","17"
"10834","2010","8","18"
"10835","2010","8","19"
"10836","2010","8","20"
"10837","2010","8","21"
"10838","2010","8","0"
"10839","2010","8","22"
"10840","2010","8","23"
"10841","2010","8","24"
"10842","2010","8","25"
"10843","2010","8","26"
"10844","2010","8","27"
"10845","2010","8","28"
"10846","2010","8","29"
"10847","2010","8","30"
"10848","2010","8","31"
"10849","2010","9","1"
"10850","2010","9","2"
"10851","2010","9","3"
"10852","2010","9","4"
"10853","2010","9","5"
"10854","2010","9","6"
"10855","2010","9","7"
"10856","2010","9","8"
"10857","2010","9","9"
"10858","2010","9","11"
"10859","2010","9","12"
"10860","2010","9","13"
"10861","2010","9","14"
"10862","2010","9","15"
"10863","2010","9","16"
"10864","2010","9","17"
"10865","2010","9","18"
"10866","2010","9","19"
"10867","2010","9","20"
"10868","2010","9","21"
"10869","2010","9","22"
"10870","2010","9","23"
"10871","2010","9","24"
"10872","2010","9","25"
"10873","2010","9","26"
"10874","2010","9","27"
"10875","2010","9","28"
"10876","2010","9","29"
"10877","2010","9","30"
"10878","2010","10","0"
"10879","2010","10","1"
"10880","2010","10","2"
"10881","2010","10","3"
"10882","2010","10","4"
"10883","2010","10","5"
"10884","2010","10","6"
"10885","2010","10","7"
"10886","2010","10","8"
"10887","2010","10","9"
"10888","2010","10","10"
"10889","2010","10","11"
"10890","2010","10","12"
"10891","2010","10","13"
"10892","2010","10","14"
"10893","2010","10","15"
"10894","2010","10","16"
"10895","2010","10","17"
"10896","2010","10","18"
"10897","2010","10","19"
"10898","2010","10","20"
"10899","2010","10","21"
"10900","2010","10","22"
"10901","2010","10","23"
"10902","2010","10","24"
"10903","2010","10","25"
"10904","2010","10","26"
"10905","2010","10","27"
"10906","2010","10","28"
"10907","2010","10","29"
"10908","2010","10","30"
"10909","2010","10","31"
"10910","2010","11","0"
"10911","2010","11","1"
"10912","2010","11","2"
"10913","2010","11","3"
"10914","2010","11","4"
"10915","2010","11","5"
"10916","2010","11","6"
"10917","2010","11","7"
"10918","2010","11","8"
"10919","2010","11","9"
"10920","2010","11","10"
"10921","2010","11","11"
"10922","2010","11","12"
"10923","2010","11","13"
"10924","2010","11","14"
"10925","2010","11","15"
"10926","2010","11","16"
"10927","2010","11","17"
"10928","2010","11","18"
"10929","2010","11","19"
"10930","2010","11","20"
"10931","2010","11","21"
"10932","2010","11","22"
"10933","2010","11","23"
"10934","2010","11","24"
"10935","2010","11","25"
"10936","2010","11","26"
"10937","2010","11","27"
"10938","2010","11","28"
"10939","2010","11","29"
"10940","2010","11","30"
"10941","2010","12","1"
"10942","2010","12","2"
"10943","2010","12","3"
"10944","2010","12","4"
"10945","2010","12","5"
"10946","2010","12","6"
"10947","2010","12","7"
"10948","2010","12","8"
"10949","2010","12","9"
"10950","2010","12","10"
"10951","2010","12","11"
"10952","2010","12","12"
"10953","2010","12","13"
"10954","2010","12","14"
"10955","2010","12","15"
"10956","2010","12","16"
"10957","2010","12","17"
"10958","2010","12","18"
"10959","2010","12","19"
"10960","2010","12","20"
"10961","2010","12","21"
"10962","2010","12","22"
"10963","2010","12","23"
"10964","2010","12","24"
"10965","2010","12","25"
"10966","2010","12","26"
"10967","2010","12","27"
"10968","2010","12","28"
"10969","2010","12","29"
"10970","2010","12","30"
"10971","2010","12","31"
"10972","2011","1","1"
"10973","2011","1","2"
"10974","2011","1","3"
"10975","2011","1","4"
"10976","2011","1","5"
"10977","2011","1","6"
"10978","2011","1","7"
"10979","2011","1","8"
"10980","2011","1","9"
"10981","2011","1","10"
"10982","2011","1","11"
"10983","2011","1","12"
"10984","2011","1","13"
"10985","2011","1","14"
"10986","2011","1","15"
"10987","2011","1","16"
"10988","2011","1","17"
"10989","2011","1","18"
"10990","2011","1","19"
"10991","2011","1","20"
"10992","2011","1","21"
"10993","2011","1","23"
"10994","2011","1","24"
"10995","2011","1","25"
"10996","2011","1","26"
"10997","2011","1","27"
"10998","2011","1","28"
"10999","2011","1","29"
"11000","2011","1","30"
"11001","2011","1","31"
"11002","2011","2","1"
"11003","2011","2","2"
"11004","2011","2","3"
"11005","2011","2","4"
"11006","2011","2","5"
"11007","2011","2","6"
"11008","2011","2","7"
"11009","2011","2","8"
"11010","2011","2","9"
"11011","2011","2","10"
"11012","2011","2","11"
"11013","2011","2","12"
"11014","2011","2","13"
"11015","2011","2","14"
"11016","2011","2","15"
"11017","2011","2","16"
"11018","2011","2","17"
"11019","2011","2","18"
"11020","2011","2","19"
"11021","2011","2","20"
"11022","2011","2","21"
"11023","2011","2","22"
"11024","2011","2","23"
"11025","2011","2","24"
"11026","2011","2","25"
"11027","2011","2","26"
"11028","2011","2","27"
"11029","2011","2","28"
"11030","2011","3","1"
"11031","2011","3","2"
"11032","2011","3","3"
"11033","2011","3","4"
"11034","2011","3","5"
"11035","2011","3","6"
"11036","2011","3","7"
"11037","2011","3","8"
"11038","2011","3","9"
"11039","2011","3","10"
"11040","2011","3","11"
"11041","2011","3","12"
"11042","2011","3","13"
"11043","2011","3","14"
"11044","2011","3","15"
"11045","2011","3","16"
"11046","2011","3","17"
"11047","2011","3","18"
"11048","2011","3","19"
"11049","2011","3","20"
"11050","2011","3","21"
"11051","2011","3","22"
"11052","2011","3","23"
"11053","2011","3","24"
"11054","2011","3","25"
"11055","2011","3","26"
"11056","2011","3","27"
"11057","2011","3","28"
"11058","2011","3","29"
"11059","2011","3","30"
"11060","2011","3","31"
"11061","2011","4","1"
"11062","2011","4","2"
"11063","2011","4","3"
"11064","2011","4","4"
"11065","2011","4","5"
"11066","2011","4","6"
"11067","2011","4","7"
"11068","2011","4","8"
"11069","2011","4","9"
"11070","2011","4","10"
"11071","2011","4","11"
"11072","2011","4","12"
"11073","2011","4","13"
"11074","2011","4","14"
"11075","2011","4","15"
"11076","2011","4","16"
"11077","2011","4","17"
"11078","2011","4","18"
"11079","2011","4","19"
"11080","2011","4","20"
"11081","2011","4","21"
"11082","2011","4","22"
"11083","2011","4","23"
"11084","2011","4","0"
"11085","2011","4","24"
"11086","2011","4","25"
"11087","2011","4","26"
"11088","2011","4","27"
"11089","2011","4","28"
"11090","2011","4","29"
"11091","2011","4","30"
"11092","2011","5","1"
"11093","2011","5","2"
"11094","2011","5","3"
"11095","2011","5","4"
"11096","2011","5","5"
"11097","2011","5","6"
"11098","2011","5","7"
"11099","2011","5","8"
"11100","2011","5","9"
"11101","2011","5","10"
"11102","2011","5","11"
"11103","2011","5","12"
"11104","2011","5","13"
"11105","2011","5","14"
"11106","2011","5","15"
"11107","2011","5","16"
"11108","2011","5","17"
"11109","2011","5","18"
"11110","2011","5","19"
"11111","2011","5","20"
"11112","2011","5","21"
"11113","2011","5","22"
"11114","2011","5","23"
"11115","2011","5","24"
"11116","2011","5","25"
"11117","2011","5","26"
"11118","2011","5","27"
"11119","2011","5","28"
"11120","2011","5","29"
"11121","2011","5","30"
"11122","2011","5","31"
"11123","2011","6","1"
"11124","2011","6","2"
"11125","2011","6","3"
"11126","2011","6","4"
"11127","2011","6","5"
"11128","2011","6","6"
"11129","2011","6","7"
"11130","2011","6","8"
"11131","2011","6","9"
"11132","2011","6","10"
"11133","2011","6","11"
"11134","2011","6","12"
"11135","2011","6","13"
"11136","2011","6","14"
"11137","2011","6","15"
"11138","2011","6","16"
"11139","2011","6","17"
"11140","2011","6","18"
"11141","2011","6","19"
"11142","2011","6","20"
"11143","2011","6","21"
"11144","2011","6","22"
"11145","2011","6","23"
"11146","2011","6","24"
"11147","2011","6","25"
"11148","2011","6","0"
"11149","2011","6","26"
"11150","2011","6","27"
"11151","2011","6","28"
"11152","2011","6","29"
"11153","2011","6","30"
"11154","2011","7","1"
"11155","2011","7","2"
"11156","2011","7","3"
"11157","2011","7","4"
"11158","2011","7","5"
"11159","2011","7","6"
"11160","2011","7","7"
"11161","2011","7","8"
"11162","2011","7","9"
"11163","2011","7","10"
"11164","2011","7","11"
"11165","2011","7","12"
"11166","2011","7","13"
"11167","2011","7","14"
"11168","2011","7","15"
"11169","2011","7","16"
"11170","2011","7","17"
"11171","2011","7","18"
"11172","2011","7","19"
"11173","2011","7","20"
"11174","2011","7","21"
"11175","2011","7","22"
"11176","2011","7","23"
"11177","2011","7","24"
"11178","2011","7","25"
"11179","2011","7","26"
"11180","2011","7","27"
"11181","2011","7","28"
"11182","2011","7","29"
"11183","2011","7","30"
"11184","2011","7","31"
"11185","2011","8","1"
"11186","2011","8","2"
"11187","2011","8","3"
"11188","2011","8","4"
"11189","2011","8","5"
"11190","2011","8","6"
"11191","2011","8","7"
"11192","2011","8","8"
"11193","2011","8","10"
"11194","2011","8","11"
"11195","2011","8","12"
"11196","2011","8","13"
"11197","2011","8","14"
"11198","2011","8","15"
"11199","2011","8","16"
"11200","2011","8","17"
"11201","2011","8","18"
"11202","2011","8","19"
"11203","2011","8","20"
"11204","2011","8","21"
"11205","2011","8","22"
"11206","2011","8","23"
"11207","2011","8","0"
"11208","2011","8","24"
"11209","2011","8","25"
"11210","2011","8","26"
"11211","2011","8","27"
"11212","2011","8","28"
"11213","2011","8","29"
"11214","2011","8","30"
"11215","2011","8","31"
"11216","2011","9","1"
"11217","2011","9","0"
"11218","2011","9","2"
"11219","2011","9","3"
"11220","2011","9","4"
"11221","2011","9","5"
"11222","2011","9","6"
"11223","2011","9","7"
"11224","2011","9","8"
"11225","2011","9","9"
"11226","2011","9","10"
"11227","2011","9","11"
"11228","2011","9","12"
"11229","2011","9","13"
"11230","2011","9","14"
"11231","2011","9","15"
"11232","2011","9","16"
"11233","2011","9","17"
"11234","2011","9","18"
"11235","2011","9","19"
"11236","2011","9","20"
"11237","2011","9","21"
"11238","2011","9","22"
"11239","2011","9","23"
"11240","2011","9","24"
"11241","2011","9","25"
"11242","2011","9","26"
"11243","2011","9","27"
"11244","2011","9","28"
"11245","2011","9","29"
"11246","2011","9","30"
"11247","2011","10","1"
"11248","2011","10","2"
"11249","2011","10","3"
"11250","2011","10","4"
"11251","2011","10","5"
"11252","2011","10","6"
"11253","2011","10","7"
"11254","2011","10","8"
"11255","2011","10","9"
"11256","2011","10","10"
"11257","2011","10","11"
"11258","2011","10","12"
"11259","2011","10","13"
"11260","2011","10","14"
"11261","2011","10","15"
"11262","2011","10","16"
"11263","2011","10","17"
"11264","2011","10","18"
"11265","2011","10","19"
"11266","2011","10","20"
"11267","2011","10","21"
"11268","2011","10","22"
"11269","2011","10","23"
"11270","2011","10","24"
"11271","2011","10","25"
"11272","2011","10","26"
"11273","2011","10","27"
"11274","2011","10","28"
"11275","2011","10","29"
"11276","2011","10","30"
"11277","2011","10","31"
"11278","2011","11","1"
"11279","2011","11","2"
"11280","2011","11","0"
"11281","2011","11","3"
"11282","2011","11","4"
"11283","2011","11","5"
"11284","2011","11","6"
"11285","2011","11","7"
"11286","2011","11","8"
"11287","2011","11","9"
"11288","2011","11","10"
"11289","2011","11","11"
"11290","2011","11","14"
"11291","2011","11","12"
"11292","2011","11","13"
"11293","2011","11","15"
"11294","2011","11","16"
"11295","2011","11","17"
"11296","2011","11","18"
"11297","2011","11","19"
"11298","2011","11","21"
"11299","2011","11","20"
"11300","2011","11","22"
"11301","2011","11","23"
"11302","2011","11","24"
"11303","2011","11","25"
"11304","2011","11","26"
"11305","2011","11","27"
"11306","2011","11","28"
"11307","2011","11","29"
"11308","2011","11","30"
"11309","2011","12","0"
"11310","2011","12","1"
"11311","2011","12","2"
"11312","2011","12","3"
"11313","2011","12","4"
"11314","2011","12","5"
"11315","2011","12","6"
"11316","2011","12","7"
"11317","2011","12","8"
"11318","2011","12","9"
"11319","2011","12","10"
"11320","2011","12","11"
"11321","2011","12","12"
"11322","2011","12","13"
"11323","2011","12","14"
"11324","2011","12","15"
"11325","2011","12","16"
"11326","2011","12","17"
"11327","2011","12","18"
"11328","2011","12","19"
"11329","2011","12","20"
