"lid","country","region","provstate","city"
"12320","Nigeria","Sub-Saharan Africa","Borno","Azur"
"12321","Nigeria","Sub-Saharan Africa","Borno","Baga"
"12322","Nigeria","Sub-Saharan Africa","Borno","Balbelu"
"12323","Nigeria","Sub-Saharan Africa","Borno","Bale Shuwa"
"12324","Nigeria","Sub-Saharan Africa","Borno","Balile"
"12325","Nigeria","Sub-Saharan Africa","Borno","Bama"
"12326","Nigeria","Sub-Saharan Africa","Borno","Bama district"
"12327","Nigeria","Sub-Saharan Africa","Borno","Banki"
"12328","Nigeria","Sub-Saharan Africa","Borno","Bayan-Dutse"
"12329","Nigeria","Sub-Saharan Africa","Borno","Belbelu"
"12330","Nigeria","Sub-Saharan Africa","Borno","Beni Sheikh"
"12331","Nigeria","Sub-Saharan Africa","Borno","Beni Shiek"
"12332","Nigeria","Sub-Saharan Africa","Borno","Bitta"
"12333","Nigeria","Sub-Saharan Africa","Borno","Biu"
"12334","Nigeria","Sub-Saharan Africa","Borno","Biu district"
"12335","Nigeria","Sub-Saharan Africa","Borno","Boftari"
"12336","Nigeria","Sub-Saharan Africa","Borno","Bulabuli-Pegin Barawa"
"12337","Nigeria","Sub-Saharan Africa","Borno","Bulabulin"
"12338","Nigeria","Sub-Saharan Africa","Borno","Bulabulin Ngaura"
"12339","Nigeria","Sub-Saharan Africa","Borno","Buratai"
"12340","Nigeria","Sub-Saharan Africa","Borno","Chibok"
"12341","Nigeria","Sub-Saharan Africa","Borno","Chibok district"
"12342","Nigeria","Sub-Saharan Africa","Borno","Chukongudo"
"12343","Nigeria","Sub-Saharan Africa","Borno","Daku"
"12344","Nigeria","Sub-Saharan Africa","Borno","Dalori"
"12345","Nigeria","Sub-Saharan Africa","Borno","Dalwa"
"12346","Nigeria","Sub-Saharan Africa","Borno","Damasak"
"12347","Nigeria","Sub-Saharan Africa","Borno","Damboa"
"12348","Nigeria","Sub-Saharan Africa","Borno","Damboa district"
"12349","Nigeria","Sub-Saharan Africa","Borno","Dasa"
"12350","Nigeria","Sub-Saharan Africa","Borno","Debiro"
"12351","Nigeria","Sub-Saharan Africa","Borno","Dhimankara"
"12352","Nigeria","Sub-Saharan Africa","Borno","Dikwa"
"12353","Nigeria","Sub-Saharan Africa","Borno","Dille"
"12354","Nigeria","Sub-Saharan Africa","Borno","Doron Baga"
"12355","Nigeria","Sub-Saharan Africa","Borno","Duwabayi"
"12356","Nigeria","Sub-Saharan Africa","Borno","Foyi"
"12357","Nigeria","Sub-Saharan Africa","Borno","Freetown"
"12358","Nigeria","Sub-Saharan Africa","Borno","Gajiganna"
"12359","Nigeria","Sub-Saharan Africa","Borno","Gambaru"
"12360","Nigeria","Sub-Saharan Africa","Borno","Gamboru"
"12361","Nigeria","Sub-Saharan Africa","Borno","Gamboru Ngala"
"12362","Nigeria","Sub-Saharan Africa","Borno","Garkida"
"12363","Nigeria","Sub-Saharan Africa","Borno","Garunda"
"12364","Nigeria","Sub-Saharan Africa","Borno","Ghwaa"
"12365","Nigeria","Sub-Saharan Africa","Borno","Goniambari"
"12366","Nigeria","Sub-Saharan Africa","Borno","Goniri"
"12367","Nigeria","Sub-Saharan Africa","Borno","Goram"
"12368","Nigeria","Sub-Saharan Africa","Borno","Gubdori"
"12369","Nigeria","Sub-Saharan Africa","Borno","Gudugum"
"12370","Nigeria","Sub-Saharan Africa","Borno","Gula"
"12371","Nigeria","Sub-Saharan Africa","Borno","Gulumba Gana"
"12372","Nigeria","Sub-Saharan Africa","Borno","Gumsuri"
"12373","Nigeria","Sub-Saharan Africa","Borno","Gur"
"12374","Nigeria","Sub-Saharan Africa","Borno","Gwoshe"
"12375","Nigeria","Sub-Saharan Africa","Borno","Gwoza"
"12376","Nigeria","Sub-Saharan Africa","Borno","Gwoza district"
"12377","Nigeria","Sub-Saharan Africa","Borno","Hambagda"
"12378","Nigeria","Sub-Saharan Africa","Borno","Hawul district"
"12379","Nigeria","Sub-Saharan Africa","Borno","Hong"
"12380","Nigeria","Sub-Saharan Africa","Borno","Huyim"
"12381","Nigeria","Sub-Saharan Africa","Borno","Huyum"
"12382","Nigeria","Sub-Saharan Africa","Borno","Izghe"
"12383","Nigeria","Sub-Saharan Africa","Borno","Jakana"
"12384","Nigeria","Sub-Saharan Africa","Borno","Jatori"
"12385","Nigeria","Sub-Saharan Africa","Borno","Jere district"
"12386","Nigeria","Sub-Saharan Africa","Borno","Jiddari Polo"
"12387","Nigeria","Sub-Saharan Africa","Borno","Jos"
"12388","Nigeria","Sub-Saharan Africa","Borno","Kalabalge district"
"12389","Nigeria","Sub-Saharan Africa","Borno","Kalla"
"12390","Nigeria","Sub-Saharan Africa","Borno","Kallali"
"12391","Nigeria","Sub-Saharan Africa","Borno","Kamuya"
"12392","Nigeria","Sub-Saharan Africa","Borno","Karbutu"
"12393","Nigeria","Sub-Saharan Africa","Borno","Kawuri"
"12394","Nigeria","Sub-Saharan Africa","Borno","Kaya"
"12395","Nigeria","Sub-Saharan Africa","Borno","Kayamla"
"12396","Nigeria","Sub-Saharan Africa","Borno","Kesa Kura"
"12397","Nigeria","Sub-Saharan Africa","Borno","Kimba"
"12398","Nigeria","Sub-Saharan Africa","Borno","Kirawa"
"12399","Nigeria","Sub-Saharan Africa","Borno","Kofa"
"12400","Nigeria","Sub-Saharan Africa","Borno","Koibe"
"12401","Nigeria","Sub-Saharan Africa","Borno","Komdi"
"12402","Nigeria","Sub-Saharan Africa","Borno","Konduga"
"12403","Nigeria","Sub-Saharan Africa","Borno","Korongilim"
"12404","Nigeria","Sub-Saharan Africa","Borno","Korongilum"
"12405","Nigeria","Sub-Saharan Africa","Borno","Koshebe"
"12406","Nigeria","Sub-Saharan Africa","Borno","Kotera"
"12407","Nigeria","Sub-Saharan Africa","Borno","Kukawa"
"12408","Nigeria","Sub-Saharan Africa","Borno","Kukawa district"
"12409","Nigeria","Sub-Saharan Africa","Borno","Kulukawuya"
"12410","Nigeria","Sub-Saharan Africa","Borno","Kumala"
"12411","Nigeria","Sub-Saharan Africa","Borno","Kumshe"
"12412","Nigeria","Sub-Saharan Africa","Borno","Kuranabasa"
"12413","Nigeria","Sub-Saharan Africa","Borno","Kwajaffa"
"12414","Nigeria","Sub-Saharan Africa","Borno","Kwatara"
"12415","Nigeria","Sub-Saharan Africa","Borno","Kwaya Kusar district"
"12416","Nigeria","Sub-Saharan Africa","Borno","Limankara"
"12417","Nigeria","Sub-Saharan Africa","Borno","Lingis"
"12418","Nigeria","Sub-Saharan Africa","Borno","Logomani"
"12419","Nigeria","Sub-Saharan Africa","Borno","Madayi"
"12420","Nigeria","Sub-Saharan Africa","Borno","Mafa"
"12421","Nigeria","Sub-Saharan Africa","Borno","Magumeri"
"12422","Nigeria","Sub-Saharan Africa","Borno","Magumeri district"
"12423","Nigeria","Sub-Saharan Africa","Borno","Maiduguri"
"12424","Nigeria","Sub-Saharan Africa","Borno","Mainari"
"12425","Nigeria","Sub-Saharan Africa","Borno","Mainok"
"12426","Nigeria","Sub-Saharan Africa","Borno","Mairari"
"12427","Nigeria","Sub-Saharan Africa","Borno","Mairi"
"12428","Nigeria","Sub-Saharan Africa","Borno","Maiwa"
"12429","Nigeria","Sub-Saharan Africa","Borno","Makalama"
"12430","Nigeria","Sub-Saharan Africa","Borno","Makandari"
"12431","Nigeria","Sub-Saharan Africa","Borno","Malari"
"12432","Nigeria","Sub-Saharan Africa","Borno","Mallan"
"12433","Nigeria","Sub-Saharan Africa","Borno","Mammanti"
"12434","Nigeria","Sub-Saharan Africa","Borno","Mangari"
"12435","Nigeria","Sub-Saharan Africa","Borno","Mangugum"
"12436","Nigeria","Sub-Saharan Africa","Borno","Manjakwa"
"12437","Nigeria","Sub-Saharan Africa","Borno","Manjita"
"12438","Nigeria","Sub-Saharan Africa","Borno","Marfunudi"
"12439","Nigeria","Sub-Saharan Africa","Borno","Marte"
"12440","Nigeria","Sub-Saharan Africa","Borno","Marte district"
"12441","Nigeria","Sub-Saharan Africa","Borno","Mashamari"
"12442","Nigeria","Sub-Saharan Africa","Borno","Mbuta"
"12443","Nigeria","Sub-Saharan Africa","Borno","Meringa"
"12444","Nigeria","Sub-Saharan Africa","Borno","Mifa"
"12445","Nigeria","Sub-Saharan Africa","Borno","Mirga"
"12446","Nigeria","Sub-Saharan Africa","Borno","Mitile"
"12447","Nigeria","Sub-Saharan Africa","Borno","Molai"
"12448","Nigeria","Sub-Saharan Africa","Borno","Muna Delti"
"12449","Nigeria","Sub-Saharan Africa","Borno","Muna Gari"
"12450","Nigeria","Sub-Saharan Africa","Borno","Musari"
"12451","Nigeria","Sub-Saharan Africa","Borno","Mussa"
"12452","Nigeria","Sub-Saharan Africa","Borno","Mussini"
"12453","Nigeria","Sub-Saharan Africa","Borno","Mustafanari"
"12454","Nigeria","Sub-Saharan Africa","Borno","Nchiha"
"12455","Nigeria","Sub-Saharan Africa","Borno","Ngala"
"12456","Nigeria","Sub-Saharan Africa","Borno","Ngala district"
"12457","Nigeria","Sub-Saharan Africa","Borno","Ngala district."
"12458","Nigeria","Sub-Saharan Africa","Borno","Ngom"
"12459","Nigeria","Sub-Saharan Africa","Borno","Nwajurko"
"12460","Nigeria","Sub-Saharan Africa","Borno","Pela Birni"
"12461","Nigeria","Sub-Saharan Africa","Borno","Pelachiroma"
"12462","Nigeria","Sub-Saharan Africa","Borno","Pulka"
"12463","Nigeria","Sub-Saharan Africa","Borno","Ramin Aljanu"
"12464","Nigeria","Sub-Saharan Africa","Borno","Rann"
"12465","Nigeria","Sub-Saharan Africa","Borno","Rumurigo"
"12466","Nigeria","Sub-Saharan Africa","Borno","Sabon Gari"
"12467","Nigeria","Sub-Saharan Africa","Borno","Saha"
"12468","Nigeria","Sub-Saharan Africa","Borno","Shani"
"12469","Nigeria","Sub-Saharan Africa","Borno","Shetimari"
"12470","Nigeria","Sub-Saharan Africa","Borno","Shuwari Buri"
"12471","Nigeria","Sub-Saharan Africa","Borno","Takaskala"
"12472","Nigeria","Sub-Saharan Africa","Borno","Tashan Alade"
"12473","Nigeria","Sub-Saharan Africa","Borno","Tungushe"
"12474","Nigeria","Sub-Saharan Africa","Borno","Tunyan"
"12475","Nigeria","Sub-Saharan Africa","Borno","Unknown"
"12476","Nigeria","Sub-Saharan Africa","Borno","Ville"
"12477","Nigeria","Sub-Saharan Africa","Borno","Wajirko"
"12478","Nigeria","Sub-Saharan Africa","Borno","Wajriko"
"12479","Nigeria","Sub-Saharan Africa","Borno","Walama"
"12480","Nigeria","Sub-Saharan Africa","Borno","Wasada"
"12481","Nigeria","Sub-Saharan Africa","Borno","Wumbi"
"12482","Nigeria","Sub-Saharan Africa","Borno","Wumyeduga"
"12483","Nigeria","Sub-Saharan Africa","Borno","Wurojene"
"12484","Nigeria","Sub-Saharan Africa","Borno","Yazza"
"12485","Nigeria","Sub-Saharan Africa","Borno","Zabarmari"
"12486","Nigeria","Sub-Saharan Africa","Cross River","Adadama"
"12487","Nigeria","Sub-Saharan Africa","Cross River","Calabar"
"12488","Nigeria","Sub-Saharan Africa","Cross River","Calabar district"
"12489","Nigeria","Sub-Saharan Africa","Delta","Abiteye"
"12490","Nigeria","Sub-Saharan Africa","Delta","Abraka"
"12491","Nigeria","Sub-Saharan Africa","Delta","Agbor"
"12492","Nigeria","Sub-Saharan Africa","Delta","Asaba"
"12493","Nigeria","Sub-Saharan Africa","Delta","Batan"
"12494","Nigeria","Sub-Saharan Africa","Delta","Beniboye"
"12495","Nigeria","Sub-Saharan Africa","Delta","Boji Boji"
"12496","Nigeria","Sub-Saharan Africa","Delta","Buruto"
"12497","Nigeria","Sub-Saharan Africa","Delta","Burutu"
"12498","Nigeria","Sub-Saharan Africa","Delta","Effurun"
"12499","Nigeria","Sub-Saharan Africa","Delta","Egwa"
"12500","Nigeria","Sub-Saharan Africa","Delta","Eku"
"12501","Nigeria","Sub-Saharan Africa","Delta","Escravos"
"12502","Nigeria","Sub-Saharan Africa","Delta","Escravos district"
"12503","Nigeria","Sub-Saharan Africa","Delta","Ethiope East district"
"12504","Nigeria","Sub-Saharan Africa","Delta","Forcados"
"12505","Nigeria","Sub-Saharan Africa","Delta","Isoko North district"
"12506","Nigeria","Sub-Saharan Africa","Delta","Iwhrekan"
"12507","Nigeria","Sub-Saharan Africa","Delta","Kantu"
"12508","Nigeria","Sub-Saharan Africa","Delta","Kokori"
"12509","Nigeria","Sub-Saharan Africa","Delta","Kurutie"
"12510","Nigeria","Sub-Saharan Africa","Delta","Makaraba"
"12511","Nigeria","Sub-Saharan Africa","Delta","Obomkpa"
"12512","Nigeria","Sub-Saharan Africa","Delta","Odimodi"
"12513","Nigeria","Sub-Saharan Africa","Delta","Ogbe Ijoh"
"12514","Nigeria","Sub-Saharan Africa","Delta","Okpanam"
"12515","Nigeria","Sub-Saharan Africa","Delta","Okuokoko"
"12516","Nigeria","Sub-Saharan Africa","Delta","Oleh"
"12517","Nigeria","Sub-Saharan Africa","Delta","Onicha-Olona"
"12518","Nigeria","Sub-Saharan Africa","Delta","Orhuwhorun"
"12519","Nigeria","Sub-Saharan Africa","Delta","Otu-Jeremi"
"12520","Nigeria","Sub-Saharan Africa","Delta","Owhrode"
"12521","Nigeria","Sub-Saharan Africa","Delta","Sapele"
"12522","Nigeria","Sub-Saharan Africa","Delta","Shalomi Creek"
"12523","Nigeria","Sub-Saharan Africa","Delta","Ughelli"
"12524","Nigeria","Sub-Saharan Africa","Delta","Ughelli district"
"12525","Nigeria","Sub-Saharan Africa","Delta","Ughelli North district"
"12526","Nigeria","Sub-Saharan Africa","Delta","Umuachi Afor"
"12527","Nigeria","Sub-Saharan Africa","Delta","Unenurhie"
"12528","Nigeria","Sub-Saharan Africa","Delta","Unknown"
"12529","Nigeria","Sub-Saharan Africa","Delta","Usor"
"12530","Nigeria","Sub-Saharan Africa","Delta","Utorogu"
"12531","Nigeria","Sub-Saharan Africa","Delta","Warri"
"12532","Nigeria","Sub-Saharan Africa","Delta","Warri district"
"12533","Nigeria","Sub-Saharan Africa","Delta","Warri North district"
"12534","Nigeria","Sub-Saharan Africa","Delta","Warri South district"
"12535","Nigeria","Sub-Saharan Africa","Delta","Warri South-West district"
"12536","Nigeria","Sub-Saharan Africa","Ebonyi","Abakaliki"
"12537","Nigeria","Sub-Saharan Africa","Ebonyi","Noyo"
"12538","Nigeria","Sub-Saharan Africa","Ebonyi","Ohaukwu district"
"12539","Nigeria","Sub-Saharan Africa","Edo","Abudu"
"12540","Nigeria","Sub-Saharan Africa","Edo","Akoko-Edo district"
"12541","Nigeria","Sub-Saharan Africa","Edo","Benin City"
"12542","Nigeria","Sub-Saharan Africa","Edo","Iyanomo"
"12543","Nigeria","Sub-Saharan Africa","Edo","Ovia South-West district"
"12544","Nigeria","Sub-Saharan Africa","Edo","Unknown"
"12545","Nigeria","Sub-Saharan Africa","Ekiti","Ado Ekiti"
"12546","Nigeria","Sub-Saharan Africa","Ekiti","Ado-Ekiti"
"12547","Nigeria","Sub-Saharan Africa","Ekiti","Ido"
"12548","Nigeria","Sub-Saharan Africa","Ekiti","Ijan Ekiti"
"12549","Nigeria","Sub-Saharan Africa","Enugu","Abbi"
"12550","Nigeria","Sub-Saharan Africa","Enugu","Abia"
"12551","Nigeria","Sub-Saharan Africa","Enugu","Enugu"
"12552","Nigeria","Sub-Saharan Africa","Enugu","Enugu North district"
"12553","Nigeria","Sub-Saharan Africa","Enugu","Obeagu"
"12554","Nigeria","Sub-Saharan Africa","Enugu","Ogbete"
"12555","Nigeria","Sub-Saharan Africa","Enugu","Ohanaeze Ndigbo"
"12556","Nigeria","Sub-Saharan Africa","Enugu","Ukehe"
"12557","Nigeria","Sub-Saharan Africa","Enugu","Ukpabi Nimbo"
"12558","Nigeria","Sub-Saharan Africa","Gombe","Ashaka"
"12559","Nigeria","Sub-Saharan Africa","Gombe","Bajoga"
"12560","Nigeria","Sub-Saharan Africa","Gombe","Birin Bolawa"
"12561","Nigeria","Sub-Saharan Africa","Gombe","Birin Fulani"
"12562","Nigeria","Sub-Saharan Africa","Gombe","Bojude"
"12563","Nigeria","Sub-Saharan Africa","Gombe","Gombe"
"12564","Nigeria","Sub-Saharan Africa","Gombe","Komo"
"12565","Nigeria","Sub-Saharan Africa","Gombe","Nafada"
"12566","Nigeria","Sub-Saharan Africa","Imo","Atta"
"12567","Nigeria","Sub-Saharan Africa","Imo","Awarra"
"12568","Nigeria","Sub-Saharan Africa","Imo","Ideato South district"
"12569","Nigeria","Sub-Saharan Africa","Imo","Imeni"
"12570","Nigeria","Sub-Saharan Africa","Imo","Ohaji district"
"12571","Nigeria","Sub-Saharan Africa","Imo","Orlu"
"12572","Nigeria","Sub-Saharan Africa","Imo","Owerri"
"12573","Nigeria","Sub-Saharan Africa","Jigawa","Birniwa"
"12574","Nigeria","Sub-Saharan Africa","Jigawa","Gwaram district"
"12575","Nigeria","Sub-Saharan Africa","Jigawa","Ringim"
"12576","Nigeria","Sub-Saharan Africa","Jigawa","Sabon Garin Hyanbula"
"12577","Nigeria","Sub-Saharan Africa","Kaduna","Agunu"
"12578","Nigeria","Sub-Saharan Africa","Kaduna","Ambe Madaki"
"12579","Nigeria","Sub-Saharan Africa","Kaduna","Arak"
"12580","Nigeria","Sub-Saharan Africa","Kaduna","Asham"
"12581","Nigeria","Sub-Saharan Africa","Kaduna","Birnin Gwari"
"12582","Nigeria","Sub-Saharan Africa","Kaduna","Birnin-Gwari"
"12583","Nigeria","Sub-Saharan Africa","Kaduna","Chikun district"
"12584","Nigeria","Sub-Saharan Africa","Kaduna","Fadan Karshi"
"12585","Nigeria","Sub-Saharan Africa","Kaduna","Giwa"
"12586","Nigeria","Sub-Saharan Africa","Kaduna","Gora"
"12587","Nigeria","Sub-Saharan Africa","Kaduna","Idon"
"12588","Nigeria","Sub-Saharan Africa","Kaduna","Jaji"
"12589","Nigeria","Sub-Saharan Africa","Kaduna","Jemaa district"
"12590","Nigeria","Sub-Saharan Africa","Kaduna","Kabene-Surubu"
"12591","Nigeria","Sub-Saharan Africa","Kaduna","Kabuna"
"12592","Nigeria","Sub-Saharan Africa","Kaduna","Kaduna"
"12593","Nigeria","Sub-Saharan Africa","Kaduna","Kaninkon"
"12594","Nigeria","Sub-Saharan Africa","Kaduna","Kaura district"
"12595","Nigeria","Sub-Saharan Africa","Kaduna","Kizachi Dawai Chawai"
"12596","Nigeria","Sub-Saharan Africa","Kaduna","Kukum Gida"
"12597","Nigeria","Sub-Saharan Africa","Kaduna","Malali"
"12598","Nigeria","Sub-Saharan Africa","Kaduna","Manchok"
"12599","Nigeria","Sub-Saharan Africa","Kaduna","Mando"
"12600","Nigeria","Sub-Saharan Africa","Kaduna","Nayi"
"12601","Nigeria","Sub-Saharan Africa","Kaduna","Ninte"
"12602","Nigeria","Sub-Saharan Africa","Kaduna","Rigasa"
"12603","Nigeria","Sub-Saharan Africa","Kaduna","Rigyasa"
"12604","Nigeria","Sub-Saharan Africa","Kaduna","Sanga district"
"12605","Nigeria","Sub-Saharan Africa","Kaduna","Tafan district"
"12606","Nigeria","Sub-Saharan Africa","Kaduna","Ungwan Dauda"
"12607","Nigeria","Sub-Saharan Africa","Kaduna","Ungwan Malam"
"12608","Nigeria","Sub-Saharan Africa","Kaduna","Unknown"
"12609","Nigeria","Sub-Saharan Africa","Kaduna","Yangal Fadan"
"12610","Nigeria","Sub-Saharan Africa","Kaduna","Zaria"
"12611","Nigeria","Sub-Saharan Africa","Kano","Bompai"
"12612","Nigeria","Sub-Saharan Africa","Kano","Bunkure"
"12613","Nigeria","Sub-Saharan Africa","Kano","Chalawa"
"12614","Nigeria","Sub-Saharan Africa","Kano","Gidan Maso"
"12615","Nigeria","Sub-Saharan Africa","Kano","Giginyu"
"12616","Nigeria","Sub-Saharan Africa","Kano","Kano"
"12617","Nigeria","Sub-Saharan Africa","Kano","Kumbotso"
"12618","Nigeria","Sub-Saharan Africa","Kano","Kurna Asabe"
"12619","Nigeria","Sub-Saharan Africa","Kano","Kwankwaso"
"12620","Nigeria","Sub-Saharan Africa","Kano","Narsarawa"
"12621","Nigeria","Sub-Saharan Africa","Kano","Tudun Wada"
"12622","Nigeria","Sub-Saharan Africa","Katsina","Daura"
"12623","Nigeria","Sub-Saharan Africa","Katsina","Gafoni"
"12624","Nigeria","Sub-Saharan Africa","Katsina","Ingawa"
"12625","Nigeria","Sub-Saharan Africa","Katsina","Katsina"
"12626","Nigeria","Sub-Saharan Africa","Katsina","Unknown"
"12627","Nigeria","Sub-Saharan Africa","Kogi","Abobo"
"12628","Nigeria","Sub-Saharan Africa","Kogi","Agbenema"
"12629","Nigeria","Sub-Saharan Africa","Kogi","AjIchekpa"
"12630","Nigeria","Sub-Saharan Africa","Kogi","Biroko"
"12631","Nigeria","Sub-Saharan Africa","Kogi","Dekina"
"12632","Nigeria","Sub-Saharan Africa","Kogi","Eika"
"12633","Nigeria","Sub-Saharan Africa","Kogi","Gegu"
"12634","Nigeria","Sub-Saharan Africa","Kogi","Iyade"
"12635","Nigeria","Sub-Saharan Africa","Kogi","Kpanche"
"12636","Nigeria","Sub-Saharan Africa","Kogi","Lokoja"
"12637","Nigeria","Sub-Saharan Africa","Kogi","Ogane-Inugu"
"12638","Nigeria","Sub-Saharan Africa","Kogi","Oguma"
"12639","Nigeria","Sub-Saharan Africa","Kogi","Ojodu"
"12640","Nigeria","Sub-Saharan Africa","Kogi","Okene"
"12641","Nigeria","Sub-Saharan Africa","Kogi","Omala district"
"12642","Nigeria","Sub-Saharan Africa","Kogi","Omi"
"12643","Nigeria","Sub-Saharan Africa","Kogi","Opada"
"12644","Nigeria","Sub-Saharan Africa","Kogi","Osara"
"12645","Nigeria","Sub-Saharan Africa","Kogi","Unknown"
"12646","Nigeria","Sub-Saharan Africa","Kwara","Ilorin"
"12647","Nigeria","Sub-Saharan Africa","Kwara","Odofin Igbana"
"12648","Nigeria","Sub-Saharan Africa","Lagos","Amuwo Odofin"
"12649","Nigeria","Sub-Saharan Africa","Lagos","Ikorodu"
"12650","Nigeria","Sub-Saharan Africa","Lagos","Lagos"
"12651","Nigeria","Sub-Saharan Africa","Nasarawa","Abulagu"
"12652","Nigeria","Sub-Saharan Africa","Nasarawa","Agberagba"
"12653","Nigeria","Sub-Saharan Africa","Nasarawa","Aloshi"
"12654","Nigeria","Sub-Saharan Africa","Nasarawa","Angyo"
"12655","Nigeria","Sub-Saharan Africa","Nasarawa","Arikya-Soni"
"12656","Nigeria","Sub-Saharan Africa","Nasarawa","Gidan-Gambo"
"12657","Nigeria","Sub-Saharan Africa","Nasarawa","Iga"
"12658","Nigeria","Sub-Saharan Africa","Nasarawa","Kaambe-Jangaru"
"12659","Nigeria","Sub-Saharan Africa","Nasarawa","Kadarko"
"12660","Nigeria","Sub-Saharan Africa","Nasarawa","Kuduku"
"12661","Nigeria","Sub-Saharan Africa","Nasarawa","Lafia"
"12662","Nigeria","Sub-Saharan Africa","Nasarawa","Nyashashu"
"12663","Nigeria","Sub-Saharan Africa","Nasarawa","Obi district"
"12664","Nigeria","Sub-Saharan Africa","Nasarawa","Obosidoma"
"12665","Nigeria","Sub-Saharan Africa","Nasarawa","Okpaya"
"12666","Nigeria","Sub-Saharan Africa","Nasarawa","Rutu"
"12667","Nigeria","Sub-Saharan Africa","Nasarawa","Tse Kwaghtser-Tunga"
"12668","Nigeria","Sub-Saharan Africa","Nasarawa","Tudu-Uku"
"12669","Nigeria","Sub-Saharan Africa","Nasarawa","Uhime"
"12670","Nigeria","Sub-Saharan Africa","Nasarawa","Uvirkaa"
"12671","Nigeria","Sub-Saharan Africa","Nasarawa","Wayo"
"12672","Nigeria","Sub-Saharan Africa","Nasarawa","Yamadaga"
"12673","Nigeria","Sub-Saharan Africa","Niger","Kontagora"
"12674","Nigeria","Sub-Saharan Africa","Niger","Kutigi"
"12675","Nigeria","Sub-Saharan Africa","Niger","Sulega"
"12676","Nigeria","Sub-Saharan Africa","Niger","Suleja"
"12677","Nigeria","Sub-Saharan Africa","Niger","Tunga"
"12678","Nigeria","Sub-Saharan Africa","Ogun","Abeokuta South district"
"12679","Nigeria","Sub-Saharan Africa","Ogun","Ibese"
"12680","Nigeria","Sub-Saharan Africa","Ogun","Iken"
"12681","Nigeria","Sub-Saharan Africa","Ogun","Isagbo"
"12682","Nigeria","Sub-Saharan Africa","Ogun","Iwopin"
"12683","Nigeria","Sub-Saharan Africa","Ogun","Ogijo"
"12684","Nigeria","Sub-Saharan Africa","Ogun","Ota"
"12685","Nigeria","Sub-Saharan Africa","Ondo","Igbokoda"
"12686","Nigeria","Sub-Saharan Africa","Ondo","Ilado"
"12687","Nigeria","Sub-Saharan Africa","Ondo","Kajola"
"12688","Nigeria","Sub-Saharan Africa","Ondo","Ondo"
"12689","Nigeria","Sub-Saharan Africa","Osun","Ede"
"12690","Nigeria","Sub-Saharan Africa","Osun","Ife"
"12691","Nigeria","Sub-Saharan Africa","Osun","Ilashe Ijesa"
"12692","Nigeria","Sub-Saharan Africa","Osun","Osogbo"
"12693","Nigeria","Sub-Saharan Africa","Oyo","Ibadan"
"12694","Nigeria","Sub-Saharan Africa","Oyo","Ibandan"
"12695","Nigeria","Sub-Saharan Africa","Oyo","Lagun"
"12696","Nigeria","Sub-Saharan Africa","Plateau","Abonong"
"12697","Nigeria","Sub-Saharan Africa","Plateau","Afang"
"12698","Nigeria","Sub-Saharan Africa","Plateau","Attakar"
"12699","Nigeria","Sub-Saharan Africa","Plateau","Babayo-Zarazong"
"12700","Nigeria","Sub-Saharan Africa","Plateau","Bangai"
"12701","Nigeria","Sub-Saharan Africa","Plateau","Barakin Ladi district"
"12702","Nigeria","Sub-Saharan Africa","Plateau","Bukuru"
"12703","Nigeria","Sub-Saharan Africa","Plateau","Da Jak"
"12704","Nigeria","Sub-Saharan Africa","Plateau","Dafo"
"12705","Nigeria","Sub-Saharan Africa","Plateau","Dinya"
"12706","Nigeria","Sub-Saharan Africa","Plateau","Diyam-Rim"
"12707","Nigeria","Sub-Saharan Africa","Plateau","Dogo"
"12708","Nigeria","Sub-Saharan Africa","Plateau","Dong"
"12709","Nigeria","Sub-Saharan Africa","Plateau","Du"
"12710","Nigeria","Sub-Saharan Africa","Plateau","Dundun"
"12711","Nigeria","Sub-Saharan Africa","Plateau","Dutse Kura"
"12712","Nigeria","Sub-Saharan Africa","Plateau","Fang"
"12713","Nigeria","Sub-Saharan Africa","Plateau","Gashish"
"12714","Nigeria","Sub-Saharan Africa","Plateau","Gida Bua"
"12715","Nigeria","Sub-Saharan Africa","Plateau","Gindin Akwati"
"12716","Nigeria","Sub-Saharan Africa","Plateau","Gyero"
"12717","Nigeria","Sub-Saharan Africa","Plateau","Hawan Kibu"
"12718","Nigeria","Sub-Saharan Africa","Plateau","Heipang"
"12719","Nigeria","Sub-Saharan Africa","Plateau","Huke"
"12720","Nigeria","Sub-Saharan Africa","Plateau","Hukke"
"12721","Nigeria","Sub-Saharan Africa","Plateau","Irigwe"
"12722","Nigeria","Sub-Saharan Africa","Plateau","Jabu-Maingo"
"12723","Nigeria","Sub-Saharan Africa","Plateau","Jos"
"12724","Nigeria","Sub-Saharan Africa","Plateau","Jos district"
"12725","Nigeria","Sub-Saharan Africa","Plateau","Josho"
"12726","Nigeria","Sub-Saharan Africa","Plateau","Kakuruk"
"12727","Nigeria","Sub-Saharan Africa","Plateau","Kassa"
"12728","Nigeria","Sub-Saharan Africa","Plateau","Kogoduk"
"12729","Nigeria","Sub-Saharan Africa","Plateau","Kok"
"12730","Nigeria","Sub-Saharan Africa","Plateau","Kura Falls"
"12731","Nigeria","Sub-Saharan Africa","Plateau","Kuzen"
"12732","Nigeria","Sub-Saharan Africa","Plateau","Kwall"
