"lid","country","region","provstate","city"
"12733","Nigeria","Sub-Saharan Africa","Plateau","Lamba Gyambar"
"12734","Nigeria","Sub-Saharan Africa","Plateau","Luka"
"12735","Nigeria","Sub-Saharan Africa","Plateau","Maikatako"
"12736","Nigeria","Sub-Saharan Africa","Plateau","Marid"
"12737","Nigeria","Sub-Saharan Africa","Plateau","Mavo"
"12738","Nigeria","Sub-Saharan Africa","Plateau","Miango"
"12739","Nigeria","Sub-Saharan Africa","Plateau","Namaran"
"12740","Nigeria","Sub-Saharan Africa","Plateau","Nghar"
"12741","Nigeria","Sub-Saharan Africa","Plateau","Ngyo"
"12742","Nigeria","Sub-Saharan Africa","Plateau","Rafiki"
"12743","Nigeria","Sub-Saharan Africa","Plateau","Rafin Bauna"
"12744","Nigeria","Sub-Saharan Africa","Plateau","Rahwol-Fwi"
"12745","Nigeria","Sub-Saharan Africa","Plateau","Rakok"
"12746","Nigeria","Sub-Saharan Africa","Plateau","Razat"
"12747","Nigeria","Sub-Saharan Africa","Plateau","Riyom"
"12748","Nigeria","Sub-Saharan Africa","Plateau","Riyom district"
"12749","Nigeria","Sub-Saharan Africa","Plateau","Ropp"
"12750","Nigeria","Sub-Saharan Africa","Plateau","Ruk"
"12751","Nigeria","Sub-Saharan Africa","Plateau","Ruku"
"12752","Nigeria","Sub-Saharan Africa","Plateau","Sha"
"12753","Nigeria","Sub-Saharan Africa","Plateau","Shonong"
"12754","Nigeria","Sub-Saharan Africa","Plateau","Taagbe"
"12755","Nigeria","Sub-Saharan Africa","Plateau","Tanjol"
"12756","Nigeria","Sub-Saharan Africa","Plateau","Tapo"
"12757","Nigeria","Sub-Saharan Africa","Plateau","Tashok"
"12758","Nigeria","Sub-Saharan Africa","Plateau","Unknown"
"12759","Nigeria","Sub-Saharan Africa","Plateau","Xland"
"12760","Nigeria","Sub-Saharan Africa","Plateau","Zadien"
"12761","Nigeria","Sub-Saharan Africa","Plateau","Zirshe"
"12762","Nigeria","Sub-Saharan Africa","Rivers","Abonema"
"12763","Nigeria","Sub-Saharan Africa","Rivers","Akuku-Toru district"
"12764","Nigeria","Sub-Saharan Africa","Rivers","Awoba"
"12765","Nigeria","Sub-Saharan Africa","Rivers","Bera"
"12766","Nigeria","Sub-Saharan Africa","Rivers","Bonny"
"12767","Nigeria","Sub-Saharan Africa","Rivers","Bonny district"
"12768","Nigeria","Sub-Saharan Africa","Rivers","Bori"
"12769","Nigeria","Sub-Saharan Africa","Rivers","Bugama"
"12770","Nigeria","Sub-Saharan Africa","Rivers","Buguma"
"12771","Nigeria","Sub-Saharan Africa","Rivers","Degema"
"12772","Nigeria","Sub-Saharan Africa","Rivers","Eleme"
"12773","Nigeria","Sub-Saharan Africa","Rivers","Eleme district"
"12774","Nigeria","Sub-Saharan Africa","Rivers","Emohua district"
"12775","Nigeria","Sub-Saharan Africa","Rivers","Isokpo"
"12776","Nigeria","Sub-Saharan Africa","Rivers","Kula"
"12777","Nigeria","Sub-Saharan Africa","Rivers","Ngo"
"12778","Nigeria","Sub-Saharan Africa","Rivers","Obor"
"12779","Nigeria","Sub-Saharan Africa","Rivers","Obrikom"
"12780","Nigeria","Sub-Saharan Africa","Rivers","Ogbogwu"
"12781","Nigeria","Sub-Saharan Africa","Rivers","Ogoniland"
"12782","Nigeria","Sub-Saharan Africa","Rivers","Okrika"
"12783","Nigeria","Sub-Saharan Africa","Rivers","Port Harcourt"
"12784","Nigeria","Sub-Saharan Africa","Rivers","Rumuekini"
"12785","Nigeria","Sub-Saharan Africa","Rivers","Sand fill"
"12786","Nigeria","Sub-Saharan Africa","Rivers","Unknown"
"12787","Nigeria","Sub-Saharan Africa","Sokoto","Sokoto"
"12788","Nigeria","Sub-Saharan Africa","Sokoto","Unknown"
"12789","Nigeria","Sub-Saharan Africa","Taraba","Amar"
"12790","Nigeria","Sub-Saharan Africa","Taraba","Ananum"
"12791","Nigeria","Sub-Saharan Africa","Taraba","Anchogo"
"12792","Nigeria","Sub-Saharan Africa","Taraba","Ayiase"
"12793","Nigeria","Sub-Saharan Africa","Taraba","Bali district"
"12794","Nigeria","Sub-Saharan Africa","Taraba","Basam"
"12795","Nigeria","Sub-Saharan Africa","Taraba","Bawa Garki"
"12796","Nigeria","Sub-Saharan Africa","Taraba","Bornon Kurku"
"12797","Nigeria","Sub-Saharan Africa","Taraba","Danada"
"12798","Nigeria","Sub-Saharan Africa","Taraba","Didango"
"12799","Nigeria","Sub-Saharan Africa","Taraba","Donga"
"12800","Nigeria","Sub-Saharan Africa","Taraba","Dorowa"
"12801","Nigeria","Sub-Saharan Africa","Taraba","Gaza"
"12802","Nigeria","Sub-Saharan Africa","Taraba","Gidan Idi"
"12803","Nigeria","Sub-Saharan Africa","Taraba","Gidin Waya"
"12804","Nigeria","Sub-Saharan Africa","Taraba","Ibi"
"12805","Nigeria","Sub-Saharan Africa","Taraba","Igo"
"12806","Nigeria","Sub-Saharan Africa","Taraba","Isini"
"12807","Nigeria","Sub-Saharan Africa","Taraba","Jalango"
"12808","Nigeria","Sub-Saharan Africa","Taraba","Jalingo"
"12809","Nigeria","Sub-Saharan Africa","Taraba","Jandeikyula"
"12810","Nigeria","Sub-Saharan Africa","Taraba","Jibu"
"12811","Nigeria","Sub-Saharan Africa","Taraba","Kando"
"12812","Nigeria","Sub-Saharan Africa","Taraba","Katibu"
"12813","Nigeria","Sub-Saharan Africa","Taraba","Kpashimbe"
"12814","Nigeria","Sub-Saharan Africa","Taraba","Lainde Jessi"
"12815","Nigeria","Sub-Saharan Africa","Taraba","Lavoro"
"12816","Nigeria","Sub-Saharan Africa","Taraba","Maku"
"12817","Nigeria","Sub-Saharan Africa","Taraba","Muji"
"12818","Nigeria","Sub-Saharan Africa","Taraba","Nbishu"
"12819","Nigeria","Sub-Saharan Africa","Taraba","Nwonko"
"12820","Nigeria","Sub-Saharan Africa","Taraba","Sai"
"12821","Nigeria","Sub-Saharan Africa","Taraba","Sondi"
"12822","Nigeria","Sub-Saharan Africa","Taraba","Tortondo"
"12823","Nigeria","Sub-Saharan Africa","Taraba","Tse-Gbaun"
"12824","Nigeria","Sub-Saharan Africa","Taraba","Wukari"
"12825","Nigeria","Sub-Saharan Africa","Taraba","Wukari district"
"12826","Nigeria","Sub-Saharan Africa","Taraba","Wumban"
"12827","Nigeria","Sub-Saharan Africa","Unknown","Unknown"
"12828","Nigeria","Sub-Saharan Africa","Yobe","Babban Gida"
"12829","Nigeria","Sub-Saharan Africa","Yobe","Bara"
"12830","Nigeria","Sub-Saharan Africa","Yobe","Bindigari"
"12831","Nigeria","Sub-Saharan Africa","Yobe","Biriri"
"12832","Nigeria","Sub-Saharan Africa","Yobe","Bultaram"
"12833","Nigeria","Sub-Saharan Africa","Yobe","Buni Gari"
"12834","Nigeria","Sub-Saharan Africa","Yobe","Buni Yadi"
"12835","Nigeria","Sub-Saharan Africa","Yobe","Damagum"
"12836","Nigeria","Sub-Saharan Africa","Yobe","Damagun"
"12837","Nigeria","Sub-Saharan Africa","Yobe","Damaturu"
"12838","Nigeria","Sub-Saharan Africa","Yobe","Dowara Mashara"
"12839","Nigeria","Sub-Saharan Africa","Yobe","Fika"
"12840","Nigeria","Sub-Saharan Africa","Yobe","Geidam"
"12841","Nigeria","Sub-Saharan Africa","Yobe","Gonori"
"12842","Nigeria","Sub-Saharan Africa","Yobe","Gujba"
"12843","Nigeria","Sub-Saharan Africa","Yobe","Gulani district"
"12844","Nigeria","Sub-Saharan Africa","Yobe","Gumsa"
"12845","Nigeria","Sub-Saharan Africa","Yobe","Jilli"
"12846","Nigeria","Sub-Saharan Africa","Yobe","Kannama"
"12847","Nigeria","Sub-Saharan Africa","Yobe","Katarko"
"12848","Nigeria","Sub-Saharan Africa","Yobe","Kukuwa-Gari"
"12849","Nigeria","Sub-Saharan Africa","Yobe","Mamudo"
"12850","Nigeria","Sub-Saharan Africa","Yobe","Nangere"
"12851","Nigeria","Sub-Saharan Africa","Yobe","Ngalda"
"12852","Nigeria","Sub-Saharan Africa","Yobe","Ngamdu"
"12853","Nigeria","Sub-Saharan Africa","Yobe","Ngelzarma"
"12854","Nigeria","Sub-Saharan Africa","Yobe","Peri"
"12855","Nigeria","Sub-Saharan Africa","Yobe","Potiskum"
"12856","Nigeria","Sub-Saharan Africa","Yobe","Potiskum district"
"12857","Nigeria","Sub-Saharan Africa","Yobe","Sasawa"
"12858","Nigeria","Sub-Saharan Africa","Yobe","Yunusari"
"12859","Nigeria","Sub-Saharan Africa","Zamfara","Akuzo"
"12860","Nigeria","Sub-Saharan Africa","Zamfara","Dingwai"
"12861","Nigeria","Sub-Saharan Africa","Zamfara","Doka"
"12862","Nigeria","Sub-Saharan Africa","Zamfara","Dorayi"
"12863","Nigeria","Sub-Saharan Africa","Zamfara","Fegin Kanaya"
"12864","Nigeria","Sub-Saharan Africa","Zamfara","Fegin Mahe"
"12865","Nigeria","Sub-Saharan Africa","Zamfara","Fura"
"12866","Nigeria","Sub-Saharan Africa","Zamfara","Fura Girke"
"12867","Nigeria","Sub-Saharan Africa","Zamfara","Gidan Baure"
"12868","Nigeria","Sub-Saharan Africa","Zamfara","Gundungyal"
"12869","Nigeria","Sub-Saharan Africa","Zamfara","Gusau"
"12870","Nigeria","Sub-Saharan Africa","Zamfara","Kokiya"
"12871","Nigeria","Sub-Saharan Africa","Zamfara","Kwanar Dutse"
"12872","Nigeria","Sub-Saharan Africa","Zamfara","Kyankyashe"
"12873","Nigeria","Sub-Saharan Africa","Zamfara","Lafiya"
"12874","Nigeria","Sub-Saharan Africa","Zamfara","Malikawa"
"12875","Nigeria","Sub-Saharan Africa","Zamfara","Nawaje"
"12876","Nigeria","Sub-Saharan Africa","Zamfara","Rukudawa"
"12877","Nigeria","Sub-Saharan Africa","Zamfara","Totari"
"12878","Nigeria","Sub-Saharan Africa","Zamfara","Unguwar Mata"
"12879","Nigeria","Sub-Saharan Africa","Zamfara","Unknown"
"12880","Nigeria","Sub-Saharan Africa","Zamfara","Wonaka"
"12881","North Korea","East Asia","Pyongyang","Pyongyang"
"12882","North Yemen","Middle East & North Africa","Amanat Al Asimah","Sanaa"
"12883","Norway","Western Europe","Buskerud","Utoya"
"12884","Norway","Western Europe","Oslo","Oslo"
"12885","Pakistan","South Asia","Azad Kashmir","Darbar"
"12886","Pakistan","South Asia","Azad Kashmir","Doga Rawali"
"12887","Pakistan","South Asia","Azad Kashmir","Dudhnial"
"12888","Pakistan","South Asia","Azad Kashmir","Islamgarh"
"12889","Pakistan","South Asia","Azad Kashmir","Khilana"
"12890","Pakistan","South Asia","Azad Kashmir","Kot Jemal"
"12891","Pakistan","South Asia","Azad Kashmir","Kotli"
"12892","Pakistan","South Asia","Azad Kashmir","muzaffarabad"
"12893","Pakistan","South Asia","Azad Kashmir","Rawalakot"
"12894","Pakistan","South Asia","Azad Kashmir","Rawalkot district"
"12895","Pakistan","South Asia","Balochistan","Abi Gum"
"12896","Pakistan","South Asia","Balochistan","Ahmad Wal"
"12897","Pakistan","South Asia","Balochistan","Ahmed Wal"
"12898","Pakistan","South Asia","Balochistan","Ahmedwal"
"12899","Pakistan","South Asia","Balochistan","Anjira"
"12900","Pakistan","South Asia","Balochistan","Askani Chib"
"12901","Pakistan","South Asia","Balochistan","Asreli"
"12902","Pakistan","South Asia","Balochistan","Awaran"
"12903","Pakistan","South Asia","Balochistan","Awaran district"
"12904","Pakistan","South Asia","Balochistan","Azian"
"12905","Pakistan","South Asia","Balochistan","Azizabad"
"12906","Pakistan","South Asia","Balochistan","Babar Kech"
"12907","Pakistan","South Asia","Balochistan","Badhi"
"12908","Pakistan","South Asia","Balochistan","Bakhtayarabad"
"12909","Pakistan","South Asia","Balochistan","Bakhtiar Abad Domki"
"12910","Pakistan","South Asia","Balochistan","Bal"
"12911","Pakistan","South Asia","Balochistan","Bala Nari"
"12912","Pakistan","South Asia","Balochistan","Baleli"
"12913","Pakistan","South Asia","Balochistan","Balgatar"
"12914","Pakistan","South Asia","Balochistan","Balochabad"
"12915","Pakistan","South Asia","Balochistan","Bareli"
"12916","Pakistan","South Asia","Balochistan","Barkhan"
"12917","Pakistan","South Asia","Balochistan","Barkhan district"
"12918","Pakistan","South Asia","Balochistan","Barshore"
"12919","Pakistan","South Asia","Balochistan","Basima"
"12920","Pakistan","South Asia","Balochistan","Basti Toba Nokani"
"12921","Pakistan","South Asia","Balochistan","Battarabad District"
"12922","Pakistan","South Asia","Balochistan","Bekar"
"12923","Pakistan","South Asia","Balochistan","Bekhar"
"12924","Pakistan","South Asia","Balochistan","Bellpat"
"12925","Pakistan","South Asia","Balochistan","Beri Chah"
"12926","Pakistan","South Asia","Balochistan","Besima"
"12927","Pakistan","South Asia","Balochistan","Besimag"
"12928","Pakistan","South Asia","Balochistan","Bibi Nani"
"12929","Pakistan","South Asia","Balochistan","Bidrang"
"12930","Pakistan","South Asia","Balochistan","Boghra"
"12931","Pakistan","South Asia","Balochistan","Bolan"
"12932","Pakistan","South Asia","Balochistan","Bolan District"
"12933","Pakistan","South Asia","Balochistan","Bostan"
"12934","Pakistan","South Asia","Balochistan","Bukhtiarabad"
"12935","Pakistan","South Asia","Balochistan","Buleda"
"12936","Pakistan","South Asia","Balochistan","Chagai district"
"12937","Pakistan","South Asia","Balochistan","Chaghai district"
"12938","Pakistan","South Asia","Balochistan","Chamalang"
"12939","Pakistan","South Asia","Balochistan","Chaman"
"12940","Pakistan","South Asia","Balochistan","Chaman Phatak"
"12941","Pakistan","South Asia","Balochistan","Chandia"
"12942","Pakistan","South Asia","Balochistan","Changi district"
"12943","Pakistan","South Asia","Balochistan","Chankan"
"12944","Pakistan","South Asia","Balochistan","Chatkan"
"12945","Pakistan","South Asia","Balochistan","Chattar"
"12946","Pakistan","South Asia","Balochistan","Choto"
"12947","Pakistan","South Asia","Balochistan","Chottu"
"12948","Pakistan","South Asia","Balochistan","Dalbadin"
"12949","Pakistan","South Asia","Balochistan","Dalbaldin"
"12950","Pakistan","South Asia","Balochistan","Dalbandin"
"12951","Pakistan","South Asia","Balochistan","Dalbandin district"
"12952","Pakistan","South Asia","Balochistan","Damboli"
"12953","Pakistan","South Asia","Balochistan","Dandar"
"12954","Pakistan","South Asia","Balochistan","Darengarh"
"12955","Pakistan","South Asia","Balochistan","Dasht"
"12956","Pakistan","South Asia","Balochistan","Dasht district"
"12957","Pakistan","South Asia","Balochistan","Dasht Khadan"
"12958","Pakistan","South Asia","Balochistan","Dashtak"
"12959","Pakistan","South Asia","Balochistan","Dastak"
"12960","Pakistan","South Asia","Balochistan","Dera Allah Yar"
"12961","Pakistan","South Asia","Balochistan","Dera bugti"
"12962","Pakistan","South Asia","Balochistan","Dera Bugti district"
"12963","Pakistan","South Asia","Balochistan","Dera Murad Jamali"
"12964","Pakistan","South Asia","Balochistan","Dhadar"
"12965","Pakistan","South Asia","Balochistan","Dozan"
"12966","Pakistan","South Asia","Balochistan","Dringarh"
"12967","Pakistan","South Asia","Balochistan","Duki"
"12968","Pakistan","South Asia","Balochistan","Duzan"
"12969","Pakistan","South Asia","Balochistan","Faizabad"
"12970","Pakistan","South Asia","Balochistan","Faridabad"
"12971","Pakistan","South Asia","Balochistan","Fatehpur Sharif"
"12972","Pakistan","South Asia","Balochistan","Gachak"
"12973","Pakistan","South Asia","Balochistan","Gachina"
"12974","Pakistan","South Asia","Balochistan","Galangur"
"12975","Pakistan","South Asia","Balochistan","Gandava"
"12976","Pakistan","South Asia","Balochistan","Gandawa"
"12977","Pakistan","South Asia","Balochistan","Gar"
"12978","Pakistan","South Asia","Balochistan","Garmakan"
"12979","Pakistan","South Asia","Balochistan","Garsani"
"12980","Pakistan","South Asia","Balochistan","Gawadar"
"12981","Pakistan","South Asia","Balochistan","Gawak"
"12982","Pakistan","South Asia","Balochistan","Ghot Jani Khan"
"12983","Pakistan","South Asia","Balochistan","Gichak"
"12984","Pakistan","South Asia","Balochistan","Gichk"
"12985","Pakistan","South Asia","Balochistan","Gogart"
"12986","Pakistan","South Asia","Balochistan","Gokurt"
"12987","Pakistan","South Asia","Balochistan","Gomazai"
"12988","Pakistan","South Asia","Balochistan","Goth Imdad Khosa"
"12989","Pakistan","South Asia","Balochistan","Goth Kanta"
"12990","Pakistan","South Asia","Balochistan","Goth Mohammad Ali"
"12991","Pakistan","South Asia","Balochistan","Goth Shahpur"
"12992","Pakistan","South Asia","Balochistan","Gott Azam Khan"
"12993","Pakistan","South Asia","Balochistan","Gramkan"
"12994","Pakistan","South Asia","Balochistan","Gresha"
"12995","Pakistan","South Asia","Balochistan","Grisha"
"12996","Pakistan","South Asia","Balochistan","Gwadar"
"12997","Pakistan","South Asia","Balochistan","Gwadar district"
"12998","Pakistan","South Asia","Balochistan","Gwargo"
"12999","Pakistan","South Asia","Balochistan","Haft Wali"
"13000","Pakistan","South Asia","Balochistan","Haji Kot"
"13001","Pakistan","South Asia","Balochistan","Haji Sher"
"13002","Pakistan","South Asia","Balochistan","Hakeemabad"
"13003","Pakistan","South Asia","Balochistan","Halankai"
"13004","Pakistan","South Asia","Balochistan","Hamidpur"
"13005","Pakistan","South Asia","Balochistan","Harnai"
"13006","Pakistan","South Asia","Balochistan","Hazar Ganji"
"13007","Pakistan","South Asia","Balochistan","Hirak"
"13008","Pakistan","South Asia","Balochistan","Hoshab"
"13009","Pakistan","South Asia","Balochistan","Hub"
"13010","Pakistan","South Asia","Balochistan","Hub district"
"13011","Pakistan","South Asia","Balochistan","Ispilanji"
"13012","Pakistan","South Asia","Balochistan","Isplanji"
"13013","Pakistan","South Asia","Balochistan","Isplinji"
"13014","Pakistan","South Asia","Balochistan","Jafarabad"
"13015","Pakistan","South Asia","Balochistan","Jafarabad district"
"13016","Pakistan","South Asia","Balochistan","Jaffarabad district"
"13017","Pakistan","South Asia","Balochistan","Jaho"
"13018","Pakistan","South Asia","Balochistan","Jalal"
"13019","Pakistan","South Asia","Balochistan","Jano Peri"
"13020","Pakistan","South Asia","Balochistan","Jhal Jhao"
"13021","Pakistan","South Asia","Balochistan","Jhal Magsi"
"13022","Pakistan","South Asia","Balochistan","Jhao"
"13023","Pakistan","South Asia","Balochistan","Jinnah"
"13024","Pakistan","South Asia","Balochistan","Jiwani"
"13025","Pakistan","South Asia","Balochistan","Johan"
"13026","Pakistan","South Asia","Balochistan","Kachay"
"13027","Pakistan","South Asia","Balochistan","Kachi"
"13028","Pakistan","South Asia","Balochistan","Kachi district"
"13029","Pakistan","South Asia","Balochistan","Kachlak"
"13030","Pakistan","South Asia","Balochistan","Kahan"
"13031","Pakistan","South Asia","Balochistan","Kakaheer"
"13032","Pakistan","South Asia","Balochistan","Kalanch"
"13033","Pakistan","South Asia","Balochistan","Kalat"
"13034","Pakistan","South Asia","Balochistan","Kalat district"
"13035","Pakistan","South Asia","Balochistan","Kamalloo"
"13036","Pakistan","South Asia","Balochistan","Kambiri"
"13037","Pakistan","South Asia","Balochistan","Kanak"
"13038","Pakistan","South Asia","Balochistan","Kanri"
"13039","Pakistan","South Asia","Balochistan","Kashmirabad"
"13040","Pakistan","South Asia","Balochistan","Kathan"
"13041","Pakistan","South Asia","Balochistan","Kech district"
"13042","Pakistan","South Asia","Balochistan","Khair Abad"
"13043","Pakistan","South Asia","Balochistan","Khaliqabad"
"13044","Pakistan","South Asia","Balochistan","Khanozai"
"13045","Pakistan","South Asia","Balochistan","Kharan"
"13046","Pakistan","South Asia","Balochistan","Kharan district"
"13047","Pakistan","South Asia","Balochistan","Khetran"
"13048","Pakistan","South Asia","Balochistan","Kholu"
"13049","Pakistan","South Asia","Balochistan","Kholu district"
"13050","Pakistan","South Asia","Balochistan","Khost"
"13051","Pakistan","South Asia","Balochistan","Khuzdar"
"13052","Pakistan","South Asia","Balochistan","Khuzdar district"
"13053","Pakistan","South Asia","Balochistan","Kili Karbala"
"13054","Pakistan","South Asia","Balochistan","Kili Sheikhan"
"13055","Pakistan","South Asia","Balochistan","Kirdgap"
"13056","Pakistan","South Asia","Balochistan","Kohlu"
"13057","Pakistan","South Asia","Balochistan","Kohlu district"
"13058","Pakistan","South Asia","Balochistan","Kolhu"
"13059","Pakistan","South Asia","Balochistan","Kolpur"
"13060","Pakistan","South Asia","Balochistan","Korak"
"13061","Pakistan","South Asia","Balochistan","Koshak"
"13062","Pakistan","South Asia","Balochistan","Kot Khattak"
"13063","Pakistan","South Asia","Balochistan","Kuchlak"
"13064","Pakistan","South Asia","Balochistan","Kuldan"
"13065","Pakistan","South Asia","Balochistan","Kundi"
"13066","Pakistan","South Asia","Balochistan","Kurram"
"13067","Pakistan","South Asia","Balochistan","Labach"
"13068","Pakistan","South Asia","Balochistan","Lakpass"
"13069","Pakistan","South Asia","Balochistan","Lasbela"
"13070","Pakistan","South Asia","Balochistan","Lasbela district"
"13071","Pakistan","South Asia","Balochistan","Lehri"
"13072","Pakistan","South Asia","Balochistan","Lorala district"
"13073","Pakistan","South Asia","Balochistan","Loralai"
"13074","Pakistan","South Asia","Balochistan","Loralai district"
"13075","Pakistan","South Asia","Balochistan","Loti"
"13076","Pakistan","South Asia","Balochistan","Loti district"
"13077","Pakistan","South Asia","Balochistan","Mach"
"13078","Pakistan","South Asia","Balochistan","Machh"
"13079","Pakistan","South Asia","Balochistan","Machh district"
"13080","Pakistan","South Asia","Balochistan","Mal Shahorai"
