"cid","nkill","nwound"
"1664","35","95"
"1665","35","133"
"1666","35","150"
"1667","36","0"
"1668","36","6"
"1669","36","14"
"1670","36","20"
"1671","36","23"
"1672","36","33"
"1673","36","36"
"1674","36","41"
"1675","36","42"
"1676","36","52"
"1677","36","55"
"1678","36","60"
"1679","36","61"
"1680","36","64"
"1681","36","65"
"1682","36","66"
"1683","36","70"
"1684","36","83"
"1685","36","94"
"1686","37","0"
"1687","37","3"
"1688","37","10"
"1689","37","26"
"1690","37","30"
"1691","37","35"
"1692","37","42"
"1693","37","50"
"1694","37","56"
"1695","37","57"
"1696","37","85"
"1697","37","101"
"1698","37","235"
"1699","37","260"
"1700","37","450"
"1701","38","0"
"1702","38","6"
"1703","38","12"
"1704","38","15"
"1705","38","20"
"1706","38","22"
"1707","38","24"
"1708","38","28"
"1709","38","31"
"1710","38","54"
"1711","38","56"
"1712","38","66"
"1713","38","93"
"1714","38","168"
"1715","39","0"
"1716","39","1"
"1717","39","6"
"1718","39","19"
"1719","39","20"
"1720","39","25"
"1721","39","41"
"1722","39","57"
"1723","39","67"
"1724","39","69"
"1725","39","75"
"1726","39","87"
"1727","39","100"
"1728","39","125"
"1729","39","141"
"1730","40","0"
"1731","40","4"
"1732","40","6"
"1733","40","7"
"1734","40","8"
"1735","40","10"
"1736","40","11"
"1737","40","14"
"1738","40","16"
"1739","40","18"
"1740","40","23"
"1741","40","24"
"1742","40","30"
"1743","40","47"
"1744","40","50"
"1745","40","53"
"1746","40","60"
"1747","40","61"
"1748","40","64"
"1749","40","68"
"1750","40","76"
"1751","40","88"
"1752","40","100"
"1753","40","122"
"1754","40","141"
"1755","40","160"
"1756","40","200"
"1757","40","276"
"1758","41","0"
"1759","41","3"
"1760","41","5"
"1761","41","8"
"1762","41","10"
"1763","41","12"
"1764","41","15"
"1765","41","16"
"1766","41","30"
"1767","41","50"
"1768","41","58"
"1769","41","64"
"1770","41","80"
"1771","41","83"
"1772","41","100"
"1773","41","140"
"1774","42","0"
"1775","42","5"
"1776","42","10"
"1777","42","11"
"1778","42","16"
"1779","42","24"
"1780","42","30"
"1781","42","35"
"1782","42","76"
"1783","42","80"
"1784","42","100"
"1785","42","106"
"1786","42","125"
"1787","43","0"
"1788","43","8"
"1789","43","38"
"1790","43","41"
"1791","43","47"
"1792","43","51"
"1793","43","64"
"1794","43","67"
"1795","43","70"
"1796","43","81"
"1797","43","101"
"1798","43","130"
"1799","43","157"
"1800","43","286"
"1801","44","0"
"1802","44","11"
"1803","44","23"
"1804","44","45"
"1805","44","46"
"1806","44","50"
"1807","44","57"
"1808","44","91"
"1809","44","130"
"1810","45","0"
"1811","45","3"
"1812","45","8"
"1813","45","13"
"1814","45","17"
"1815","45","30"
"1816","45","40"
"1817","45","50"
"1818","45","62"
"1819","45","75"
"1820","45","78"
"1821","45","100"
"1822","45","151"
"1823","45","200"
"1824","46","0"
"1825","46","4"
"1826","46","11"
"1827","46","47"
"1828","46","60"
"1829","46","65"
"1830","46","73"
"1831","46","100"
"1832","46","148"
"1833","46","150"
"1834","47","0"
"1835","47","10"
"1836","47","28"
"1837","47","29"
"1838","47","40"
"1839","47","57"
"1840","47","80"
"1841","47","83"
"1842","47","100"
"1843","47","114"
"1844","47","170"
"1845","48","0"
"1846","48","3"
"1847","48","6"
"1848","48","7"
"1849","48","12"
"1850","48","62"
"1851","48","72"
"1852","48","79"
"1853","48","100"
"1854","48","101"
"1855","48","118"
"1856","48","235"
"1857","49","0"
"1858","49","50"
"1859","49","77"
"1860","49","80"
"1861","50","0"
"1862","50","12"
"1863","50","25"
"1864","50","53"
"1865","50","70"
"1866","50","81"
"1867","50","84"
"1868","50","133"
"1869","50","134"
"1870","51","0"
"1871","51","5"
"1872","51","12"
"1873","51","40"
"1874","51","81"
"1875","51","150"
"1876","51","153"
"1877","52","0"
"1878","52","32"
"1879","52","40"
"1880","52","50"
"1881","52","60"
"1882","52","80"
"1883","52","125"
"1884","52","150"
"1885","53","9"
"1886","53","14"
"1887","53","84"
"1888","53","90"
"1889","53","95"
"1890","53","100"
"1891","53","173"
"1892","54","0"
"1893","54","16"
"1894","54","45"
"1895","54","50"
"1896","54","85"
"1897","54","300"
"1898","55","12"
"1899","55","20"
"1900","55","25"
"1901","55","47"
"1902","55","116"
"1903","55","155"
"1904","56","0"
"1905","56","67"
"1906","56","69"
"1907","56","70"
"1908","56","94"
"1909","56","120"
"1910","56","130"
"1911","57","0"
"1912","57","6"
"1913","57","7"
"1914","57","38"
"1915","57","55"
"1916","57","121"
"1917","57","123"
"1918","57","125"
"1919","57","150"
"1920","57","158"
"1921","57","370"
"1922","58","0"
"1923","58","29"
"1924","58","75"
"1925","58","76"
"1926","58","91"
"1927","58","141"
"1928","58","167"
"1929","59","0"
"1930","59","12"
"1931","59","22"
"1932","59","23"
"1933","59","40"
"1934","59","44"
"1935","59","132"
"1936","59","177"
"1937","59","197"
"1938","59","851"
"1939","60","0"
"1940","60","15"
"1941","60","27"
"1942","60","50"
"1943","60","73"
"1944","60","150"
"1945","60","200"
"1946","60","220"
"1947","61","0"
"1948","61","150"
"1949","61","200"
"1950","61","391"
"1951","62","0"
"1952","62","1"
"1953","62","5"
"1954","62","6"
"1955","62","11"
"1956","62","20"
"1957","62","46"
"1958","62","95"
"1959","62","100"
"1960","62","110"
"1961","62","201"
"1962","62","450"
"1963","63","0"
"1964","63","6"
"1965","63","71"
"1966","63","75"
"1967","63","78"
"1968","64","4"
"1969","64","100"
"1970","64","104"
"1971","65","0"
"1972","65","87"
"1973","65","98"
"1974","65","123"
"1975","66","17"
"1976","66","100"
"1977","66","150"
"1978","67","0"
"1979","67","3"
"1980","67","27"
"1981","67","28"
"1982","67","161"
"1983","68","95"
"1984","68","152"
"1985","68","215"
"1986","69","8"
"1987","69","60"
"1988","69","178"
"1989","70","0"
"1990","70","2"
"1991","70","56"
"1992","70","100"
"1993","70","120"
"1994","70","130"
"1995","71","0"
"1996","71","111"
"1997","71","124"
"1998","71","347"
"1999","72","0"
"2000","72","5"
"2001","72","101"
"2002","72","201"
"2003","73","0"
"2004","73","49"
"2005","73","450"
"2006","74","0"
"2007","74","100"
"2008","74","236"
"2009","75","0"
"2010","75","5"
"2011","75","20"
"2012","75","125"
"2013","75","300"
"2014","76","140"
"2015","76","360"
"2016","77","0"
"2017","77","20"
"2018","77","90"
"2019","77","96"
"2020","77","319"
"2021","77","360"
"2022","78","3"
"2023","78","100"
"2024","79","15"
"2025","79","351"
"2026","80","0"
"2027","80","5"
"2028","80","15"
"2029","80","32"
"2030","80","183"
"2031","81","0"
"2032","81","58"
"2033","82","0"
"2034","82","22"
"2035","82","100"
"2036","82","140"
"2037","83","16"
"2038","83","211"
"2039","84","0"
"2040","84","27"
"2041","85","67"
"2042","85","76"
"2043","85","236"
"2044","86","24"
"2045","86","67"
"2046","87","0"
"2047","87","131"
"2048","88","0"
"2049","89","0"
"2050","90","0"
"2051","90","150"
"2052","90","180"
"2053","90","1272"
"2054","91","110"
"2055","91","169"
"2056","91","351"
"2057","92","200"
"2058","93","0"
"2059","93","217"
"2060","93","491"
"2061","94","0"
"2062","95","20"
"2063","96","0"
"2064","96","27"
"2065","96","35"
"2066","97","0"
"2067","98","20"
"2068","98","160"
"2069","100","0"
"2070","100","87"
"2071","101","150"
"2072","101","167"
"2073","102","0"
"2074","102","552"
"2075","103","13"
"2076","103","150"
"2077","104","6"
"2078","104","235"
"2079","106","115"
"2080","107","0"
"2081","108","68"
"2082","108","76"
"2083","110","45"
"2084","110","130"
"2085","111","15"
"2086","111","19"
"2087","112","75"
"2088","114","1"
"2089","118","0"
"2090","119","80"
"2091","120","0"
"2092","120","200"
"2093","120","246"
"2094","121","130"
"2095","122","270"
"2096","126","10"
"2097","127","55"
"2098","127","148"
"2099","130","0"
"2100","134","0"
"2101","141","250"
"2102","150","186"
"2103","150","250"
"2104","152","104"
"2105","153","347"
"2106","154","120"
"2107","158","121"
"2108","160","542"
"2109","160","1001"
"2110","165","15"
"2111","168","650"
"2112","170","0"
"2113","171","0"
"2114","174","201"
"2115","180","0"
"2116","188","817"
"2117","200","0"
"2118","200","42"
"2119","200","300"
"2120","206","0"
"2121","224","0"
"2122","224","4000"
"2123","230","0"
"2124","250","0"
"2125","250","750"
"2126","256","194"
"2127","259","160"
"2128","266","64"
"2129","270","0"
"2130","271","227"
"2131","287","400"
"2132","298","0"
"2133","300","0"
"2134","311","127"
"2135","330","116"
"2136","339","28"
"2137","344","727"
"2138","383","200"
"2139","388","70"
"2140","433","0"
"2141","518","216"
"2142","588","316"
"2143","670","0"
"2144","1180","0"
