"aid","tid","gid","wid","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"2","91","1496","15","2","0","0.0000","0","0","4","2.0000","4","0"
"2","91","1498","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1498","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1504","4","1","1","1.0000","1","1","4","4.0000","4","4"
"2","91","1504","15","9","0","0.0000","0","0","1","0.1111","1","0"
"2","91","1504","16","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1582","15","1","0","0.0000","0","0","9","9.0000","9","9"
"2","91","1585","5","1","0","0.0000","0","0","3","3.0000","3","3"
"2","91","1592","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1621","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1648","16","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1665","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1699","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1714","3","1","9","9.0000","9","9","23","23.0000","23","23"
"2","91","1714","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1746","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1798","5","1","5","5.0000","5","5","0","0.0000","0","0"
"2","91","1835","11","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1835","14","1","8","8.0000","8","8","4","4.0000","4","4"
"2","91","1835","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1861","5","2","13","6.5000","12","1","22","11.0000","20","2"
"2","91","1861","15","4","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1861","17","1","1","1.0000","1","1","0","0.0000","0","0"
"2","91","1865","10","1","0","0.0000","0","0","1","1.0000","1","1"
"2","91","1869","15","1","0","0.0000","0","0","2","2.0000","2","2"
"2","91","1907","15","2","3","1.5000","2","1","6","3.0000","5","1"
"2","91","1933","5","1","7","7.0000","7","7","0","0.0000","0","0"
"2","91","1975","5","74","349","4.7162","19","0","226","3.0541","16","0"
"2","91","1975","7","21","105","5.0000","12","0","33","1.5714","8","0"
"2","91","1975","9","7","19","2.7143","4","1","13","1.8571","6","0"
"2","91","1975","10","6","19","3.1667","8","0","9","1.5000","4","0"
"2","91","1975","11","2","9","4.5000","6","3","3","1.5000","2","1"
"2","91","1975","12","1","1","1.0000","1","1","2","2.0000","2","2"
"2","91","1975","15","62","297","4.7903","18","0","143","2.3065","12","0"
"2","91","1975","16","1","7","7.0000","7","7","1","1.0000","1","1"
"2","91","1981","5","1","40","40.0000","40","40","30","30.0000","30","30"
"2","91","1998","11","5","28","5.6000","15","2","24","4.8000","8","0"
"2","91","1998","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","1998","16","1","6","6.0000","6","6","4","4.0000","4","4"
"2","91","2016","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","2028","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","2056","5","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","2067","15","1","3","3.0000","3","3","0","0.0000","0","0"
"2","91","2068","15","2","1","0.5000","1","0","0","0.0000","0","0"
"2","91","2068","16","1","0","0.0000","0","0","2","2.0000","2","2"
"2","91","2080","5","1","1","1.0000","1","1","0","0.0000","0","0"
"2","91","2093","4","1","11","11.0000","11","11","0","0.0000","0","0"
"2","91","2099","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","91","2122","15","1","1","1.0000","1","1","7","7.0000","7","7"
"2","91","2149","3","1","0","0.0000","0","0","1","1.0000","1","1"
"2","91","2149","4","23","10","0.4348","6","0","43","1.8696","10","0"
"2","91","2149","5","127","308","2.4252","18","0","381","3.0000","47","0"
"2","91","2149","6","1","0","0.0000","0","0","1","1.0000","1","1"
"2","91","2149","7","94","145","1.5426","18","0","201","2.1383","21","0"
"2","91","2149","8","7","2","0.2857","2","0","3","0.4286","2","0"
"2","91","2149","9","2","6","3.0000","6","0","4","2.0000","2","2"
"2","91","2149","10","18","44","2.4444","10","0","64","3.5556","13","0"
"2","91","2149","11","15","32","2.1333","13","0","30","2.0000","6","0"
"2","91","2149","12","236","161","0.6822","6","0","368","1.5593","7","0"
"2","91","2149","13","1","1","1.0000","1","1","5","5.0000","5","5"
"2","91","2149","14","3","0","0.0000","0","0","0","0.0000","0","0"
"2","91","2149","15","283","323","1.1413","10","0","459","1.6219","17","0"
"2","91","2149","16","126","118","0.9365","18","0","270","2.1429","35","0"
"2","91","2149","25","4","0","0.0000","0","0","0","0.0000","0","0"
"2","91","2164","15","1","1","1.0000","1","1","3","3.0000","3","3"
"2","91","2173","3","1","1","1.0000","1","1","1","1.0000","1","1"
"2","91","2204","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","29","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","49","10","5","29","5.8000","14","0","35","7.0000","28","0"
"2","92","60","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","66","10","2","0","0.0000","0","0","0","0.0000","0","0"
"2","92","70","10","1","2","2.0000","2","2","13","13.0000","13","13"
"2","92","76","10","2","1","0.5000","1","0","0","0.0000","0","0"
"2","92","100","10","3","2","0.6667","1","0","19","6.3333","8","4"
"2","92","104","10","24","35","1.4583","2","0","197","8.2083","13","0"
"2","92","104","13","1","12","12.0000","12","12","17","17.0000","17","17"
"2","92","104","16","1","6","6.0000","6","6","10","10.0000","10","10"
"2","92","114","10","1","1","1.0000","1","1","0","0.0000","0","0"
"2","92","116","10","1","1","1.0000","1","1","4","4.0000","4","4"
"2","92","117","4","2","1","0.5000","1","0","0","0.0000","0","0"
"2","92","117","10","5","5","1.0000","2","0","25","5.0000","10","0"
"2","92","117","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","124","4","1","2","2.0000","2","2","5","5.0000","5","5"
"2","92","124","10","1","2","2.0000","2","2","0","0.0000","0","0"
"2","92","180","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","186","10","2","2","1.0000","2","0","1","0.5000","1","0"
"2","92","193","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","231","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","273","15","3","0","0.0000","0","0","0","0.0000","0","0"
"2","92","298","16","1","11","11.0000","11","11","82","82.0000","82","82"
"2","92","391","10","3","8","2.6667","8","0","8","2.6667","8","0"
"2","92","449","10","2","3","1.5000","3","0","0","0.0000","0","0"
"2","92","449","13","3","35","11.6667","25","4","7","2.3333","6","0"
"2","92","449","15","13","68","5.2308","25","0","74","5.6923","40","0"
"2","92","449","16","1","13","13.0000","13","13","101","101.0000","101","101"
"2","92","471","10","2","0","0.0000","0","0","0","0.0000","0","0"
"2","92","581","16","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","589","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","92","628","17","1","8","8.0000","8","8","20","20.0000","20","20"
"2","92","650","10","19","42","2.2105","10","0","112","5.8947","13","0"
"2","92","660","23","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","699","10","2","11","5.5000","10","1","8","4.0000","8","0"
"2","92","699","15","3","2","0.6667","2","0","6","2.0000","4","0"
"2","92","699","17","2","59","29.5000","58","1","0","0.0000","0","0"
"2","92","744","10","10","17","1.7000","5","0","72","7.2000","10","0"
"2","92","810","4","1","8","8.0000","8","8","5","5.0000","5","5"
"2","92","810","17","1","24","24.0000","24","24","0","0.0000","0","0"
"2","92","814","15","1","1","1.0000","1","1","0","0.0000","0","0"
"2","92","829","10","7","0","0.0000","0","0","2","0.2857","2","0"
"2","92","839","14","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","844","10","1","4","4.0000","4","4","9","9.0000","9","9"
"2","92","844","16","1","8","8.0000","8","8","1","1.0000","1","1"
"2","92","848","10","8","9","1.1250","2","0","28","3.5000","9","0"
"2","92","864","10","68","190","2.7941","35","0","518","7.6176","101","0"
"2","92","868","4","1","7","7.0000","7","7","0","0.0000","0","0"
"2","92","868","10","1","22","22.0000","22","22","39","39.0000","39","39"
"2","92","868","21","1","12","12.0000","12","12","0","0.0000","0","0"
"2","92","914","16","6","3","0.5000","3","0","96","16.0000","90","0"
"2","92","928","10","12","9","0.7500","2","0","72","6.0000","12","3"
"2","92","951","1","3","6","2.0000","3","0","1504","501.3333","1500","0"
"2","92","951","10","73","199","2.7260","28","0","352","4.8219","79","0"
"2","92","951","11","1","1","1.0000","1","1","3","3.0000","3","3"
"2","92","951","13","2","9","4.5000","5","4","7","3.5000","4","3"
"2","92","951","15","1","0","0.0000","0","0","2","2.0000","2","2"
"2","92","951","16","4","35","8.7500","17","6","196","49.0000","170","0"
"2","92","954","17","1","25","25.0000","25","25","45","45.0000","45","45"
"2","92","971","10","3","6","2.0000","2","2","86","28.6667","29","28"
"2","92","971","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","972","10","1","7","7.0000","7","7","13","13.0000","13","13"
"2","92","1006","10","5","4","0.8000","2","0","23","4.6000","14","2"
"2","92","1093","5","1","5","5.0000","5","5","7","7.0000","7","7"
"2","92","1093","10","6","27","4.5000","13","0","84","14.0000","32","0"
"2","92","1094","10","4","2","0.5000","1","0","2","0.5000","1","0"
"2","92","1129","10","10","12","1.2000","8","0","63","6.3000","23","0"
"2","92","1129","17","1","4","4.0000","4","4","9","9.0000","9","9"
"2","92","1170","10","3","31","10.3333","22","3","55","18.3333","25","10"
"2","92","1170","15","1","2","2.0000","2","2","0","0.0000","0","0"
"2","92","1177","10","1","2","2.0000","2","2","0","0.0000","0","0"
"2","92","1181","10","2","0","0.0000","0","0","1","0.5000","1","0"
"2","92","1191","4","1","2","2.0000","2","2","6","6.0000","6","6"
"2","92","1192","10","11","7","0.6364","3","0","31","2.8182","16","0"
"2","92","1195","10","1","19","19.0000","19","19","40","40.0000","40","40"
"2","92","1195","17","1","1","1.0000","1","1","5","5.0000","5","5"
"2","92","1215","10","2","2","1.0000","2","0","11","5.5000","8","3"
"2","92","1229","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1298","4","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1298","7","1","0","0.0000","0","0","1","1.0000","1","1"
"2","92","1298","10","3","1","0.3333","1","0","1","0.3333","1","0"
"2","92","1327","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1341","10","15","51","3.4000","14","0","174","11.6000","32","0"
"2","92","1341","15","1","10","10.0000","10","10","25","25.0000","25","25"
"2","92","1346","15","1","3","3.0000","3","3","0","0.0000","0","0"
"2","92","1347","17","1","1","1.0000","1","1","3","3.0000","3","3"
"2","92","1349","15","1","4","4.0000","4","4","3","3.0000","3","3"
"2","92","1351","10","3","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1361","16","1","4","4.0000","4","4","35","35.0000","35","35"
"2","92","1387","15","5","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1413","15","3","3","1.0000","3","0","100","33.3333","100","0"
"2","92","1430","4","1","8","8.0000","8","8","57","57.0000","57","57"
"2","92","1436","17","1","0","0.0000","0","0","3","3.0000","3","3"
"2","92","1454","16","1","2","2.0000","2","2","29","29.0000","29","29"
"2","92","1496","10","1","2","2.0000","2","2","0","0.0000","0","0"
"2","92","1496","14","2","0","0.0000","0","0","3","1.5000","3","0"
"2","92","1496","15","1","0","0.0000","0","0","1","1.0000","1","1"
"2","92","1496","17","1","5","5.0000","5","5","17","17.0000","17","17"
"2","92","1498","10","3","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1500","10","12","1","0.0833","1","0","5","0.4167","4","0"
"2","92","1500","16","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1504","15","4","1","0.2500","1","0","1","0.2500","1","0"
"2","92","1521","15","1","1","1.0000","1","1","1","1.0000","1","1"
"2","92","1535","16","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1553","10","1","1","1.0000","1","1","1","1.0000","1","1"
"2","92","1554","17","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1582","10","3","0","0.0000","0","0","2","0.6667","2","0"
"2","92","1582","15","2","0","0.0000","0","0","9","4.5000","8","1"
"2","92","1590","10","1","5","5.0000","5","5","0","0.0000","0","0"
"2","92","1590","15","1","9","9.0000","9","9","0","0.0000","0","0"
"2","92","1594","10","2","0","0.0000","0","0","1","0.5000","1","0"
"2","92","1595","10","2","1","0.5000","1","0","4","2.0000","3","1"
"2","92","1672","17","1","4","4.0000","4","4","6","6.0000","6","6"
"2","92","1714","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1714","10","4","22","5.5000","14","0","8","2.0000","5","0"
"2","92","1714","15","2","4","2.0000","2","2","13","6.5000","13","0"
"2","92","1714","21","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1743","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1743","17","1","1","1.0000","1","1","0","0.0000","0","0"
"2","92","1767","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1768","15","1","4","4.0000","4","4","68","68.0000","68","68"
"2","92","1788","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1809","10","3","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1810","17","1","14","14.0000","14","14","24","24.0000","24","24"
"2","92","1840","10","1","8","8.0000","8","8","0","0.0000","0","0"
"2","92","1848","10","1","3","3.0000","3","3","11","11.0000","11","11"
"2","92","1858","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","1861","3","1","10","10.0000","10","10","20","20.0000","20","20"
"2","92","1861","15","9","13","1.4444","7","0","6","0.6667","2","0"
"2","92","1861","17","5","29","5.8000","15","1","6","1.2000","6","0"
"2","92","1861","20","1","44","44.0000","44","44","0","0.0000","0","0"
"2","92","1861","21","1","14","14.0000","14","14","8","8.0000","8","8"
"2","92","1870","15","1","0","0.0000","0","0","2","2.0000","2","2"
"2","92","1907","10","1","6","6.0000","6","6","0","0.0000","0","0"
"2","92","1907","17","1","1","1.0000","1","1","0","0.0000","0","0"
"2","92","1908","10","1","7","7.0000","7","7","27","27.0000","27","27"
"2","92","1933","10","1","7","7.0000","7","7","0","0.0000","0","0"
"2","92","1934","10","8","6","0.7500","2","0","14","1.7500","5","0"
"2","92","1975","4","1","0","0.0000","0","0","11","11.0000","11","11"
"2","92","1975","5","1","0","0.0000","0","0","6","6.0000","6","6"
"2","92","1975","10","2","4","2.0000","3","1","16","8.0000","8","8"
"2","92","1975","16","2","36","18.0000","35","1","49","24.5000","49","0"
"2","92","1998","10","2","0","0.0000","0","0","4","2.0000","4","0"
"2","92","2009","16","1","0","0.0000","0","0","5","5.0000","5","5"
"2","92","2034","10","2","2","1.0000","2","0","27","13.5000","20","7"
"2","92","2066","10","1","2","2.0000","2","2","6","6.0000","6","6"
"2","92","2121","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","2121","15","1","0","0.0000","0","0","2","2.0000","2","2"
"2","92","2149","3","2","3","1.5000","3","0","1","0.5000","1","0"
"2","92","2149","4","9","69","7.6667","44","0","62","6.8889","52","0"
"2","92","2149","5","2","4","2.0000","2","2","1","0.5000","1","0"
"2","92","2149","7","3","1","0.3333","1","0","3","1.0000","3","0"
"2","92","2149","10","227","344","1.5154","20","0","1029","4.5330","85","0"
"2","92","2149","12","3","3","1.0000","1","1","3","1.0000","3","0"
"2","92","2149","13","1","0","0.0000","0","0","0","0.0000","0","0"
"2","92","2149","15","69","42","0.6087","10","0","176","2.5507","40","0"
"2","92","2149","16","24","223","9.2917","150","0","721","30.0417","250","0"
"2","92","2149","17","3","11","3.6667","10","0","2","0.6667","2","0"
"2","92","2149","20","1","3","3.0000","3","3","0","0.0000","0","0"
"2","92","2149","24","1","3","3.0000","3","3","0","0.0000","0","0"
"2","92","2184","15","1","7","7.0000","7","7","92","92.0000","92","92"
"2","92","2220","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","30","4","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","104","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","186","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","589","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","848","16","1","85","85.0000","85","85","236","236.0000","236","236"
"2","93","864","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","93","888","3","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","951","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","951","10","4","6","1.5000","6","0","9","2.2500","9","0"
"2","93","951","13","1","11","11.0000","11","11","15","15.0000","15","15"
"2","93","951","15","12","0","0.0000","0","0","0","0.0000","0","0"
"2","93","981","15","1","0","0.0000","0","0","3","3.0000","3","3"
"2","93","1015","14","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1094","5","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1094","12","1","51","51.0000","51","51","81","81.0000","81","81"
"2","93","1094","13","2","116","58.0000","91","25","372","186.0000","351","21"
"2","93","1137","7","1","31","31.0000","31","31","70","70.0000","70","70"
"2","93","1341","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1341","15","1","0","0.0000","0","0","1","1.0000","1","1"
"2","93","1349","15","1","1","1.0000","1","1","0","0.0000","0","0"
"2","93","1385","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1390","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1840","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1871","13","1","2","2.0000","2","2","5","5.0000","5","5"
"2","93","1975","12","1","0","0.0000","0","0","3","3.0000","3","3"
"2","93","1975","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","93","1998","11","1","0","0.0000","0","0","37","37.0000","37","37"
"2","93","1998","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","2126","16","1","20","20.0000","20","20","123","123.0000","123","123"
"2","93","2149","4","4","0","0.0000","0","0","1","0.2500","1","0"
"2","93","2149","7","5","2","0.4000","2","0","14","2.8000","6","0"
"2","93","2149","8","2","0","0.0000","0","0","0","0.0000","0","0"
"2","93","2149","10","2","1","0.5000","1","0","0","0.0000","0","0"
"2","93","2149","11","2","0","0.0000","0","0","0","0.0000","0","0"
"2","93","2149","12","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","2149","13","1","2","2.0000","2","2","2","2.0000","2","2"
"2","93","2149","14","2","0","0.0000","0","0","1","0.5000","1","0"
"2","93","2149","15","29","11","0.3793","8","0","21","0.7241","13","0"
"2","93","2149","16","4","11","2.7500","6","0","96","24.0000","51","9"
"2","93","2149","20","1","0","0.0000","0","0","0","0.0000","0","0"
"2","93","2176","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","30","4","5","0","0.0000","0","0","3","0.6000","2","0"
"2","94","30","7","4","7","1.7500","7","0","16","4.0000","11","0"
"2","94","30","11","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","45","11","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","58","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","104","16","1","40","40.0000","40","40","24","24.0000","24","24"
"2","94","105","4","1","5","5.0000","5","5","46","46.0000","46","46"
"2","94","105","13","1","21","21.0000","21","21","52","52.0000","52","52"
"2","94","105","16","1","21","21.0000","21","21","30","30.0000","30","30"
"2","94","106","13","1","20","20.0000","20","20","30","30.0000","30","30"
"2","94","106","16","4","15","3.7500","6","1","76","19.0000","51","5"
"2","94","108","15","2","0","0.0000","0","0","20","10.0000","20","0"
"2","94","117","4","4","6","1.5000","2","1","48","12.0000","16","6"
"2","94","117","11","1","0","0.0000","0","0","2","2.0000","2","2"
"2","94","117","14","1","1","1.0000","1","1","12","12.0000","12","12"
"2","94","117","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","124","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","136","15","2","1","0.5000","1","0","10","5.0000","10","0"
"2","94","167","7","3","0","0.0000","0","0","0","0.0000","0","0"
"2","94","167","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","186","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","207","4","1","1","1.0000","1","1","0","0.0000","0","0"
"2","94","240","14","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","273","5","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","331","10","1","5","5.0000","5","5","7","7.0000","7","7"
"2","94","338","13","1","35","35.0000","35","35","35","35.0000","35","35"
"2","94","352","15","1","7","7.0000","7","7","60","60.0000","60","60"
"2","94","385","4","1","0","0.0000","0","0","8","8.0000","8","8"
"2","94","395","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","94","432","4","1","1","1.0000","1","1","37","37.0000","37","37"
"2","94","448","15","1","0","0.0000","0","0","2","2.0000","2","2"
"2","94","449","7","3","5","1.6667","5","0","5","1.6667","5","0"
"2","94","449","13","22","408","18.5455","122","2","629","28.5909","270","0"
"2","94","449","15","19","109","5.7368","37","0","197","10.3684","65","0"
"2","94","449","16","9","77","8.5556","42","0","318","35.3333","100","1"
"2","94","488","16","1","21","21.0000","21","21","21","21.0000","21","21"
"2","94","492","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","498","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","502","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","616","4","1","1","1.0000","1","1","5","5.0000","5","5"
"2","94","650","10","1","3","3.0000","3","3","0","0.0000","0","0"
"2","94","658","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","674","25","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","744","16","1","15","15.0000","15","15","0","0.0000","0","0"
"2","94","774","15","2","1","0.5000","1","0","16","8.0000","16","0"
"2","94","789","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","790","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","94","790","16","2","22","11.0000","11","11","302","151.0000","151","151"
"2","94","817","4","1","33","33.0000","33","33","70","70.0000","70","70"
"2","94","817","15","1","0","0.0000","0","0","1","1.0000","1","1"
"2","94","839","11","1","13","13.0000","13","13","64","64.0000","64","64"
"2","94","848","10","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","850","13","1","2","2.0000","2","2","12","12.0000","12","12"
"2","94","853","15","1","0","0.0000","0","0","1","1.0000","1","1"
"2","94","854","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","94","857","15","1","0","0.0000","0","0","5","5.0000","5","5"
"2","94","864","10","7","41","5.8571","16","0","96","13.7143","41","0"
"2","94","864","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","94","882","14","2","0","0.0000","0","0","2","1.0000","2","0"
"2","94","882","16","1","3","3.0000","3","3","12","12.0000","12","12"
"2","94","927","4","1","10","10.0000","10","10","20","20.0000","20","20"
"2","94","943","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","947","7","1","0","0.0000","0","0","10","10.0000","10","10"
"2","94","947","13","1","1","1.0000","1","1","3","3.0000","3","3"
"2","94","948","13","4","89","22.2500","31","10","188","47.0000","89","6"
"2","94","950","7","5","5","1.0000","4","0","52","10.4000","18","4"
"2","94","950","13","1","13","13.0000","13","13","23","23.0000","23","23"
"2","94","950","16","4","119","29.7500","83","3","346","86.5000","211","8"
"2","94","951","10","3","2","0.6667","2","0","14","4.6667","9","1"
"2","94","951","13","7","81","11.5714","21","5","182","26.0000","34","20"
"2","94","951","15","27","4","0.1481","4","0","0","0.0000","0","0"
"2","94","951","16","6","65","10.8333","26","3","204","34.0000","100","8"
"2","94","953","16","2","47","23.5000","24","23","300","150.0000","150","150"
"2","94","958","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","966","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","968","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","981","15","2","0","0.0000","0","0","6","3.0000","3","3"
"2","94","982","13","2","11","5.5000","7","4","25","12.5000","15","10"
"2","94","982","16","1","9","9.0000","9","9","15","15.0000","15","15"
"2","94","983","13","1","1","1.0000","1","1","22","22.0000","22","22"
"2","94","986","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","989","13","1","9","9.0000","9","9","17","17.0000","17","17"
"2","94","1008","15","16","19","1.1875","5","0","105","6.5625","19","0"
"2","94","1010","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1012","8","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1017","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1017","15","1","0","0.0000","0","0","2","2.0000","2","2"
"2","94","1025","7","1","12","12.0000","12","12","200","200.0000","200","200"
"2","94","1026","15","1","0","0.0000","0","0","3","3.0000","3","3"
"2","94","1043","13","4","176","44.0000","87","3","229","57.2500","131","2"
"2","94","1073","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1094","4","1","0","0.0000","0","0","2","2.0000","2","2"
"2","94","1094","13","11","322","29.2727","57","3","537","48.8182","100","7"
"2","94","1094","15","2","1","0.5000","1","0","0","0.0000","0","0"
"2","94","1128","13","1","1","1.0000","1","1","13","13.0000","13","13"
"2","94","1129","10","1","2","2.0000","2","2","6","6.0000","6","6"
"2","94","1129","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1136","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1137","13","3","79","26.3333","32","18","225","75.0000","100","55"
"2","94","1139","4","1","13","13.0000","13","13","52","52.0000","52","52"
"2","94","1139","7","1","0","0.0000","0","0","14","14.0000","14","14"
"2","94","1170","4","2","4","2.0000","4","0","29","14.5000","25","4"
"2","94","1170","10","1","2","2.0000","2","2","12","12.0000","12","12"
"2","94","1195","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1229","15","11","1","0.0909","1","0","1","0.0909","1","0"
"2","94","1233","15","2","0","0.0000","0","0","28","14.0000","25","3"
"2","94","1250","7","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1253","16","1","0","0.0000","0","0","5","5.0000","5","5"
"2","94","1266","15","3","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1296","3","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1298","4","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1298","7","2","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1298","11","1","0","0.0000","0","0","5","5.0000","5","5"
"2","94","1298","15","3","14","4.6667","10","0","124","41.3333","90","0"
"2","94","1318","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1328","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1329","10","1","1","1.0000","1","1","5","5.0000","5","5"
"2","94","1341","4","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1341","10","2","6","3.0000","4","2","32","16.0000","22","10"
"2","94","1341","15","2","2","1.0000","2","0","2","1.0000","2","0"
"2","94","1345","4","1","1","1.0000","1","1","1","1.0000","1","1"
"2","94","1347","4","1","2","2.0000","2","2","2","2.0000","2","2"
"2","94","1357","13","3","56","18.6667","28","5","331","110.3333","227","4"
"2","94","1361","15","2","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1387","3","5","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1387","15","7","1","0.1429","1","0","12","1.7143","12","0"
"2","94","1423","7","1","3","3.0000","3","3","12","12.0000","12","12"
"2","94","1430","4","1","13","13.0000","13","13","161","161.0000","161","161"
"2","94","1468","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1479","15","1","0","0.0000","0","0","21","21.0000","21","21"
"2","94","1503","15","1","0","0.0000","0","0","0","0.0000","0","0"
"2","94","1504","15","3","1","0.3333","1","0","1","0.3333","1","0"
