"gname","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Catholic Reaction Force","1","0","0.0000","0","0","0","0.0000","0","0"
"Caucasus Emirate","33","184","5.5758","38","0","589","17.8485","168","0"
"Caucasus Province of the Islamic State","6","11","1.8333","4","0","17","2.8333","16","0"
"Cells of Direct Attack - Living Waste Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Central African National Liberation Movement","1","3","3.0000","3","3","0","0.0000","0","0"
"Central American Movement of Solidarity (MOSCA)","2","0","0.0000","0","0","0","0.0000","0","0"
"Chama Pueblo en Rebelion","1","0","0.0000","0","0","0","0.0000","0","0"
"Charles Martel Group","2","0","0.0000","0","0","0","0.0000","0","0"
"Charlot Jacquelin Militant Front","1","0","0.0000","0","0","0","0.0000","0","0"
"Che Guevara Brigade","7","0","0.0000","0","0","0","0.0000","0","0"
"Che Guevara Guerrillas","5","0","0.0000","0","0","0","0.0000","0","0"
"Chechen Rebels","178","1013","5.6910","90","0","2391","13.4326","197","0"
"Chicano Liberation Front","28","1","0.0357","1","0","4","0.1429","4","0"
"Chicano Radicals","8","0","0.0000","0","0","0","0.0000","0","0"
"Children of November","2","0","0.0000","0","0","0","0.0000","0","0"
"Chilean Anti-Communist Alliance (ACHA)","3","0","0.0000","0","0","0","0.0000","0","0"
"Chilean Committee of Support for the Peruvian Revolution","1","0","0.0000","0","0","0","0.0000","0","0"
"Chinese Pirates","1","0","0.0000","0","0","0","0.0000","0","0"
"Christ Chaos","1","0","0.0000","0","0","0","0.0000","0","0"
"Christian extremists","4","4","1.0000","3","0","48","12.0000","38","3"
"Christian Liberation Army","2","0","0.0000","0","0","0","0.0000","0","0"
"Christian Palestinian group","1","0","0.0000","0","0","0","0.0000","0","0"
"Christian State-Holy Rus","1","0","0.0000","0","0","0","0.0000","0","0"
"Chukakuha (Middle Core Faction)","9","0","0.0000","0","0","0","0.0000","0","0"
"Chukakuha Revolutionary Army","1","0","0.0000","0","0","0","0.0000","0","0"
"Cinchoneros Popular Liberation Movement","11","8","0.7273","4","0","3","0.2727","2","0"
"Citizen's Rights Protection Volunteers","1","0","0.0000","0","0","1","1.0000","1","1"
"Citizens Volunteer Force","1","3","3.0000","3","3","0","0.0000","0","0"
"Civic United Front (CUF)","1","0","0.0000","0","0","0","0.0000","0","0"
"Civil Association for Peace in Colombia, Asocipaz","1","9","9.0000","9","9","0","0.0000","0","0"
"Civil Protection Units (YPS)","1","3","3.0000","3","3","9","9.0000","9","9"
"Civil War Veterans","1","0","0.0000","0","0","8","8.0000","8","8"
"Civilian Defense","1","1","1.0000","1","1","2","2.0000","2","2"
"Civilian Joint Task Force (JTF)","1","0","0.0000","0","0","0","0.0000","0","0"
"Cleansing Hand (La Mano Que Limpia)","1","2","2.0000","2","2","0","0.0000","0","0"
"Cleansing Squad","1","10","10.0000","10","10","1","1.0000","1","1"
"Coalition for Unity and Democracy (CUD)","2","0","0.0000","0","0","0","0.0000","0","0"
"Coalition to Save the Preserves (CSP)","7","0","0.0000","0","0","0","0.0000","0","0"
"Coca Farmers","1","4","4.0000","4","4","7","7.0000","7","7"
"Colombia Without Guerrillas","2","2","1.0000","1","1","0","0.0000","0","0"
"Colombian Guerrillas","4","1","0.2500","1","0","2","0.5000","2","0"
"Colombian Patriotic Resistance","3","0","0.0000","0","0","7","2.3333","3","2"
"Colombian Revolution","1","6","6.0000","6","6","0","0.0000","0","0"
"Colonel Karuna Faction","2","5","2.5000","5","0","14","7.0000","14","0"
"Column 88","2","0","0.0000","0","0","2","1.0000","1","1"
"Comando Autónomo Voltaire Argandoña","1","0","0.0000","0","0","0","0.0000","0","0"
"Comando Bautista B","1","0","0.0000","0","0","0","0.0000","0","0"
"Comando Independiente Revolucionario","1","0","0.0000","0","0","0","0.0000","0","0"
"Comando Malvinas Argentinas","1","0","0.0000","0","0","0","0.0000","0","0"
"Combat 18","1","0","0.0000","0","0","0","0.0000","0","0"
"Combat Territory Groups","2","0","0.0000","0","0","0","0.0000","0","0"
"Comite d'Action Viticole","9","0","0.0000","0","0","0","0.0000","0","0"
"Commander Luciano Varela Antiguerrilla Group","1","11","11.0000","11","11","0","0.0000","0","0"
"Commando Adolph Hitler","4","0","0.0000","0","0","0","0.0000","0","0"
"Commando Delta","1","1","1.0000","1","1","1","1.0000","1","1"
"Commando Internacionalista Simon Bolivar","1","0","0.0000","0","0","0","0.0000","0","0"
"Commandos","2","5","2.5000","5","0","0","0.0000","0","0"
"Commandos for A Popular alternative","4","38","9.5000","18","6","0","0.0000","0","0"
"Commandos of France","3","0","0.0000","0","0","1","0.3333","1","0"
"Committee for a National Drive for Peace and Democracy","1","18","18.0000","18","18","0","0.0000","0","0"
"Committee for the Elimination of Killer Collaborators","1","1","1.0000","1","1","50","50.0000","50","50"
"Committee for the Safeguard of the Islamic Revolution","1","0","0.0000","0","0","0","0.0000","0","0"
"Committee of action against bull fights","1","0","0.0000","0","0","0","0.0000","0","0"
"Committee of Coordination","4","6","1.5000","2","1","21","5.2500","20","0"
"Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA)","6","2","0.3333","1","0","78","13.0000","51","0"
"Communist Brigade Dante Dimani","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Combat Unit","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Combattant Cells (CCC) (Belgium)","4","2","0.5000","2","0","13","3.2500","12","0"
"Communist Fighters Association","1","0","0.0000","0","0","1","1.0000","1","1"
"Communist Fighting Unit","3","0","0.0000","0","0","0","0.0000","0","0"
"Communist Front for Counterpower","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Group of Proletarian Internationalism","3","0","0.0000","0","0","0","0.0000","0","0"
"Communist Hunters Command (CCC)","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Nuclear","1","1","1.0000","1","1","0","0.0000","0","0"
"Communist Nuclei of Counter Power","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Party of India","1","1","1.0000","1","1","2","2.0000","2","2"
"Communist Party of India - Maoist (CPI-Maoist)","898","883","0.9833","82","0","707","0.7873","45","0"
"Communist Party of India- Marxist","2","0","0.0000","0","0","3","1.5000","3","0"
"Communist Party of India- Marxist-Leninist","2","9","4.5000","9","0","5","2.5000","5","0"
"Communist Party of Malaysia- Marxist-Leninist","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Party of Nepal - Maoist (CPN-Maoist-Chand)","55","0","0.0000","0","0","32","0.5818","12","0"
"Communist Party of Nepal- Maoist (CPN-M)","10","583","58.3000","518","0","267","26.7000","216","0"
"Communist Party of Nepal-Maoist (Baidya)","14","2","0.1429","1","0","25","1.7857","15","0"
"Communist Party of Thailand","1","6","6.0000","6","6","0","0.0000","0","0"
"Communist Patrols for Counter Power","1","0","0.0000","0","0","0","0.0000","0","0"
"Communist Progress","2","0","0.0000","0","0","0","0.0000","0","0"
"Communist Territorial Nuclei","1","1","1.0000","1","1","1","1.0000","1","1"
"Communists","38","73","1.9211","27","0","36","0.9474","12","0"
"Communists Fighting Imperialism and Armaments","2","0","0.0000","0","0","2","1.0000","2","0"
"Comrades in Arms","1","0","0.0000","0","0","0","0.0000","0","0"
"Concerned Militant Leaders (CML)","1","3","3.0000","3","3","0","0.0000","0","0"
"Condor","2","0","0.0000","0","0","2","1.0000","2","0"
"Confederation of Iranian Students/National Union (CISNU)","1","0","0.0000","0","0","3","3.0000","3","3"
"Congolese Armed Patriotic Group","1","15","15.0000","15","15","0","0.0000","0","0"
"Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP)","1","1","1.0000","1","1","2","2.0000","2","2"
"Congolese Rally for Democracy (RCD)","1","0","0.0000","0","0","2","2.0000","2","2"
"Congress of Kabardian People","1","0","0.0000","0","0","0","0.0000","0","0"
"Congress Party Activists","3","3","1.0000","2","0","5","1.6667","4","0"
"Conqueror Army","1","0","0.0000","0","0","62","62.0000","62","62"
"Conscientious Arsonists (CA)","5","0","0.0000","0","0","0","0.0000","0","0"
"Conspiracy of Cells of Fire","24","0","0.0000","0","0","21","0.8750","14","0"
"Conspiracy of Vengeful Arsonists","1","0","0.0000","0","0","0","0.0000","0","0"
"Conspiracy theory extremists","1","0","0.0000","0","0","0","0.0000","0","0"
"Continental Revolutionary Army","2","0","0.0000","0","0","4","2.0000","4","0"
"Continuity Irish Republican Army (CIRA)","15","1","0.0667","1","0","19","1.2667","17","0"
"Contras","57","416","7.2982","75","0","50","0.8772","15","0"
"Convention of Liberal Reformers (CLR)","1","4","4.0000","4","4","0","0.0000","0","0"
"Convention of Patriots for Justice and Peace","1","9","9.0000","9","9","4","4.0000","4","4"
"Coordination Committee (CORCOM)","10","6","0.6000","6","0","7","0.7000","7","0"
"Coordination of Azawad Movements (CMA)","2","0","0.0000","0","0","2","1.0000","2","0"
"Coordination of the United Revolutionary Organization (CORU)","7","73","10.4286","73","0","7","1.0000","3","0"
"Core Conspirators for the Extension of Chaos (Núcleo de Conspiradores por la Extensión de Kaos)","1","0","0.0000","0","0","0","0.0000","0","0"
"Corsican National Liberation Front (FLNC)","321","2","0.0062","1","0","47","0.1464","8","0"
"Corsican National Liberation Front- Historic Channel","102","0","0.0000","0","0","0","0.0000","0","0"
"Corsican Nationalists","12","0","0.0000","0","0","0","0.0000","0","0"
"Corsican Separatists","19","1","0.0526","1","0","0","0.0000","0","0"
"Cossack Separatists","1","0","0.0000","0","0","2","2.0000","2","2"
"Council for Popular Justice","2","0","0.0000","0","0","0","0.0000","0","0"
"Council for the Destruction of Order","1","0","0.0000","0","0","0","0.0000","0","0"
"Counter-revolutionaries","5","19","3.8000","8","0","34","6.8000","13","0"
"Counterrevolutionary Solidarity (SC)","1","0","0.0000","0","0","0","0.0000","0","0"
"Coup plotters","1","40","40.0000","40","40","0","0.0000","0","0"
"Court Reform extremists","1","0","0.0000","0","0","0","0.0000","0","0"
"Covenant, Sword and the Arm of the Lord (CSA)","4","1","0.2500","1","0","0","0.0000","0","0"
"Crazy Brabant Killers","1","7","7.0000","7","7","3","3.0000","3","3"
"Croat Democratic Union","1","0","0.0000","0","0","0","0.0000","0","0"
"Croatian Freedom Fighters","3","0","0.0000","0","0","3","1.0000","3","0"
"Croatian Nationalists","14","40","2.8571","26","0","85","6.0714","74","0"
"Croatian Revolutionary Cell-Bruno Busic Dept","1","0","0.0000","0","0","0","0.0000","0","0"
"Crypteia","1","0","0.0000","0","0","0","0.0000","0","0"
"CSS Movement","1","0","0.0000","0","0","0","0.0000","0","0"
"Cuban Action","8","0","0.0000","0","0","4","0.5000","4","0"
"Cuban C-4 Movement","1","0","0.0000","0","0","0","0.0000","0","0"
"Cuban Exiles","11","0","0.0000","0","0","2","0.1818","2","0"
"Cyprus Turkish People's Movement","6","0","0.0000","0","0","0","0.0000","0","0"
"Cyrenaica Self-Defense Force","1","0","0.0000","0","0","0","0.0000","0","0"
"Dacoits","9","30","3.3333","9","0","8","0.8889","6","0"
"Dagestani Shari'ah Jamaat","5","13","2.6000","10","0","30","6.0000","14","2"
"David Yau Yau Militia","4","182","45.5000","103","26","100","25.0000","29","13"
"Death Squad","126","243","1.9286","43","0","67","0.5317","47","0"
"Death to Drug Traffickers","1","2","2.0000","2","2","5","5.0000","5","5"
"Death to Kidnappers (MAS)","5","15","3.0000","8","0","0","0.0000","0","0"
"Deccan Mujahideen","7","116","16.5714","58","1","176","25.1429","76","0"
"December 13 Independent Group","3","0","0.0000","0","0","0","0.0000","0","0"
"Delta Democratic Militia","1","0","0.0000","0","0","3","3.0000","3","3"
"Delta Group","1","0","0.0000","0","0","0","0.0000","0","0"
"Democratic Front for the Liberation of Palestine (DFLP)","16","43","2.6875","25","0","197","12.3125","70","0"
"Democratic Front for the Liberation of Rwanda (FDLR)","28","210","7.5000","86","0","94","3.3571","28","0"
"Democratic Front of the Central African People (FDPC)","1","0","0.0000","0","0","0","0.0000","0","0"
"Democratic Karen Buddhist Army (DKBA)","13","15","1.1538","4","0","48","3.6923","39","0"
"Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK)","1","0","0.0000","0","0","0","0.0000","0","0"
"Democratic Revolutionary Alliance (ARDE)","51","679","13.3137","111","0","212","4.1569","34","0"
"Democratic Revolutionary Front (FDR)","1","1","1.0000","1","1","4","4.0000","4","4"
"Democratic Revolutionary Party","4","9","2.2500","5","0","5","1.2500","4","0"
"Democratic Youth Federation of India (DYFI)","2","0","0.0000","0","0","0","0.0000","0","0"
"Deniers of Holidays","1","0","0.0000","0","0","0","0.0000","0","0"
"Derna Protection Force (DPF)","1","7","7.0000","7","7","7","7.0000","7","7"
"Detonators of Social Uprisings","1","0","0.0000","0","0","0","0.0000","0","0"
"Dev Sol","112","83","0.7411","11","0","86","0.7679","25","0"
"Devrimici Halk Kurtulus Cephesi (DHKP/C)","26","21","0.8077","3","0","62","2.3846","16","0"
"Didier Ratsiraka's Militia","1","0","0.0000","0","0","0","0.0000","0","0"
"Dignity Command","1","0","0.0000","0","0","0","0.0000","0","0"
"Dignity for Colombia","2","3","1.5000","2","1","2","1.0000","2","0"
"Dima Halao Daoga (DHD)","5","13","2.6000","5","0","10","2.0000","10","0"
"Dioulas tribal group","1","4","4.0000","4","4","0","0.0000","0","0"
"Dishmish Regiment","2","2","1.0000","1","1","0","0.0000","0","0"
"Dissident","1","0","0.0000","0","0","0","0.0000","0","0"
"Dissident Republican Guard","1","5","5.0000","5","5","9","9.0000","9","9"
"Dissident Republicans","36","0","0.0000","0","0","3","0.0833","1","0"
"Dnestr Rebels","1","2","2.0000","2","2","12","12.0000","12","12"
"Dnestr Republic Separatists","2","0","0.0000","0","0","0","0.0000","0","0"
"Dogon extremists","2","36","18.0000","32","4","0","0.0000","0","0"
"Dominican Popular Movement (MPD)","1","0","0.0000","0","0","0","0.0000","0","0"
"Donetsk People's Republic","196","662","3.3776","298","0","697","3.5561","95","0"
"Donskoy Army","2","1","0.5000","1","0","5","2.5000","3","2"
"Down with Lubbers","1","0","0.0000","0","0","0","0.0000","0","0"
"Draa El Mizan Seriat","1","1","1.0000","1","1","0","0.0000","0","0"
"Dravidar Kazhagam","1","0","0.0000","0","0","0","0.0000","0","0"
"Dravidar Viduthalai Kazhagam (DVK)","2","0","0.0000","0","0","2","1.0000","1","1"
"Drug-Related Terrorists","2","3","1.5000","2","1","1","0.5000","1","0"
"Dukhta-ran-e-Millat","1","1","1.0000","1","1","2","2.0000","2","2"
"Eagles of the Palestinian Revolution","5","3","0.6000","2","0","4","0.8000","4","0"
"Earth First!","3","0","0.0000","0","0","0","0.0000","0","0"
"Earth Liberation Front (ELF)","59","0","0.0000","0","0","0","0.0000","0","0"
"East Asia Anti Japanese Armed Front","2","2","1.0000","2","0","0","0.0000","0","0"
"East Asia Division of the Islamic State","1","0","0.0000","0","0","8","8.0000","8","8"
"East Side Action Committee","1","0","0.0000","0","0","0","0.0000","0","0"
"East Timorese extremists","4","18","4.5000","17","0","7","1.7500","6","0"
"Eastern Turkistan Islamic Movement (ETIM)","3","22","7.3333","16","3","31","10.3333","17","2"
"Economic Freedom Fighters","7","0","0.0000","0","0","0","0.0000","0","0"
"Eelam People's Revolutionary Liberation Front (EPRLF)","2","21","10.5000","19","2","70","35.0000","68","2"
"Egypt's Revolution","1","0","0.0000","0","0","2","2.0000","2","2"
"Egyptian Islamic Jihad (Al-Jihad)","5","20","4.0000","16","0","67","13.4000","60","1"
"Egyptian Tawhid and Jihad","1","18","18.0000","18","18","87","87.0000","87","87"
"Egyptians","2","5","2.5000","5","0","7","3.5000","6","1"
"Ein Tyrol (One Tyrol)","5","0","0.0000","0","0","1","0.2000","1","0"
"Ejercito de Liberacion Nacional (Bolivia)","1","0","0.0000","0","0","0","0.0000","0","0"
"Ejercito Revolucionaria del Pueblo (ERP) (Argentina)","29","9","0.3103","3","0","7","0.2414","5","0"
"El Mico Rebel Gray","1","2","2.0000","2","2","0","0.0000","0","0"
"El Movimiento Revolucionario Independinista","1","0","0.0000","0","0","0","0.0000","0","0"
"El-Feth katibat","1","0","0.0000","0","0","3","3.0000","3","3"
"Elements Police Cobra Squadron","1","4","4.0000","4","4","9","9.0000","9","9"
"Emilio Recabarren Commando","1","0","0.0000","0","0","0","0.0000","0","0"
"English Defense League (EDL)","1","0","0.0000","0","0","0","0.0000","0","0"
"Enraged Revolutionaries","1","0","0.0000","0","0","0","0.0000","0","0"
"Environmentalists","4","0","0.0000","0","0","0","0.0000","0","0"
"Equilibrio Nacional","1","0","0.0000","0","0","0","0.0000","0","0"
"Eritrean Liberation Front","1","0","0.0000","0","0","0","0.0000","0","0"
"Eritrean Peoples Liberation Front","2","0","0.0000","0","0","0","0.0000","0","0"
"Erotic Anti-authority Cells","1","0","0.0000","0","0","0","0.0000","0","0"
"Ethiopian People's Revolutionary Party","1","200","200.0000","200","200","300","300.0000","300","300"
"Ethiopians","1","0","0.0000","0","0","0","0.0000","0","0"
"Eva Peron Organization","1","0","0.0000","0","0","0","0.0000","0","0"
"Evangelical Christians","1","8","8.0000","8","8","0","0.0000","0","0"
"Ex-Somoza National Guard","15","80","5.3333","18","0","14","0.9333","6","0"
"Extortionists","2","0","0.0000","0","0","0","0.0000","0","0"
"Extraparliamentary Opposition (APO)","1","0","0.0000","0","0","0","0.0000","0","0"
"Extremists","5","5","1.0000","2","0","3","0.6000","2","0"
"Face to Face (Face-a-Face)","1","0","0.0000","0","0","0","0.0000","0","0"
"Faithful Resistance","1","5","5.0000","5","5","0","0.0000","0","0"
"Falanga","1","0","0.0000","0","0","0","0.0000","0","0"
"Falange","1","0","0.0000","0","0","0","0.0000","0","0"
"Farabundo Marti National Liberation Front (FMLN)","1724","5513","3.1978","165","0","2581","1.4971","130","0"
"Farm Animal Revenge Militia (FARM)","2","0","0.0000","0","0","0","0.0000","0","0"
"Farmers","2","5","2.5000","3","2","0","0.0000","0","0"
"Fatah al-Islam","2","2","1.0000","2","0","2","1.0000","2","0"
"Fatah Hawks","3","4","1.3333","3","0","19","6.3333","17","0"
"Fatah Uprising","3","0","0.0000","0","0","13","4.3333","13","0"
"Father of the Poor","1","0","0.0000","0","0","0","0.0000","0","0"
"Fatherland","1","0","0.0000","0","0","0","0.0000","0","0"
"Fatoni Warriors","1","0","0.0000","0","0","0","0.0000","0","0"
"February 14th Movement","2","0","0.0000","0","0","0","0.0000","0","0"
"February 27 Revolutionary Armed Forces","1","0","0.0000","0","0","0","0.0000","0","0"
"February 28 Popular League (El Salvador)","5","2","0.4000","2","0","0","0.0000","0","0"
"Fedayeen","2","0","0.0000","0","0","0","0.0000","0","0"
"Fedayeen Khalq (People's Commandos)","1","0","0.0000","0","0","3","3.0000","3","3"
"Fedayeen of the Imperial Iranian Monarchy","1","0","0.0000","0","0","0","0.0000","0","0"
"Federation of Students and Scholars of Cote d'Ivoire (FESCI)","1","0","0.0000","0","0","0","0.0000","0","0"
"Feminist extremists","1","0","0.0000","0","0","0","0.0000","0","0"
"Fezzan Province of the Islamic State","3","26","8.6667","11","4","5","1.6667","3","0"
"Fight Against Authority","1","0","0.0000","0","0","0","0.0000","0","0"
"Fight Xenophobia","1","0","0.0000","0","0","0","0.0000","0","0"
"Fighters for Communism","1","0","0.0000","0","0","0","0.0000","0","0"
"Fighters for the Liberation of the Turkish People","1","1","1.0000","1","1","0","0.0000","0","0"
"Fighters of Democratic Latvia","1","0","0.0000","0","0","0","0.0000","0","0"
"Fighters of the People","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Fighting Communist Front","1","0","0.0000","0","0","0","0.0000","0","0"
"Fighting Communist Unit","1","0","0.0000","0","0","1","1.0000","1","1"
"Fighting For Freedom Coalition (FFFC-Ottawa)","1","0","0.0000","0","0","0","0.0000","0","0"
"Fighting Guerrilla Formation","5","0","0.0000","0","0","2","0.4000","1","0"
"Filipino Soldiers for the Country","2","6","3.0000","3","3","120","60.0000","60","60"
"Fire and Flame for the Police (FFdP)","2","0","0.0000","0","0","0","0.0000","0","0"
"First of October Antifascist Resistance Group (GRAPO)","89","27","0.3034","8","0","51","0.5730","39","0"
"Forbidden Blockade (Greece)","1","0","0.0000","0","0","0","0.0000","0","0"
"Force 17","5","2","0.4000","1","0","74","14.8000","70","0"
"Forces for the Defense of Democracy (FDD)","2","7","3.5000","5","2","7","3.5000","7","0"
"Forest Brothers","1","2","2.0000","2","2","3","3.0000","3","3"
"Forqan Group","2","0","0.0000","0","0","1","0.5000","1","0"
"Forum for the Restoration of Democracy-Kenya","1","0","0.0000","0","0","0","0.0000","0","0"
"Four Martyrs Brigade","1","2","2.0000","2","2","2","2.0000","2","2"
"Fourth Reich Skinheads","1","0","0.0000","0","0","0","0.0000","0","0"
"Francia","8","0","0.0000","0","0","0","0.0000","0","0"
"Fred Hampton Unit of the People's Forces","1","0","0.0000","0","0","0","0.0000","0","0"
"Free Aceh Movement (GAM)","56","41","0.7321","12","0","56","1.0000","13","0"
"Free Galician People's Guerrilla Army","13","0","0.0000","0","0","0","0.0000","0","0"
"Free Lebanon","1","0","0.0000","0","0","7","7.0000","7","7"
"Free Papua Movement (OPM-Organisasi Papua Merdeka)","19","32","1.6842","11","0","16","0.8421","6","0"
"Free Syrian Army","29","81","2.7931","17","0","213","7.3448","41","0"
"Freedom Eagles of Africa","1","0","0.0000","0","0","0","0.0000","0","0"
"Freedom Party","1","2","2.0000","2","2","1","1.0000","1","1"
"Freital Group","3","0","0.0000","0","0","1","0.3333","1","0"
"French National","1","1","1.0000","1","1","0","0.0000","0","0"
"Friendly Company","1","0","0.0000","0","0","0","0.0000","0","0"
"Friends of Freedom","2","0","0.0000","0","0","0","0.0000","0","0"
"Friends of Loukanikos","1","0","0.0000","0","0","0","0.0000","0","0"
"Front for the Liberation of Lebanon from Foreigners","3","51","17.0000","35","4","181","60.3333","133","20"
"Front For the Liberation of the Azores","5","0","0.0000","0","0","11","2.2000","11","0"
"Front for the Liberation of the Enclave of Cabinda (FLEC)","7","16","2.2857","10","0","9","1.2857","7","0"
"Front for the Liberation of the French Somali Coast","1","1","1.0000","1","1","0","0.0000","0","0"
"Front for the Restoration of Unity and Democracy","2","10","5.0000","8","2","26","13.0000","26","0"
"Front of Resistance and National Liberation of Albanians","1","0","0.0000","0","0","2","2.0000","2","2"
"Fronte Paesanu Corsu di Liberazione (FPCL)","1","0","0.0000","0","0","0","0.0000","0","0"
"Fuerza Nueva","1","0","0.0000","0","0","0","0.0000","0","0"
"Fuerzas Armadas de Liberacion Nacional (FALN)","58","6","0.1034","4","0","77","1.3276","53","0"
"Fuerzas Armadas Revolucionarias del Pueblo (FARP)","2","0","0.0000","0","0","2","1.0000","1","1"
"Fulani extremists","239","994","4.1590","34","0","791","3.3096","80","0"
"Fundamentalists","2","0","0.0000","0","0","0","0.0000","0","0"
"Furious Rebellion","1","0","0.0000","0","0","0","0.0000","0","0"
"GAC","1","0","0.0000","0","0","0","0.0000","0","0"
"Gaddafi loyalists","1","1","1.0000","1","1","0","0.0000","0","0"
"Gaitanista Self-Defense Forces of Colombia (AGC)","1","0","0.0000","0","0","25","25.0000","25","25"
"Ganda Koi","1","0","0.0000","0","0","7","7.0000","7","7"
"Gang","2","3","1.5000","3","0","9","4.5000","9","0"
"Gangs of Conscience","2","0","0.0000","0","0","0","0.0000","0","0"
"Garo National Liberation Army","57","26","0.4561","5","0","49","0.8596","8","0"
"Gazteriak","1","0","0.0000","0","0","0","0.0000","0","0"
"Gbagbo Loyalists","9","6","0.6667","6","0","2","0.2222","1","0"
"Generation of Arab Fury","2","1","0.5000","1","0","16","8.0000","16","0"
"George Jackson Brigade","10","1","0.1000","1","0","0","0.0000","0","0"
"Georgian extremists","1","0","0.0000","0","0","1","1.0000","1","1"
"Georgian Militants","1","30","30.0000","30","30","0","0.0000","0","0"
"Georgian Sabotage Group","1","4","4.0000","4","4","0","0.0000","0","0"
"German Resistance Movement","2","0","0.0000","0","0","0","0.0000","0","0"
"Global Intifada","2","0","0.0000","0","0","0","0.0000","0","0"
"GN-95","1","1","1.0000","1","1","0","0.0000","0","0"
"God's Oppressed Army","1","0","0.0000","0","0","0","0.0000","0","0"
"Golden Dawn","1","0","0.0000","0","0","5","5.0000","5","5"
"Good Vision Party (India)","1","0","0.0000","0","0","0","0.0000","0","0"
"Gorkha Janmukti Morcha (GJM)","57","0","0.0000","0","0","19","0.3333","10","0"
"Gorkha Liberation Army (GLA)","5","1","0.2000","1","0","2","0.4000","2","0"
"Government Supporters","2","0","0.0000","0","0","21","10.5000","20","1"
"GP II","1","0","0.0000","0","0","1","1.0000","1","1"
"Gracchus Babeuf","1","0","0.0000","0","0","0","0.0000","0","0"
"Great Eastern Islamic Raiders Front (IBDA-C)","23","24","1.0435","11","0","305","13.2609","151","0"
"Greater Damascus Operations Room","1","1","1.0000","1","1","4","4.0000","4","4"
"Greek Anti-Dictatorial Youth (EAN)","1","0","0.0000","0","0","0","0.0000","0","0"
"Greek National Socialist Organization","1","1","1.0000","1","1","0","0.0000","0","0"
"Greek Popular Resistance","1","0","0.0000","0","0","0","0.0000","0","0"
"Grey Wolves","2","1","0.5000","1","0","1","0.5000","1","0"
"Group of Popular Fighters","7","0","0.0000","0","0","0","0.0000","0","0"
"Group Yuri Choukewitch","1","0","0.0000","0","0","0","0.0000","0","0"
"Groups for Dissemination of Revolutionary Theory and Action","1","0","0.0000","0","0","0","0.0000","0","0"
"Grupo Estrella","3","0","0.0000","0","0","2","0.6667","1","0"
"Grupo Libertad","1","0","0.0000","0","0","0","0.0000","0","0"
"Guadalcanal Liberation Front (GLF)","1","1","1.0000","1","1","0","0.0000","0","0"
"Guadeloupe Liberation Army","3","1","0.3333","1","0","1","0.3333","1","0"
"Guadeloupe Separatists","1","0","0.0000","0","0","1","1.0000","1","1"
"Guardians of the Islamic Revolution","1","0","0.0000","0","0","1","1.0000","1","1"
"Guards of the Fighting Proletariat","1","0","0.0000","0","0","0","0.0000","0","0"
"Guatemalan Communist Party","1","1","1.0000","1","1","0","0.0000","0","0"
"Guatemalan hired assasins","1","1","1.0000","1","1","0","0.0000","0","0"
"Guatemalan Labor Party (PGT)","6","5","0.8333","3","0","1","0.1667","1","0"
"Guatemalan National Revolutionary Unity (URNG)","54","97","1.7963","37","0","60","1.1111","28","0"
"Guerrilla Army of the Poor (EGP)","51","303","5.9412","34","0","48","0.9412","7","0"
"Guerrilla Command Force 97","1","0","0.0000","0","0","1","1.0000","1","1"
"Guerrilla Forces for Liberation","1","0","0.0000","0","0","0","0.0000","0","0"
"Guerrilla Movement of the Poor (MGP)","1","0","0.0000","0","0","0","0.0000","0","0"
"Guerrillas","14","22","1.5714","11","0","92","6.5714","70","0"
"Guerrillas of Christ the King","1","0","0.0000","0","0","7","7.0000","7","7"
"Gun runners","1","5","5.0000","5","5","0","0.0000","0","0"
"Gunmen","76","105","1.3816","33","0","171","2.2500","70","0"
"Gunmen loyal to Mohammad Farah Aideed","1","0","0.0000","0","0","0","0.0000","0","0"
"Gurkha National Liberation Front (GNLF)","21","8","0.3810","3","0","37","1.7619","34","0"
"Gutierrez Gomez Resistance Group","1","0","0.0000","0","0","0","0.0000","0","0"
"H-World/Heavenly Group","1","3","3.0000","3","3","0","0.0000","0","0"
"Habr Gedir Clan","1","7","7.0000","7","7","9","9.0000","9","9"
"Hadramawt Province of the Islamic State","3","25","8.3333","11","4","20","6.6667","10","0"
"Hadramawt Tribes Alliance","1","0","0.0000","0","0","0","0.0000","0","0"
"Hafiz Gul Bahadur Group","1","4","4.0000","4","4","4","4.0000","4","4"
"Haftar Militia","11","11","1.0000","6","0","67","6.0909","60","0"
"Haika","1","0","0.0000","0","0","0","0.0000","0","0"
"Halqa-e-Mehsud","7","17","2.4286","8","0","6","0.8571","4","0"
