"region","country","provstate","city","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"South Asia","India","Jammu and Kashmir","Khour","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Khrew","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Khudwani","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Kiloora","1","1","1.0000","1","1","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Kishtwar","2","2","1.0000","2","0","15","7.5000","15","0"
"South Asia","India","Jammu and Kashmir","Kishtwar district","2","2","1.0000","1","1","3","1.5000","3","0"
"South Asia","India","Jammu and Kashmir","Koil","1","2","2.0000","2","2","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Kokernag","1","0","0.0000","0","0","14","14.0000","14","14"
"South Asia","India","Jammu and Kashmir","Kotli Jhajjar","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Kralcheck Keller","1","2","2.0000","2","2","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Kralpora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Kreeri","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Kud","1","4","4.0000","4","4","32","32.0000","32","32"
"South Asia","India","Jammu and Kashmir","Kulangam","1","1","1.0000","1","1","14","14.0000","14","14"
"South Asia","India","Jammu and Kashmir","Kulgam","8","5","0.6250","4","0","59","7.3750","21","0"
"South Asia","India","Jammu and Kashmir","Kultrech","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Kunzer","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Kupwara","12","16","1.3333","6","0","23","1.9167","5","0"
"South Asia","India","Jammu and Kashmir","Kupwara district","3","6","2.0000","4","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Kushipora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Lalpora","1","3","3.0000","3","3","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Larnoo","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Lasana","1","0","0.0000","0","0","5","5.0000","5","5"
"South Asia","India","Jammu and Kashmir","Lasjan","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Laudara","1","1","1.0000","1","1","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Lazbal","1","2","2.0000","2","2","3","3.0000","3","3"
"South Asia","India","Jammu and Kashmir","Lehota","1","15","15.0000","15","15","5","5.0000","5","5"
"South Asia","India","Jammu and Kashmir","Lidpura","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Lolab","1","0","0.0000","0","0","5","5.0000","5","5"
"South Asia","India","Jammu and Kashmir","Lower Munda","1","2","2.0000","2","2","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Lower Mundah","1","12","12.0000","12","12","23","23.0000","23","23"
"South Asia","India","Jammu and Kashmir","Lurow","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Machi Pora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Madar","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Madora","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Magam","1","0","0.0000","0","0","17","17.0000","17","17"
"South Asia","India","Jammu and Kashmir","Mahind","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Maidanpora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Malikpora","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Manasbal","2","5","2.5000","3","2","49","24.5000","40","9"
"South Asia","India","Jammu and Kashmir","Mandi Pora","2","10","5.0000","5","5","4","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Manigam","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Manjakot","1","1","1.0000","1","1","9","9.0000","9","9"
"South Asia","India","Jammu and Kashmir","Manwal","1","4","4.0000","4","4","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Marah","1","5","5.0000","5","5","8","8.0000","8","8"
"South Asia","India","Jammu and Kashmir","Marhama","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Matha","1","2","2.0000","2","2","16","16.0000","16","16"
"South Asia","India","Jammu and Kashmir","Matribugh","1","5","5.0000","5","5","3","3.0000","3","3"
"South Asia","India","Jammu and Kashmir","Mazhom","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Meldoora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Memender","4","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Mendhar","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Mihrama","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Mirhama","3","2","0.6667","2","0","5","1.6667","5","0"
"South Asia","India","Jammu and Kashmir","Mohara","1","17","17.0000","17","17","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Molo","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Monghama","1","1","1.0000","1","1","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Mundji","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Murran","3","2","0.6667","1","0","3","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Nachala","1","4","4.0000","4","4","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Nagari Malpora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Nagbal","2","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Naid Khai","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Naidkhai","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Naira","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Narbal","2","0","0.0000","0","0","2","1.0000","2","0"
"South Asia","India","Jammu and Kashmir","Naseem Bagh","1","0","0.0000","0","0","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Nazneen Pora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Neel","2","7","3.5000","5","2","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Neloura","1","1","1.0000","1","1","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Nikke","1","3","3.0000","3","3","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Nishat","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Noorpora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Nowgam","3","6","2.0000","4","1","9","3.0000","6","1"
"South Asia","India","Jammu and Kashmir","Nowpora","2","2","1.0000","2","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Nowpora Payeen","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Nowshehra","1","4","4.0000","4","4","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Ompora","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Pader Pora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pahalgam","12","42","3.5000","35","0","188","15.6667","94","0"
"South Asia","India","Jammu and Kashmir","Pakharpora","1","2","2.0000","2","2","39","39.0000","39","39"
"South Asia","India","Jammu and Kashmir","Pakherpora","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Pallanwala","1","3","3.0000","3","3","3","3.0000","3","3"
"South Asia","India","Jammu and Kashmir","Pampore","6","16","2.6667","10","0","68","11.3333","26","2"
"South Asia","India","Jammu and Kashmir","Panar","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pantha Chowk","3","4","1.3333","3","0","14","4.6667","7","2"
"South Asia","India","Jammu and Kashmir","Panzgam","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Parimpora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pastun","1","0","0.0000","0","0","8","8.0000","8","8"
"South Asia","India","Jammu and Kashmir","Pattan","8","11","1.3750","5","0","20","2.5000","12","0"
"South Asia","India","Jammu and Kashmir","Pattan district","1","3","3.0000","3","3","3","3.0000","3","3"
"South Asia","India","Jammu and Kashmir","Pattapani","1","5","5.0000","5","5","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Pehlipora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Phraslan","1","3","3.0000","3","3","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pinjarar","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pinjoora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pombai","1","7","7.0000","7","7","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Poonch","7","39","5.5714","12","1","37","5.2857","15","0"
"South Asia","India","Jammu and Kashmir","Poonch District","6","22","3.6667","9","0","5","0.8333","3","0"
"South Asia","India","Jammu and Kashmir","Puhroo","1","4","4.0000","4","4","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pul Doda","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Pulwama","11","26","2.3636","15","0","166","15.0909","100","0"
"South Asia","India","Jammu and Kashmir","Pulwama district","5","5","1.0000","4","0","24","4.8000","23","0"
"South Asia","India","Jammu and Kashmir","Qaimoh","4","1","0.2500","1","0","1","0.2500","1","0"
"South Asia","India","Jammu and Kashmir","Qazigund","3","1","0.3333","1","0","6","2.0000","4","0"
"South Asia","India","Jammu and Kashmir","Rajouri","11","15","1.3636","5","0","83","7.5455","33","0"
"South Asia","India","Jammu and Kashmir","Rajouri District","2","1","0.5000","1","0","4","2.0000","4","0"
"South Asia","India","Jammu and Kashmir","Rajpora","1","1","1.0000","1","1","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Rajpora Chowk","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Ramban","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Ramnagri","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Ramsoo","3","8","2.6667","7","0","8","2.6667","5","1"
"South Asia","India","Jammu and Kashmir","Ratnipora","2","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Reasi","1","3","3.0000","3","3","6","6.0000","6","6"
"South Asia","India","Jammu and Kashmir","Reasi district","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Reshwari","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Saderkoot Payeen","1","7","7.0000","7","7","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Sadhunara","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Safa Pora","1","1","1.0000","1","1","3","3.0000","3","3"
"South Asia","India","Jammu and Kashmir","Saloha","1","15","15.0000","15","15","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Samba","1","2","2.0000","2","2","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Samnoo","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Sangaldan","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Sangrama","2","3","1.5000","3","0","5","2.5000","4","1"
"South Asia","India","Jammu and Kashmir","Saraikul","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Sarju","1","4","4.0000","4","4","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Seer","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Sempora","2","11","5.5000","9","2","20","10.0000","18","2"
"South Asia","India","Jammu and Kashmir","Shajroo","1","5","5.0000","5","5","9","9.0000","9","9"
"South Asia","India","Jammu and Kashmir","Sheikhpora","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Shiva","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Shopian","16","12","0.7500","7","0","122","7.6250","35","0"
"South Asia","India","Jammu and Kashmir","Shopian district","3","1","0.3333","1","0","8","2.6667","5","0"
"South Asia","India","Jammu and Kashmir","Sondipora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Soothoo","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Sopore","35","42","1.2000","7","0","136","3.8857","28","0"
"South Asia","India","Jammu and Kashmir","Sopore district","1","1","1.0000","1","1","6","6.0000","6","6"
"South Asia","India","Jammu and Kashmir","Sriguhphara","1","6","6.0000","6","6","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Srinagar","330","461","1.3970","31","0","1450","4.3939","60","0"
"South Asia","India","Jammu and Kashmir","Srinagar district","2","1","0.5000","1","0","21","10.5000","21","0"
"South Asia","India","Jammu and Kashmir","Sugan","1","0","0.0000","0","0","3","3.0000","3","3"
"South Asia","India","Jammu and Kashmir","Sumbal","2","7","3.5000","5","2","2","1.0000","2","0"
"South Asia","India","Jammu and Kashmir","Sunderbani","1","1","1.0000","1","1","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Tahab","2","0","0.0000","0","0","7","3.5000","7","0"
"South Asia","India","Jammu and Kashmir","Tandar","1","1","1.0000","1","1","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Tangdhar","2","5","2.5000","4","1","4","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Tangmang","1","0","0.0000","0","0","4","4.0000","4","4"
"South Asia","India","Jammu and Kashmir","Tappar","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Tarzoo Sopore","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Thajiwara Achabal","1","6","6.0000","6","6","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Thathar","1","1","1.0000","1","1","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Tiken Batpora","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Tral","10","4","0.4000","4","0","35","3.5000","29","0"
"South Asia","India","Jammu and Kashmir","Trehgam","1","1","1.0000","1","1","6","6.0000","6","6"
"South Asia","India","Jammu and Kashmir","Trichal","4","0","0.0000","0","0","8","2.0000","7","0"
"South Asia","India","Jammu and Kashmir","Tumlehaal","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Tumlehal","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Turka Wangam","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Udhampur","4","11","2.7500","4","1","10","2.5000","6","0"
"South Asia","India","Jammu and Kashmir","Udhampur district","2","12","6.0000","6","6","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Unknown","28","76","2.7143","18","0","169","6.0357","53","0"
"South Asia","India","Jammu and Kashmir","uri","3","24","8.0000","12","3","30","10.0000","30","0"
"South Asia","India","Jammu and Kashmir","Veelu","1","0","0.0000","0","0","6","6.0000","6","6"
"South Asia","India","Jammu and Kashmir","Verinag","2","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Vessu","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Wachi","2","0","0.0000","0","0","1","0.5000","1","0"
"South Asia","India","Jammu and Kashmir","Wadipora","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Wagad","1","1","1.0000","1","1","5","5.0000","5","5"
"South Asia","India","Jammu and Kashmir","Wagub","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jammu and Kashmir","Wagum","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Wahibugh","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Wasoora","1","9","9.0000","9","9","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Watargam","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Wathora","2","0","0.0000","0","0","4","2.0000","2","2"
"South Asia","India","Jammu and Kashmir","Yamberzal Wari","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Yaripora","5","6","1.2000","5","0","4","0.8000","4","0"
"South Asia","India","Jammu and Kashmir","Zainakote","1","1","1.0000","1","1","15","15.0000","15","15"
"South Asia","India","Jammu and Kashmir","Zakura","1","2","2.0000","2","2","6","6.0000","6","6"
"South Asia","India","Jammu and Kashmir","Zasoo Tahab","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jammu and Kashmir","Zewan","1","1","1.0000","1","1","7","7.0000","7","7"
"South Asia","India","Jharkhand","Aara Ghati","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Amjharia","2","5","2.5000","5","0","2","1.0000","2","0"
"South Asia","India","Jharkhand","Anjan","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Badam","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Badgund","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Badro","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bagdu","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bagma","1","1","1.0000","1","1","2","2.0000","2","2"
"South Asia","India","Jharkhand","Balu","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Balumath","2","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Banchatra","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jharkhand","Bariatu","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jharkhand","Barkol","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bartala","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Basna","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bautia","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bazaartand","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Beldih","1","0","0.0000","0","0","3","3.0000","3","3"
"South Asia","India","Jharkhand","Bermo","1","6","6.0000","6","6","6","6.0000","6","6"
"South Asia","India","Jharkhand","Bhakar","1","0","0.0000","0","0","10","10.0000","10","10"
"South Asia","India","Jharkhand","Bharno","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bhendatungri","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bhimlat","1","0","0.0000","0","0","3","3.0000","3","3"
"South Asia","India","Jharkhand","Birajpur","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Birbanki","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bisrampur","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Boda","1","5","5.0000","5","5","0","0.0000","0","0"
"South Asia","India","Jharkhand","Bodhadih","1","0","0.0000","0","0","3","3.0000","3","3"
"South Asia","India","Jharkhand","Bokaro","4","14","3.5000","13","0","3","0.7500","3","0"
"South Asia","India","Jharkhand","Bokaro district","15","2","0.1333","1","0","10","0.6667","4","0"
"South Asia","India","Jharkhand","Boodh","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jharkhand","Budarpakhar","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jharkhand","Budha Pahar","1","7","7.0000","7","7","3","3.0000","3","3"
"South Asia","India","Jharkhand","Bundu","1","2","2.0000","2","2","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chaibasa","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chainpur","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chak Harbhonga","1","1","1.0000","1","1","1","1.0000","1","1"
"South Asia","India","Jharkhand","Chakla","1","4","4.0000","4","4","1","1.0000","1","1"
"South Asia","India","Jharkhand","Chalgi","1","4","4.0000","4","4","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chama","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chandil","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chandrapura","1","1","1.0000","1","1","8","8.0000","8","8"
"South Asia","India","Jharkhand","Chandri","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chandwa","1","1","1.0000","1","1","5","5.0000","5","5"
"South Asia","India","Jharkhand","Charai","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Charhi","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jharkhand","Chatra","6","4","0.6667","4","0","1","0.1667","1","0"
"South Asia","India","Jharkhand","Chatra district","7","9","1.2857","9","0","5","0.7143","5","0"
"South Asia","India","Jharkhand","Chauparan","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chegro","2","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chetag","1","3","3.0000","3","3","4","4.0000","4","4"
"South Asia","India","Jharkhand","Chhatarpur","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chhipadohar","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chilauna","1","1","1.0000","1","1","2","2.0000","2","2"
"South Asia","India","Jharkhand","Chilkhari","1","18","18.0000","18","18","3","3.0000","3","3"
"South Asia","India","Jharkhand","Chirodih","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chiyanki","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chope","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chouparan","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Chowka More","2","2","1.0000","1","1","2","1.0000","2","0"
"South Asia","India","Jharkhand","Churchu","2","12","6.0000","12","0","6","3.0000","6","0"
"South Asia","India","Jharkhand","Chutte","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jharkhand","Dalki","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Dandai","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Dantar","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Datuta","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Dhab","1","2","2.0000","2","2","1","1.0000","1","1"
"South Asia","India","Jharkhand","Dhalbhumgarh","3","1","0.3333","1","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Dhanbad","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Dhanbad district","1","0","0.0000","0","0","4","4.0000","4","4"
"South Asia","India","Jharkhand","Dumka","1","1","1.0000","1","1","1","1.0000","1","1"
"South Asia","India","Jharkhand","Dumka district","2","5","2.5000","5","0","2","1.0000","2","0"
"South Asia","India","Jharkhand","Dumri","3","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","East Singbhum district","1","0","0.0000","0","0","3","3.0000","3","3"
"South Asia","India","Jharkhand","East Singhbhum district","2","1","0.5000","1","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Etkedih","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Fukrogora","1","1","1.0000","1","1","1","1.0000","1","1"
"South Asia","India","Jharkhand","Gadtoli","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Gagaguro","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Gaghra","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Galudih","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Garhwa","6","13","2.1667","13","0","1","0.1667","1","0"
"South Asia","India","Jharkhand","Garhwa district","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Ghaghra","1","0","0.0000","0","0","4","4.0000","4","4"
"South Asia","India","Jharkhand","Ghatshila","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Giridh district","1","0","0.0000","0","0","8","8.0000","8","8"
"South Asia","India","Jharkhand","Giridih","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jharkhand","Giridih district","11","2","0.1818","1","0","9","0.8182","9","0"
"South Asia","India","Jharkhand","Goilkera","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Gomia","3","1","0.3333","1","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Gowasarey","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Gumla","5","0","0.0000","0","0","3","0.6000","3","0"
"South Asia","India","Jharkhand","Gumla district","6","9","1.5000","7","0","3","0.5000","2","0"
"South Asia","India","Jharkhand","Guragaon","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Hakajang","1","1","1.0000","1","1","0","0.0000","0","0"
"South Asia","India","Jharkhand","Hariharganj","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Harta","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Hazaribagh","4","0","0.0000","0","0","4","1.0000","3","0"
"South Asia","India","Jharkhand","Hazaribagh district","2","2","1.0000","2","0","1","0.5000","1","0"
"South Asia","India","Jharkhand","Hensala","1","0","0.0000","0","0","2","2.0000","2","2"
"South Asia","India","Jharkhand","Hesakocha","2","1","0.5000","1","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Hesatu","2","1","0.5000","1","0","7","3.5000","7","0"
"South Asia","India","Jharkhand","Hethatoli","1","0","0.0000","0","0","1","1.0000","1","1"
"South Asia","India","Jharkhand","Holong","1","1","1.0000","1","1","3","3.0000","3","3"
"South Asia","India","Jharkhand","Hurudunga","1","0","0.0000","0","0","0","0.0000","0","0"
"South Asia","India","Jharkhand","Isri","2","0","0.0000","0","0","12","6.0000","12","0"
"South Asia","India","Jharkhand","Itkhori","1","0","0.0000","0","0","0","0.0000","0","0"
