"region","country","provstate","city","number","nkill","mean_kill","max_kill","min_kill","nwound","mean_wound","max_wound","min_wound"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Negohot","1","2","2.0000","2","2","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Neve Daniel","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nili","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Nimrah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ofarim","2","0","0.0000","0","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ofra","2","3","1.5000","3","0","9","4.5000","8","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Orif","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Otniel","2","2","1.0000","2","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Psagot","2","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qabatya","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalandia","1","0","0.0000","0","0","5","5.0000","5","5"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalandiyah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalqilia","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalqiliya","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalqilya","4","5","1.2500","3","0","22","5.5000","15","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalqilyah","3","3","1.0000","3","0","7","2.3333","7","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qalqiya","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qarawat Bani Zeid","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Quedumim","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Qusra","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Raba","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ramallah","27","17","0.6296","3","0","27","1.0000","6","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ramin","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Ras Al Ayn","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Rimonim","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Roi","2","0","0.0000","0","0","2","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Rosh Tzurim","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Rumana","2","1","0.5000","1","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Sair","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Salem","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Samiriyyah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Samua","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Sanur","2","0","0.0000","0","0","1","0.5000","1","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Sarrah","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Shaarei Tikva","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Shaked","1","0","0.0000","0","0","3","3.0000","3","3"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Shavei Shomron","2","1","0.5000","1","0","2","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Shilo","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Siir","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Sinjil","2","1","0.5000","1","0","5","2.5000","5","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Talmon","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tamun","2","2","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tapuah","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tarkumiya","2","0","0.0000","0","0","5","2.5000","5","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tekoa","4","1","0.2500","1","0","4","1.0000","2","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tell","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","The incident occurred in the eastern part of the city.","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","The incident occurred in the Newe Ya'aqov area north of the city.","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","The incident occurred in the Shuafat area.","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tianik","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tulkarem","10","10","1.0000","4","0","8","0.8000","8","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Tzofin","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Unknown","20","15","0.7500","3","0","28","1.4000","6","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Wadi Fukin","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Wadi Kelt","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Yasuf","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Yatta","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Yitzhar","1","1","1.0000","1","1","4","4.0000","4","4"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Zawiya","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","West Bank and Gaza Strip","West Bank","Zubeidat","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Western Sahara","Es Semara","Al Mahbes","1","0","0.0000","0","0","1","1.0000","1","1"
"Middle East & North Africa","Yemen","Abyan","Aben","1","1","1.0000","1","1","3","3.0000","3","3"
"Middle East & North Africa","Yemen","Abyan","Ahwar","4","14","3.5000","8","0","15","3.7500","7","0"
"Middle East & North Africa","Yemen","Abyan","Al-Ayn","1","4","4.0000","4","4","6","6.0000","6","6"
"Middle East & North Africa","Yemen","Abyan","Al-Mafid","1","4","4.0000","4","4","24","24.0000","24","24"
"Middle East & North Africa","Yemen","Abyan","Al-Mansia","1","1","1.0000","1","1","3","3.0000","3","3"
"Middle East & North Africa","Yemen","Abyan","Al-Qawz","1","3","3.0000","3","3","1","1.0000","1","1"
"Middle East & North Africa","Yemen","Abyan","Ameen","1","5","5.0000","5","5","3","3.0000","3","3"
"Middle East & North Africa","Yemen","Abyan","Dowfas","1","2","2.0000","2","2","2","2.0000","2","2"
"Middle East & North Africa","Yemen","Abyan","Jaar","6","111","18.5000","110","0","53","8.8333","45","0"
"Middle East & North Africa","Yemen","Abyan","Kawd","1","2","2.0000","2","2","2","2.0000","2","2"
"Middle East & North Africa","Yemen","Abyan","Khabar al-Maraqishah","1","0","0.0000","0","0","9","9.0000","9","9"
"Middle East & North Africa","Yemen","Abyan","Lawdar","13","73","5.6154","23","0","27","2.0769","10","0"
"Middle East & North Africa","Yemen","Abyan","Lawdar district","3","1","0.3333","1","0","3","1.0000","2","0"
"Middle East & North Africa","Yemen","Abyan","Mahfad","1","2","2.0000","2","2","5","5.0000","5","5"
"Middle East & North Africa","Yemen","Abyan","Mahfad district","3","7","2.3333","6","0","3","1.0000","3","0"
"Middle East & North Africa","Yemen","Abyan","Majalah district","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Abyan","Modya","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Abyan","Mudiyah","3","8","2.6667","5","1","3","1.0000","3","0"
"Middle East & North Africa","Yemen","Abyan","Mudiyah district","2","1","0.5000","1","0","16","8.0000","10","6"
"Middle East & North Africa","Yemen","Abyan","Shoqra","6","41","6.8333","22","0","25","4.1667","15","0"
"Middle East & North Africa","Yemen","Abyan","Unknown","14","15","1.0714","4","0","26","1.8571","8","0"
"Middle East & North Africa","Yemen","Abyan","Wadea","1","7","7.0000","7","7","15","15.0000","15","15"
"Middle East & North Africa","Yemen","Abyan","Wadea district","1","7","7.0000","7","7","20","20.0000","20","20"
"Middle East & North Africa","Yemen","Abyan","Zinjibar","23","80","3.4783","10","0","55","2.3913","11","0"
"Middle East & North Africa","Yemen","Ad Dali","Ad Dali","9","8","0.8889","4","0","45","5.0000","13","0"
"Middle East & North Africa","Yemen","Ad Dali","As Sinah","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","Yemen","Ad Dali","Ash Shuayb district","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Ad Dali","Dali","9","14","1.5556","13","0","28","3.1111","9","0"
"Middle East & North Africa","Yemen","Ad Dali","Hubail Shams","1","1","1.0000","1","1","4","4.0000","4","4"
"Middle East & North Africa","Yemen","Ad Dali","Jahlan","1","8","8.0000","8","8","15","15.0000","15","15"
"Middle East & North Africa","Yemen","Ad Dali","Murays","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","Yemen","Ad Dali","Qatabah","2","11","5.5000","9","2","9","4.5000","5","4"
"Middle East & North Africa","Yemen","Ad Dali","Raha","1","2","2.0000","2","2","11","11.0000","11","11"
"Middle East & North Africa","Yemen","Ad Dali","Sanah","3","10","3.3333","4","3","6","2.0000","3","0"
"Middle East & North Africa","Yemen","Ad Dali","Sanah district","1","0","0.0000","0","0","4","4.0000","4","4"
"Middle East & North Africa","Yemen","Ad Dali","Unknown","12","9","0.7500","4","0","31","2.5833","7","0"
"Middle East & North Africa","Yemen","Adan","Aden","131","486","3.7099","86","0","831","6.3435","94","0"
"Middle East & North Africa","Yemen","Adan","Al-Mualla","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Adan","At Tawahi","1","14","14.0000","14","14","7","7.0000","7","7"
"Middle East & North Africa","Yemen","Adan","Bir Ahmad","1","2","2.0000","2","2","3","3.0000","3","3"
"Middle East & North Africa","Yemen","Adan","Buraiqeh","3","2","0.6667","1","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Adan","Buraiqeh district","3","0","0.0000","0","0","1","0.3333","1","0"
"Middle East & North Africa","Yemen","Adan","Dar Sad district","3","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Adan","Haswah","1","1","1.0000","1","1","1","1.0000","1","1"
"Middle East & North Africa","Yemen","Adan","Khor Maksar district","2","2","1.0000","2","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Adan","Khur Maksar district","1","16","16.0000","16","16","10","10.0000","10","10"
"Middle East & North Africa","Yemen","Adan","Mansura","6","2","0.3333","1","0","6","1.0000","3","0"
"Middle East & North Africa","Yemen","Adan","Mansura district","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Adan","Mualla","1","0","0.0000","0","0","2","2.0000","2","2"
"Middle East & North Africa","Yemen","Adan","Ribat","1","1","1.0000","1","1","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Adan","Sanea","1","1","1.0000","1","1","8","8.0000","8","8"
"Middle East & North Africa","Yemen","Adan","Shaykh Uthman","28","187","6.6786","73","0","236","8.4286","101","0"
"Middle East & North Africa","Yemen","Adan","Unknown","5","5","1.0000","5","0","10","2.0000","10","0"
"Middle East & North Africa","Yemen","Al Bayda","As Sawadiyah district","1","6","6.0000","6","6","12","12.0000","12","12"
"Middle East & North Africa","Yemen","Al Bayda","As Sawma'ah","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Al Bayda","Az Zahir district","3","17","5.6667","9","3","3","1.0000","3","0"
"Middle East & North Africa","Yemen","Al Bayda","Azzah","1","4","4.0000","4","4","4","4.0000","4","4"
"Middle East & North Africa","Yemen","Al Bayda","Bayda","10","13","1.3000","3","0","13","1.3000","5","0"
"Middle East & North Africa","Yemen","Al Bayda","Dhi Naim district","3","16","5.3333","10","0","5","1.6667","3","1"
"Middle East & North Africa","Yemen","Al Bayda","Furayghah","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Al Bayda","Haikal","1","1","1.0000","1","1","2","2.0000","2","2"
"Middle East & North Africa","Yemen","Al Bayda","Qaniyah","1","1","1.0000","1","1","3","3.0000","3","3"
"Middle East & North Africa","Yemen","Al Bayda","Radaa","11","41","3.7273","11","0","53","4.8182","15","0"
"Middle East & North Africa","Yemen","Al Bayda","Radaa district","2","12","6.0000","12","0","14","7.0000","12","2"
"Middle East & North Africa","Yemen","Al Bayda","Unknown","16","14","0.8750","5","0","16","1.0000","10","0"
"Middle East & North Africa","Yemen","Al Bayda","Wadi Mamdud","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Al Bayda","Yafan","1","3","3.0000","3","3","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Al-Hudaydah","2","2","1.0000","2","0","2","1.0000","1","1"
"Middle East & North Africa","Yemen","Al Hudaydah","Al-Khawkhah","2","7","3.5000","5","2","7","3.5000","4","3"
"Middle East & North Africa","Yemen","Al Hudaydah","At Tuhayat district","3","6","2.0000","3","0","1","0.3333","1","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Bajil district","1","5","5.0000","5","5","35","35.0000","35","35"
"Middle East & North Africa","Yemen","Al Hudaydah","Hays","3","2","0.6667","2","0","1","0.3333","1","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Hays district","1","1","1.0000","1","1","4","4.0000","4","4"
"Middle East & North Africa","Yemen","Al Hudaydah","Hudaydah","11","59","5.3636","13","0","34","3.0909","22","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Jabal Ras district","1","16","16.0000","16","16","10","10.0000","10","10"
"Middle East & North Africa","Yemen","Al Hudaydah","Jah","1","0","0.0000","0","0","5","5.0000","5","5"
"Middle East & North Africa","Yemen","Al Hudaydah","Khawkhah district","2","6","3.0000","5","1","7","3.5000","7","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Khawlan district","1","0","0.0000","0","0","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Munirah district","1","2","2.0000","2","2","0","0.0000","0","0"
"Middle East & North Africa","Yemen","Al Hudaydah","Tahita","1","0","0.0000","0","0","0","0.0000","0","0"
